c host: c3n23
167 1 ref_uut.instr_beq_gate#0
168 0 ref_uut.instr_jal_gate#0
169 0 ref_uut.instr_auipc_gate#0
170 0 ref_uut.instr_lui_gate#0
171 1 state171#0
172 1 state172#0
173 000000000000000000000000000000 state173#0
174 11111111111110111111111111111111 ref_uut.reg_pc_gold#0
175 0 state175#0
176 0 state176#0
177 000000000000000000000000000000 state177#0
178 11111111111111111111111111111111 ref_uut.reg_pc_gate#0
179 1 state179#0
180 0 ref_uut.is_sltiu_bltu_sltu_gold#0
181 0 ref_uut.is_slti_blt_slt_gold#0
182 1 ref_uut.is_beq_bne_blt_bge_bltu_bgeu_gold#0
183 0 state183#0
184 0 ref_uut.is_sltiu_bltu_sltu_gate#0
185 0 ref_uut.is_slti_blt_slt_gate#0
186 1 ref_uut.is_beq_bne_blt_bge_bltu_bgeu_gate#0
187 11111 ref_uut.reg_sh_gold#0
188 11111 ref_uut.reg_sh_gate#0
189 0 ref_uut.is_sb_sh_sw_gold#0
190 0 ref_uut.is_jalr_addi_slti_sltiu_xori_ori_andi_gold#0
191 1 ref_uut.is_lui_auipc_jal_gold#0
192 0 ref_uut.is_slli_srli_srai_gold#0
193 0 ref_uut.is_lb_lh_lw_lbu_lhu_gold#0
194 0 ref_uut.is_sb_sh_sw_gate#0
195 0 ref_uut.is_jalr_addi_slti_sltiu_xori_ori_andi_gate#0
196 1 ref_uut.is_lui_auipc_jal_gate#0
197 0 ref_uut.is_slli_srli_srai_gate#0
198 0 ref_uut.is_lb_lh_lw_lbu_lhu_gate#0
201 11111 ref_uut.decoded_rs1_gold#0
234 11111 ref_uut.decoded_rs1_gate#0
265 00000000000011011010000001100000 ref_uut.decoded_imm_j_gold#0
266 00000000000011001010000001100010 ref_uut.decoded_imm_j_gate#0
267 00000000000000000000000000000011 state267#0
268 1 ref_uut.is_compare_gate#0
269 1 ref_uut.is_lui_auipc_jal_jalr_addi_add_sub_gate#0
270 00000000010000001100110011000000 state270#0
271 1 ref_uut.is_compare_gold#0
272 1 ref_uut.is_lui_auipc_jal_jalr_addi_add_sub_gold#0
273 1111111111111111111111111111111111111111111111111111111111111111 ref_uut.count_cycle_gate#0
274 1111111111111111111111111111111111111111111111111111111111111111 ref_uut.count_cycle_gold#0
275 0000000000000000000000000000000000000000000000000000000000000000 ref_uut.count_instr_gate#0
276 0000000000000000000000000000000000000000000000000000000000000000 ref_uut.count_instr_gold#0
277 00000 ref_uut.decoded_rs2_gate#0
278 00000 ref_uut.decoded_rs2_gold#0
279 11011010011111111111111111111010 state279#0
280 1 ref_uut.latched_compr_gate#0
281 10111111111111111111111111111110 state281#0
282 1 ref_uut.latched_compr_gold#0
283 00000000000000010000000001100000 ref_uut.decoded_imm_gate#0
284 00000000000011011010000001100000 ref_uut.decoded_imm_gold#0
285 01010 ref_uut.decoded_rd_gate#0
286 01000 ref_uut.decoded_rd_gold#0
287 1 ref_uut.decoder_pseudo_trigger_gate#0
288 1 ref_uut.decoder_pseudo_trigger_gold#0
289 0 ref_uut.is_lbu_lhu_lw_gate#0
290 0 ref_uut.is_lbu_lhu_lw_gold#0
291 1 ref_uut.latched_is_lb_gate#0
292 1 ref_uut.latched_is_lb_gold#0
293 1 ref_uut.latched_is_lh_gate#0
294 1 ref_uut.latched_is_lh_gold#0
295 1 ref_uut.latched_is_lu_gate#0
296 1 ref_uut.latched_is_lu_gold#0
297 11111 ref_uut.latched_rd_gate#0
298 11111 ref_uut.latched_rd_gold#0
299 00000000000000000000000000000000 state299#0
300 00000000000000000000000000000000 state300#0
301 00000000000000000000000000000000 state301#0
302 10000011 state302#0
303 0000000000000000 state303#0
304 00000000000000000000000000000000 state304#0
305 00001001 state305#0
306 0000000000000000 state306#0
307 00000000000000000000000000000000 state307#0
308 00000000000000000000000000000001 state308#0
309 11111111111111111111111111111111 state309#0
310 10000000000000000000000000000000 state310#0
311 00000000000000000000000000000000 state311#0
312 10000000000000000000000000000001 state312#0
313 11111111111111111111111111111010 state313#0
314 11111111111111111111111111111111 state314#0
315 0 state315#0
316 0 state316#0
317 00000000000000000000000000000000 state317#0
318 0 state318#0
319 01100000000000000000000000000000 state319#0
320 0 state320#0
321 0 state321#0
322 0 state322#0
323 00000000000000000000000000000000 state323#0
324 00000000000000000000000000000000 state324#0
325 00000 state325#0
326 00000 state326#0
327 0 state327#0
328 0 state328#0
@0
0 0 clk@0
1 00000000000000000000000000000000 irq@0
2 11011111111111101111111110110001 mem_rdata@0
3 1 mem_ready@0
4 0 resetn@0
@1
0 0 clk@1
1 00000000000000000000000000000000 irq@1
2 11111110111000111111111111111111 mem_rdata@1
3 1 mem_ready@1
4 1 resetn@1
@2
0 0 clk@2
1 00000000000000000000000000000000 irq@2
2 11111111111111111101011111110111 mem_rdata@2
3 1 mem_ready@2
4 1 resetn@2
@3
0 0 clk@3
1 00000000000000000000000000000000 irq@3
2 00000111101000111100010000001011 mem_rdata@3
3 1 mem_ready@3
4 1 resetn@3
@4
0 0 clk@4
1 00000000000000000000000000000000 irq@4
2 00000110000011010010010000101111 mem_rdata@4
3 1 mem_ready@4
4 1 resetn@4
@5
0 0 clk@5
1 00000000000000000000000000000000 irq@5
2 00001001000110000111110000001011 mem_rdata@5
3 1 mem_ready@5
4 1 resetn@5
@6
0 0 clk@6
1 00000000000000000000000000000000 irq@6
2 00001000100000110101010100001011 mem_rdata@6
3 0 mem_ready@6
4 1 resetn@6
@7
0 0 clk@7
1 00000000000000000000000000000001 irq@7
2 01100110000000101000010001100010 mem_rdata@7
3 1 mem_ready@7
4 1 resetn@7
@8
0 0 clk@8
1 00000000000000000000000000000000 irq@8
2 10010100000000101000000000100010 mem_rdata@8
3 1 mem_ready@8
4 1 resetn@8
@9
0 0 clk@9
1 00000000000000000000000000000001 irq@9
2 00000100111011111001000000010010 mem_rdata@9
3 1 mem_ready@9
4 1 resetn@9
@10
0 0 clk@10
1 00000000000000000000000000000001 irq@10
2 00101001100000100000100110001011 mem_rdata@10
3 1 mem_ready@10
4 1 resetn@10
@11
0 0 clk@11
1 00000000000000000000000000000000 irq@11
2 00001000100000111001000000001011 mem_rdata@11
3 1 mem_ready@11
4 1 resetn@11
@12
0 0 clk@12
1 11111111111111111111111111111111 irq@12
2 11111111111111111111111111111110 mem_rdata@12
3 1 mem_ready@12
4 1 resetn@12
@13
0 0 clk@13
1 11111111111111111111111111111000 irq@13
2 11111111111111110000000000000011 mem_rdata@13
3 1 mem_ready@13
4 1 resetn@13
@14
0 0 clk@14
1 11111111111111111111111111111111 irq@14
2 11111111111111111111111111111111 mem_rdata@14
3 1 mem_ready@14
4 1 resetn@14
.
c done
