c host: c3n25
94 1 ref_uut.instr_sra_gold#0
95 1 ref_uut.instr_srl_gold#0
96 0 ref_uut.instr_xor_gold#0
97 0 ref_uut.instr_sltu_gold#0
98 0 ref_uut.instr_slt_gold#0
99 1 ref_uut.instr_sll_gold#0
100 0 ref_uut.instr_sub_gold#0
101 1 ref_uut.instr_add_gold#0
102 0 ref_uut.instr_srai_gold#0
103 1 ref_uut.instr_srli_gold#0
104 0 ref_uut.instr_slli_gold#0
105 0 ref_uut.instr_andi_gold#0
106 1 ref_uut.instr_ori_gold#0
107 0 ref_uut.instr_xori_gold#0
108 1 ref_uut.instr_sltiu_gold#0
109 0 ref_uut.instr_slti_gold#0
110 0 ref_uut.instr_addi_gold#0
111 0 ref_uut.instr_sw_gold#0
112 0 ref_uut.instr_sh_gold#0
113 0 ref_uut.instr_sb_gold#0
114 0 ref_uut.instr_lhu_gold#0
115 0 ref_uut.instr_lbu_gold#0
116 0 ref_uut.instr_lw_gold#0
117 0 ref_uut.instr_lh_gold#0
118 0 ref_uut.instr_lb_gold#0
119 0 ref_uut.instr_bgeu_gold#0
120 1 ref_uut.instr_bltu_gold#0
121 0 ref_uut.instr_bge_gold#0
122 1 ref_uut.instr_blt_gold#0
123 1 ref_uut.instr_bne_gold#0
124 0 ref_uut.instr_beq_gold#0
125 0 ref_uut.instr_jal_gold#0
126 0 ref_uut.instr_auipc_gold#0
127 0 ref_uut.instr_lui_gold#0
128 0 ref_uut.instr_timer_gate#0
129 0 ref_uut.instr_waitirq_gate#0
130 0 ref_uut.instr_maskirq_gate#0
131 1 ref_uut.instr_rdinstrh_gate#0
132 0 ref_uut.instr_rdinstr_gate#0
133 0 ref_uut.instr_rdcycleh_gate#0
134 0 ref_uut.instr_rdcycle_gate#0
135 0 ref_uut.instr_and_gate#0
136 0 ref_uut.instr_or_gate#0
137 1 ref_uut.instr_sra_gate#0
138 1 ref_uut.instr_srl_gate#0
139 0 ref_uut.instr_xor_gate#0
140 0 ref_uut.instr_sltu_gate#0
141 1 ref_uut.instr_slt_gate#0
142 1 ref_uut.instr_sll_gate#0
143 1 ref_uut.instr_sub_gate#0
144 0 ref_uut.instr_add_gate#0
145 0 ref_uut.instr_srai_gate#0
146 0 ref_uut.instr_srli_gate#0
147 0 ref_uut.instr_slli_gate#0
148 0 ref_uut.instr_andi_gate#0
149 0 ref_uut.instr_ori_gate#0
150 0 ref_uut.instr_xori_gate#0
151 0 ref_uut.instr_sltiu_gate#0
152 1 ref_uut.instr_slti_gate#0
153 0 ref_uut.instr_addi_gate#0
154 0 ref_uut.instr_sw_gate#0
155 0 ref_uut.instr_sh_gate#0
156 0 ref_uut.instr_sb_gate#0
157 0 ref_uut.instr_lhu_gate#0
158 0 ref_uut.instr_lbu_gate#0
159 0 ref_uut.instr_lw_gate#0
160 0 ref_uut.instr_lh_gate#0
161 0 ref_uut.instr_lb_gate#0
162 0 ref_uut.instr_bgeu_gate#0
163 1 ref_uut.instr_bltu_gate#0
164 0 ref_uut.instr_bge_gate#0
165 0 ref_uut.instr_blt_gate#0
166 0 ref_uut.instr_bne_gate#0
167 1 ref_uut.instr_beq_gate#0
168 1 ref_uut.instr_jal_gate#0
169 0 ref_uut.instr_auipc_gate#0
170 0 ref_uut.instr_lui_gate#0
171 0 state171#0
172 0 state172#0
173 000000000000000000000000000000 state173#0
174 10111111111111111111111111111101 ref_uut.reg_pc_gold#0
175 0 state175#0
176 0 state176#0
177 000000000000000000000000000000 state177#0
178 10011111111111111111111111111111 ref_uut.reg_pc_gate#0
179 0 state179#0
180 0 ref_uut.is_sltiu_bltu_sltu_gold#0
181 0 ref_uut.is_slti_blt_slt_gold#0
182 1 ref_uut.is_beq_bne_blt_bge_bltu_bgeu_gold#0
183 1 state183#0
184 0 ref_uut.is_sltiu_bltu_sltu_gate#0
185 0 ref_uut.is_slti_blt_slt_gate#0
186 0 ref_uut.is_beq_bne_blt_bge_bltu_bgeu_gate#0
187 00000 ref_uut.reg_sh_gold#0
188 10110 ref_uut.reg_sh_gate#0
189 0 ref_uut.is_sb_sh_sw_gold#0
190 1 ref_uut.is_jalr_addi_slti_sltiu_xori_ori_andi_gold#0
191 1 ref_uut.is_lui_auipc_jal_gold#0
192 0 ref_uut.is_slli_srli_srai_gold#0
193 0 ref_uut.is_lb_lh_lw_lbu_lhu_gold#0
194 0 ref_uut.is_sb_sh_sw_gate#0
195 0 ref_uut.is_jalr_addi_slti_sltiu_xori_ori_andi_gate#0
196 0 ref_uut.is_lui_auipc_jal_gate#0
197 0 ref_uut.is_slli_srli_srai_gate#0
198 0 ref_uut.is_lb_lh_lw_lbu_lhu_gate#0
201 11000 ref_uut.decoded_rs1_gold#0
234 01010 ref_uut.decoded_rs1_gate#0
265 01001000011111101011000000000100 ref_uut.decoded_imm_j_gold#0
266 00000000000000000000000010001010 ref_uut.decoded_imm_j_gate#0
267 00000000000000000000000000000001 state267#0
268 0 ref_uut.is_compare_gate#0
269 1 ref_uut.is_lui_auipc_jal_jalr_addi_add_sub_gate#0
270 11111111111111111111111111111111 state270#0
271 0 ref_uut.is_compare_gold#0
272 0 ref_uut.is_lui_auipc_jal_jalr_addi_add_sub_gold#0
273 0110101100100110011011010100101011111111111111111111111111111110 ref_uut.count_cycle_gate#0
274 0100100110010010011100111001011111111111111111111111111111111110 ref_uut.count_cycle_gold#0
275 1101110111111001101000101111101111010111010110100110111010000000 ref_uut.count_instr_gate#0
276 1101100010001110001010011010000110100010010010100000001110000000 ref_uut.count_instr_gold#0
277 00001 ref_uut.decoded_rs2_gate#0
278 01001 ref_uut.decoded_rs2_gold#0
279 11010110100111111011010001010101 state279#0
280 0 ref_uut.latched_compr_gate#0
281 11011100101011101110101010000111 state281#0
282 0 ref_uut.latched_compr_gold#0
283 11001001100010010001001000011011 ref_uut.decoded_imm_gate#0
284 00100110001110100101000000000000 ref_uut.decoded_imm_gold#0
285 11110 ref_uut.decoded_rd_gate#0
286 00000 ref_uut.decoded_rd_gold#0
287 1 ref_uut.decoder_pseudo_trigger_gate#0
288 1 ref_uut.decoder_pseudo_trigger_gold#0
289 0 ref_uut.is_lbu_lhu_lw_gate#0
290 1 ref_uut.is_lbu_lhu_lw_gold#0
291 1 ref_uut.latched_is_lb_gate#0
292 0 ref_uut.latched_is_lb_gold#0
293 0 ref_uut.latched_is_lh_gate#0
294 1 ref_uut.latched_is_lh_gold#0
295 1 ref_uut.latched_is_lu_gate#0
296 0 ref_uut.latched_is_lu_gold#0
297 00010 ref_uut.latched_rd_gate#0
298 10110 ref_uut.latched_rd_gold#0
299 00000000000000000000000000000000 state299#0
300 00000000000000000000000000000000 state300#0
301 11111111111111111100010111110100 state301#0
302 01111111 state302#0
303 0000000000000000 state303#0
304 00000000000000001001100010011101 state304#0
305 01111111 state305#0
306 0000000000000000 state306#0
307 00000011101111010000011110111101 state307#0
308 11111111111111111111111110101011 state308#0
309 01010011010001011100011011010001 state309#0
310 01010011010001011100011011010001 state310#0
311 00000000000000000000000000000011 state311#0
312 11111111111111111111111110000011 state312#0
313 11000101101001101010111111100001 state313#0
314 10101110011110001111011111100000 state314#0
315 0 state315#0
316 0 state316#0
317 00000000000000000000000000000000 state317#0
318 0 state318#0
319 01111111111111111111111111111101 state319#0
320 0 state320#0
321 0 state321#0
322 0 state322#0
323 00000000000000000000000000000000 state323#0
324 11010001110001011101000000100010 state324#0
325 00000 state325#0
326 01110 state326#0
327 0 state327#0
328 1 state328#0
@0
0 0 clk@0
1 00111000000110111111110100001001 irq@0
2 11110110011000001000110011101001 mem_rdata@0
3 1 mem_ready@0
4 0 resetn@0
@1
0 0 clk@1
1 00000000000000000000000000000000 irq@1
2 11101101010110100110001001000011 mem_rdata@1
3 0 mem_ready@1
4 1 resetn@1
@2
0 0 clk@2
1 00000000000000000000000000000000 irq@2
2 00000100000010000000010101010101 mem_rdata@2
3 0 mem_ready@2
4 1 resetn@2
@3
0 0 clk@3
1 00000000000000000000000000000000 irq@3
2 00000110000000000010011010001011 mem_rdata@3
3 1 mem_ready@3
4 1 resetn@3
@4
0 0 clk@4
1 00000000000000000000000000000000 irq@4
2 00001000010000000000011010001011 mem_rdata@4
3 1 mem_ready@4
4 1 resetn@4
@5
0 0 clk@5
1 00000000000000000000000000000000 irq@5
2 00101000011010011000110010100001 mem_rdata@5
3 0 mem_ready@5
4 1 resetn@5
@6
0 0 clk@6
1 00000000000000000000000000000000 irq@6
2 00000000010000110110111111110110 mem_rdata@6
3 1 mem_ready@6
4 1 resetn@6
@7
0 0 clk@7
1 00000000000000000000000000000000 irq@7
2 00000100100111111111011101100011 mem_rdata@7
3 1 mem_ready@7
4 1 resetn@7
@8
0 0 clk@8
1 00000000000000000000000000000000 irq@8
2 01001001111111110010100010100011 mem_rdata@8
3 1 mem_ready@8
4 1 resetn@8
@9
0 0 clk@9
1 00000000000000000000000000000010 irq@9
2 00001000011000110000100110001011 mem_rdata@9
3 0 mem_ready@9
4 1 resetn@9
@10
0 0 clk@10
1 11001111111110111111111111111101 irq@10
2 00000000100000010000000001011101 mem_rdata@10
3 1 mem_ready@10
4 1 resetn@10
@11
0 0 clk@11
1 10001100101110110110000100000110 irq@11
2 00000001010000001100111010000011 mem_rdata@11
3 1 mem_ready@11
4 1 resetn@11
@12
0 0 clk@12
1 00110000000001000000000000000000 irq@12
2 01000111101111111110011101110110 mem_rdata@12
3 0 mem_ready@12
4 1 resetn@12
.
c done
