c host: c3n24
144 0 ref_uut.instr_add_gate#0
145 0 ref_uut.instr_srai_gate#0
146 0 ref_uut.instr_srli_gate#0
147 0 ref_uut.instr_slli_gate#0
148 0 ref_uut.instr_andi_gate#0
149 0 ref_uut.instr_ori_gate#0
150 0 ref_uut.instr_xori_gate#0
151 1 ref_uut.instr_sltiu_gate#0
152 0 ref_uut.instr_slti_gate#0
153 0 ref_uut.instr_addi_gate#0
154 1 ref_uut.instr_sw_gate#0
155 1 ref_uut.instr_sh_gate#0
156 1 ref_uut.instr_sb_gate#0
157 1 ref_uut.instr_lhu_gate#0
158 1 ref_uut.instr_lbu_gate#0
159 1 ref_uut.instr_lw_gate#0
160 1 ref_uut.instr_lh_gate#0
161 1 ref_uut.instr_lb_gate#0
162 0 ref_uut.instr_bgeu_gate#0
163 1 ref_uut.instr_bltu_gate#0
164 0 ref_uut.instr_bge_gate#0
165 0 ref_uut.instr_blt_gate#0
166 1 ref_uut.instr_bne_gate#0
167 0 ref_uut.instr_beq_gate#0
168 0 ref_uut.instr_jal_gate#0
169 0 ref_uut.instr_auipc_gate#0
170 0 ref_uut.instr_lui_gate#0
171 1 state171#0
172 1 state172#0
173 000000000000000000000000000000 state173#0
174 11111111111111111111111111111111 ref_uut.reg_pc_gold#0
175 1 state175#0
176 1 state176#0
177 000000000000000000000000000000 state177#0
178 11111111111111111111111111110011 ref_uut.reg_pc_gate#0
179 1 state179#0
180 0 ref_uut.is_sltiu_bltu_sltu_gold#0
181 0 ref_uut.is_slti_blt_slt_gold#0
182 1 ref_uut.is_beq_bne_blt_bge_bltu_bgeu_gold#0
183 1 state183#0
184 0 ref_uut.is_sltiu_bltu_sltu_gate#0
185 0 ref_uut.is_slti_blt_slt_gate#0
186 1 ref_uut.is_beq_bne_blt_bge_bltu_bgeu_gate#0
187 00000 ref_uut.reg_sh_gold#0
188 00000 ref_uut.reg_sh_gate#0
189 0 ref_uut.is_sb_sh_sw_gold#0
190 0 ref_uut.is_jalr_addi_slti_sltiu_xori_ori_andi_gold#0
191 0 ref_uut.is_lui_auipc_jal_gold#0
192 0 ref_uut.is_slli_srli_srai_gold#0
193 1 ref_uut.is_lb_lh_lw_lbu_lhu_gold#0
194 0 ref_uut.is_sb_sh_sw_gate#0
195 1 ref_uut.is_jalr_addi_slti_sltiu_xori_ori_andi_gate#0
196 1 ref_uut.is_lui_auipc_jal_gate#0
197 1 ref_uut.is_slli_srli_srai_gate#0
198 1 ref_uut.is_lb_lh_lw_lbu_lhu_gate#0
200 10000 ref_uut.decoded_rs1_gold#0
201 11111 ref_uut.decoded_rs2_gold#0
203 11011 ref_uut.decoded_rs1_gate#0
204 01111 ref_uut.decoded_rs2_gate#0
205 11100010001000100010001000010111 ref_uut.decoded_imm_j_gold#0
206 00000000000000000000010011110001 ref_uut.decoded_imm_j_gate#0
207 00000000000000000000000010000000 state207#0
208 1 ref_uut.is_compare_gate#0
209 1 ref_uut.is_lui_auipc_jal_jalr_addi_add_sub_gate#0
210 00000000000000000000000000000000 state210#0
211 1 ref_uut.is_compare_gold#0
212 1 ref_uut.is_lui_auipc_jal_jalr_addi_add_sub_gold#0
213 1111111111111111111111111111110111111111111111111111111111111111 ref_uut.count_cycle_gate#0
214 1111111111111111111111111111110111111111111111111111111111111111 ref_uut.count_cycle_gold#0
215 0000000000000000000000000000000000000000000000000000000000000000 ref_uut.count_instr_gate#0
216 0000000000000000000000000000000000000000000000000000000000000000 ref_uut.count_instr_gold#0
217 00100010000100000000000011100000 state217#0
218 1 ref_uut.latched_compr_gate#0
219 00111001010001011000000110000100 state219#0
220 1 ref_uut.latched_compr_gold#0
221 11111111111111111111111111111111 ref_uut.decoded_imm_gate#0
222 10111111111101111000111111111110 ref_uut.decoded_imm_gold#0
223 00011 ref_uut.decoded_rd_gate#0
224 10100 ref_uut.decoded_rd_gold#0
225 0 ref_uut.decoder_pseudo_trigger_gate#0
226 1 ref_uut.decoder_pseudo_trigger_gold#0
227 1 ref_uut.is_lbu_lhu_lw_gate#0
228 1 ref_uut.is_lbu_lhu_lw_gold#0
229 1 ref_uut.latched_is_lb_gate#0
230 1 ref_uut.latched_is_lb_gold#0
231 1 ref_uut.latched_is_lh_gate#0
232 1 ref_uut.latched_is_lh_gold#0
233 1 ref_uut.latched_is_lu_gate#0
234 1 ref_uut.latched_is_lu_gold#0
235 10000 ref_uut.latched_rd_gate#0
236 10000 ref_uut.latched_rd_gold#0
237 00000000000000000000000000000000 state237#0
238 00000000000000000000000000000000 state238#0
239 00000000000000001000000010000001 state239#0
240 11111101 state240#0
241 0000000000000000 state241#0
242 00001100010010100000000000000001 state242#0
243 00100100 state243#0
244 0000000000000000 state244#0
245 00000000000000000000000000000001 state245#0
246 11111111111111111111111111111110 state246#0
247 00000000000000000000000000000000 state247#0
248 11011111111111111111111111111110 state248#0
249 00000000000000000000000000000000 state249#0
250 11111111111111111111111111111111 state250#0
251 00000000000000000000000000000000 state251#0
252 11111111111111111111111111111100 state252#0
253 0 state253#0
254 0 state254#0
255 00000000000000000000000000000000 state255#0
256 0 state256#0
257 00000000000000000000000000000000 state257#0
258 0 state258#0
259 0 state259#0
260 0 state260#0
261 00000000000000000000000000000000 state261#0
262 00000000000000000000000000000000 state262#0
263 00000 state263#0
264 00000 state264#0
265 0 state265#0
266 0 state266#0
@0
0 0 clk@0
1 00000000000000000000000000000010 irq@0
2 00111111111111011111000011000011 mem_rdata@0
3 1 mem_ready@0
4 0 resetn@0
@1
0 0 clk@1
1 00000000000000000000000000000000 irq@1
2 00001000100100111111000000000101 mem_rdata@1
3 1 mem_ready@1
4 1 resetn@1
@2
0 0 clk@2
1 00000000000000000000000000000000 irq@2
2 01010000000000111100110000000001 mem_rdata@2
3 1 mem_ready@2
4 1 resetn@2
@3
0 0 clk@3
1 00000000000000000000000000000000 irq@3
2 00000110010011110010000110001011 mem_rdata@3
3 1 mem_ready@3
4 1 resetn@3
@4
0 0 clk@4
1 00000001000000000000000000000000 irq@4
2 01001001100000000010011010000011 mem_rdata@4
3 0 mem_ready@4
4 1 resetn@4
@5
0 0 clk@5
1 00000000000000000000000000000000 irq@5
2 00000110000000110010000100000011 mem_rdata@5
3 1 mem_ready@5
4 1 resetn@5
@6
0 0 clk@6
1 00000000000000000000000000000000 irq@6
2 00000001000010110010001010001011 mem_rdata@6
3 0 mem_ready@6
4 1 resetn@6
@7
0 0 clk@7
1 00000000000000000000000000000000 irq@7
2 00001011000011110000100001100011 mem_rdata@7
3 1 mem_ready@7
4 1 resetn@7
@8
0 0 clk@8
1 00000000000000000000000000000000 irq@8
2 10001001011000110001010100001001 mem_rdata@8
3 1 mem_ready@8
4 1 resetn@8
@9
0 0 clk@9
1 10000000000000000000000000000000 irq@9
2 10101000000101101101101001100010 mem_rdata@9
3 1 mem_ready@9
4 1 resetn@9
@10
0 0 clk@10
1 00000000000000000000000000000000 irq@10
2 00101000010101110000100110001011 mem_rdata@10
3 0 mem_ready@10
4 1 resetn@10
@11
0 0 clk@11
1 00000000000000000000000000000100 irq@11
2 00000000101100100101000001100011 mem_rdata@11
3 1 mem_ready@11
4 1 resetn@11
@12
0 0 clk@12
1 00000000000000000000000000000000 irq@12
2 00001001011011110000101010100011 mem_rdata@12
3 0 mem_ready@12
4 1 resetn@12
@13
0 0 clk@13
1 00000000000000000000000000000000 irq@13
2 01000000000010101100001010000001 mem_rdata@13
3 1 mem_ready@13
4 1 resetn@13
@14
0 0 clk@14
1 00000000000000000000000000000000 irq@14
2 00000100001100000010001000000011 mem_rdata@14
3 1 mem_ready@14
4 1 resetn@14
@15
0 0 clk@15
1 00000000000000000000000000000000 irq@15
2 11111111111011111000001001111111 mem_rdata@15
3 1 mem_ready@15
4 1 resetn@15
@16
0 0 clk@16
1 00000000000000000000000000000000 irq@16
2 00100001001000000000100000000011 mem_rdata@16
3 0 mem_ready@16
4 1 resetn@16
@17
0 0 clk@17
1 11111111111011101110111101011111 irq@17
2 01100001001010000010100000000001 mem_rdata@17
3 1 mem_ready@17
4 1 resetn@17
@18
0 0 clk@18
1 11111111111011111110111111111000 irq@18
2 00100000100101000000000000000011 mem_rdata@18
3 0 mem_ready@18
4 1 resetn@18
@19
0 0 clk@19
1 00000000000000000000010000000001 irq@19
2 01000000101110110010000000001011 mem_rdata@19
3 0 mem_ready@19
4 1 resetn@19
.
c done
