c host: c3n09
152 1 ref_uut.instr_slti_gate#0
153 0 ref_uut.instr_addi_gate#0
154 0 ref_uut.instr_sw_gate#0
155 0 ref_uut.instr_sh_gate#0
156 0 ref_uut.instr_sb_gate#0
157 0 ref_uut.instr_lhu_gate#0
158 0 ref_uut.instr_lbu_gate#0
159 0 ref_uut.instr_lw_gate#0
160 0 ref_uut.instr_lh_gate#0
161 0 ref_uut.instr_lb_gate#0
162 0 ref_uut.instr_bgeu_gate#0
163 1 ref_uut.instr_bltu_gate#0
164 1 ref_uut.instr_bge_gate#0
165 1 ref_uut.instr_blt_gate#0
166 1 ref_uut.instr_bne_gate#0
167 0 ref_uut.instr_beq_gate#0
168 0 ref_uut.instr_jal_gate#0
169 1 ref_uut.instr_auipc_gate#0
170 0 ref_uut.instr_lui_gate#0
171 1 state171#0
172 0 state172#0
173 000000000000000000000000000000 state173#0
174 11111111111111111111111111111100 ref_uut.reg_pc_gold#0
175 0 state175#0
176 0 state176#0
177 111111111111111111111111111011 state177#0
178 00111101111101111111001101001001 ref_uut.reg_pc_gate#0
179 0 state179#0
180 0 ref_uut.is_sltiu_bltu_sltu_gold#0
181 0 ref_uut.is_slti_blt_slt_gold#0
182 1 ref_uut.is_beq_bne_blt_bge_bltu_bgeu_gold#0
183 0 state183#0
184 0 ref_uut.is_sltiu_bltu_sltu_gate#0
185 0 ref_uut.is_slti_blt_slt_gate#0
186 1 ref_uut.is_beq_bne_blt_bge_bltu_bgeu_gate#0
187 00000 ref_uut.reg_sh_gold#0
188 00000 ref_uut.reg_sh_gate#0
189 0 ref_uut.is_sb_sh_sw_gold#0
190 1 ref_uut.is_jalr_addi_slti_sltiu_xori_ori_andi_gold#0
191 1 ref_uut.is_lui_auipc_jal_gold#0
192 0 ref_uut.is_slli_srli_srai_gold#0
193 1 ref_uut.is_lb_lh_lw_lbu_lhu_gold#0
194 0 ref_uut.is_sb_sh_sw_gate#0
195 0 ref_uut.is_jalr_addi_slti_sltiu_xori_ori_andi_gate#0
196 0 ref_uut.is_lui_auipc_jal_gate#0
197 0 ref_uut.is_slli_srli_srai_gate#0
198 0 ref_uut.is_lb_lh_lw_lbu_lhu_gate#0
200 01001 ref_uut.decoded_rs1_gold#0
201 01100 ref_uut.decoded_rs2_gold#0
203 00011 ref_uut.decoded_rs1_gate#0
204 00011 ref_uut.decoded_rs2_gate#0
205 11001110110001100010100110111001 ref_uut.decoded_imm_j_gold#0
206 00000000000000000000110011010001 ref_uut.decoded_imm_j_gate#0
207 00000000000000000000000000000000 state207#0
208 1 ref_uut.is_compare_gate#0
209 1 ref_uut.is_lui_auipc_jal_jalr_addi_add_sub_gate#0
210 00100000000000000000000000000000 state210#0
211 1 ref_uut.is_compare_gold#0
212 1 ref_uut.is_lui_auipc_jal_jalr_addi_add_sub_gold#0
213 1111111111111111111111111111110111111111111111111111111111111111 ref_uut.count_cycle_gate#0
214 1111111111111111111111111111110111111111111111111111111111111111 ref_uut.count_cycle_gold#0
215 0000000000000000000000000000000000000000000000000000000000000000 ref_uut.count_instr_gate#0
216 0000000000000000000000000000000000000000000000000000000000000000 ref_uut.count_instr_gold#0
217 00000000000000000000000100000000 state217#0
218 0 ref_uut.latched_compr_gate#0
219 00000000000000000000000000000000 state219#0
220 0 ref_uut.latched_compr_gold#0
221 11000010000010000000110011111111 ref_uut.decoded_imm_gate#0
222 00000000000010000000000001010010 ref_uut.decoded_imm_gold#0
223 00101 ref_uut.decoded_rd_gate#0
224 00001 ref_uut.decoded_rd_gold#0
225 1 ref_uut.decoder_pseudo_trigger_gate#0
226 1 ref_uut.decoder_pseudo_trigger_gold#0
227 1 ref_uut.is_lbu_lhu_lw_gate#0
228 1 ref_uut.is_lbu_lhu_lw_gold#0
229 1 ref_uut.latched_is_lb_gate#0
230 1 ref_uut.latched_is_lb_gold#0
231 1 ref_uut.latched_is_lh_gate#0
232 1 ref_uut.latched_is_lh_gold#0
233 1 ref_uut.latched_is_lu_gate#0
234 1 ref_uut.latched_is_lu_gold#0
235 00000 ref_uut.latched_rd_gate#0
236 01101 ref_uut.latched_rd_gold#0
237 00000000000000000000000000000000 state237#0
238 00000000000000000000000000000000 state238#0
239 00001000000000001000000010000000 state239#0
240 01111110 state240#0
241 0000000000000000 state241#0
242 01110101101000100111111101111111 state242#0
243 01111110 state243#0
244 0000000000000000 state244#0
245 11111111111111111111111111111111 state245#0
246 11111111111111111111111111111111 state246#0
247 00000000000000000000000000000001 state247#0
248 11111111111111111111111111111110 state248#0
249 11111111111111111111111111111101 state249#0
250 00001000000000001000000010000000 state250#0
251 11111111111111111111111111111111 state251#0
252 00000000000000000000000000000000 state252#0
253 0 state253#0
254 0 state254#0
255 00000000000000000000000000000000 state255#0
256 0 state256#0
257 00000000000000000000000000000000 state257#0
258 0 state258#0
259 1 state259#0
260 0 state260#0
261 00000000000000000000000000000000 state261#0
262 00000000000000000000000000000000 state262#0
263 11101 state263#0
264 00000 state264#0
265 0 state265#0
266 0 state266#0
@0
0 0 clk@0
1 00000000000000000000000000000011 irq@0
2 11110100100111101101111011011111 mem_rdata@0
3 1 mem_ready@0
4 0 resetn@0
@1
0 0 clk@1
1 00000000000000000000000000000000 irq@1
2 11101111111011111100000000000011 mem_rdata@1
3 1 mem_ready@1
4 1 resetn@1
@2
0 0 clk@2
1 00000000000000000000000000000000 irq@2
2 00000000000000001000000000000001 mem_rdata@2
3 1 mem_ready@2
4 1 resetn@2
@3
0 0 clk@3
1 00000000000000000000000000000000 irq@3
2 00000110001000010000000110001011 mem_rdata@3
3 1 mem_ready@3
4 1 resetn@3
@4
0 0 clk@4
1 00000000000000000000000000000000 irq@4
2 00001000001000000010000100010001 mem_rdata@4
3 1 mem_ready@4
4 1 resetn@4
@5
0 0 clk@5
1 00000000000000000000000000000000 irq@5
2 00001001011110110010101110000001 mem_rdata@5
3 1 mem_ready@5
4 1 resetn@5
@6
0 0 clk@6
1 00000000000000000000000000000000 irq@6
2 11001000011001000100001000011100 mem_rdata@6
3 1 mem_ready@6
4 1 resetn@6
@7
0 0 clk@7
1 00000000000000000000000000000001 irq@7
2 00001000000101000100000011101010 mem_rdata@7
3 1 mem_ready@7
4 1 resetn@7
@8
0 0 clk@8
1 00000000000000000000000000000000 irq@8
2 00001000001100000010111001100101 mem_rdata@8
3 1 mem_ready@8
4 1 resetn@8
@9
0 0 clk@9
1 00000000000000000000000000000000 irq@9
2 10001000101001111000010100100011 mem_rdata@9
3 0 mem_ready@9
4 1 resetn@9
@10
0 0 clk@10
1 00000000000000000000000000000000 irq@10
2 11001110000100101000100100100011 mem_rdata@10
3 0 mem_ready@10
4 1 resetn@10
@11
0 0 clk@11
1 00000000000000000000000000000000 irq@11
2 11000110010001101000000110100011 mem_rdata@11
3 1 mem_ready@11
4 1 resetn@11
@12
0 0 clk@12
1 00000000000000000000000000000000 irq@12
2 11111111111111111000000000000011 mem_rdata@12
3 0 mem_ready@12
4 1 resetn@12
@13
0 0 clk@13
1 11111111011011101111111111111100 irq@13
2 01001111111110111111111011111110 mem_rdata@13
3 0 mem_ready@13
4 1 resetn@13
@14
0 0 clk@14
1 11111111111111111111111111111000 irq@14
2 00000100000000111010100000001011 mem_rdata@14
3 1 mem_ready@14
4 1 resetn@14
@15
0 0 clk@15
1 11111111111111111111111111111000 irq@15
2 11111111111111111111111100000001 mem_rdata@15
3 0 mem_ready@15
4 1 resetn@15
@16
0 0 clk@16
1 00001000100000000000000000000001 irq@16
2 11111111111111110000000000000011 mem_rdata@16
3 0 mem_ready@16
4 1 resetn@16
.
c done
