c host: c3n27
c start: Fri Oct 18 21:23:41 CEST 2019
c arrayjobid: 17567257
c jobid: 17567596
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/wolf/2018A/zipcpu-zipmmu-p50.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567596.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   195s  (total 7 workers using 2185 MB)
@   206s  (total 7 workers using 2269 MB)
@   216s  (total 7 workers using 2313 MB)
@   227s  (total 7 workers using 2348 MB)
@   238s  (total 7 workers using 2429 MB)
@   248s  (total 7 workers using 2528 MB)
@   259s  (total 7 workers using 2628 MB)
@   269s  (total 7 workers using 2717 MB)
@   280s  (total 7 workers using 2765 MB)
@   291s  (total 7 workers using 2859 MB)
@   301s  (total 7 workers using 2943 MB)
@   312s  (total 7 workers using 2983 MB)
@   323s  (total 7 workers using 3019 MB)
@   333s  (total 7 workers using 3069 MB)
@   344s  (total 7 workers using 3212 MB)
@   354s  (total 7 workers using 3277 MB)
@   365s  (total 7 workers using 3307 MB)
@   376s  (total 7 workers using 3385 MB)
@   386s  (total 7 workers using 3413 MB)
@   397s  (total 7 workers using 3464 MB)
@   408s  (total 7 workers using 3545 MB)
@   418s  (total 7 workers using 3548 MB)
@   429s  (total 7 workers using 3675 MB)
@   439s  (total 7 workers using 3729 MB)
@   450s  (total 7 workers using 3768 MB)
@   461s  (total 7 workers using 3811 MB)
@   471s  (total 7 workers using 3869 MB)
@   482s  (total 7 workers using 3916 MB)
@   493s  (total 7 workers using 3956 MB)
@   503s  (total 7 workers using 3983 MB)
@   514s  (total 7 workers using 3983 MB)
@   524s  (total 7 workers using 4024 MB)
@   535s  (total 7 workers using 4043 MB)
@   546s  (total 7 workers using 4071 MB)
@   556s  (total 7 workers using 4108 MB)
@   567s  (total 7 workers using 4208 MB)
@   577s  (total 7 workers using 4211 MB)
@   588s  (total 7 workers using 4337 MB)
@   599s  (total 7 workers using 4333 MB)
@   609s  (total 7 workers using 4389 MB)
@   620s  (total 7 workers using 4405 MB)
@   630s  (total 7 workers using 4411 MB)
@   641s  (total 7 workers using 4415 MB)
@   652s  (total 7 workers using 4414 MB)
@   662s  (total 7 workers using 4493 MB)
@   673s  (total 7 workers using 4556 MB)
@   684s  (total 7 workers using 4559 MB)
@   694s  (total 7 workers using 4665 MB)
@   705s  (total 7 workers using 4701 MB)
@   715s  (total 7 workers using 4688 MB)
@   726s  (total 7 workers using 4763 MB)
@   737s  (total 7 workers using 4774 MB)
@   747s  (total 7 workers using 4788 MB)
@   758s  (total 7 workers using 4773 MB)
@   769s  (total 7 workers using 4806 MB)
@   779s  (total 7 workers using 4894 MB)
@   790s  (total 7 workers using 4904 MB)
@   800s  (total 7 workers using 4942 MB)
@   811s  (total 7 workers using 5046 MB)
@   822s  (total 7 workers using 5083 MB)
@   832s  (total 7 workers using 5072 MB)
@   843s  (total 7 workers using 5104 MB)
@   854s  (total 7 workers using 5103 MB)
@   864s  (total 7 workers using 5121 MB)
@   875s  (total 7 workers using 5139 MB)
@   885s  (total 7 workers using 5159 MB)
@   896s  (total 7 workers using 5196 MB)
@   906s  (total 7 workers using 5203 MB)
@   917s  (total 7 workers using 5178 MB)
@   928s  (total 7 workers using 5230 MB)
@   938s  (total 7 workers using 5256 MB)
@   949s  (total 7 workers using 5306 MB)
@   960s  (total 7 workers using 5380 MB)
@   970s  (total 7 workers using 5337 MB)
@   981s  (total 7 workers using 5341 MB)
@   991s  (total 7 workers using 5420 MB)
@  1002s  (total 7 workers using 5370 MB)
@  1013s  (total 7 workers using 5404 MB)
@  1023s  (total 7 workers using 5437 MB)
@  1034s  (total 7 workers using 5504 MB)
@  1045s  (total 7 workers using 5527 MB)
@  1055s  (total 7 workers using 5530 MB)
@  1066s  (total 7 workers using 5555 MB)
@  1076s  (total 7 workers using 5614 MB)
@  1087s  (total 7 workers using 5658 MB)
@  1098s  (total 7 workers using 5642 MB)
@  1108s  (total 7 workers using 5706 MB)
@  1119s  (total 7 workers using 5699 MB)
@  1129s  (total 7 workers using 5707 MB)
@  1140s  (total 7 workers using 5770 MB)
@  1151s  (total 7 workers using 5794 MB)
@  1161s  (total 7 workers using 5768 MB)
@  1172s  (total 7 workers using 5827 MB)
@  1182s  (total 7 workers using 5718 MB)
@  1193s  (total 7 workers using 5833 MB)
@  1204s  (total 7 workers using 5889 MB)
@  1214s  (total 7 workers using 5834 MB)
@  1225s  (total 7 workers using 5772 MB)
@  1235s  (total 7 workers using 5830 MB)
@  1246s  (total 7 workers using 5863 MB)
@  1257s  (total 7 workers using 5865 MB)
@  1267s  (total 7 workers using 5929 MB)
@  1278s  (total 7 workers using 5938 MB)
@  1288s  (total 7 workers using 5991 MB)
@  1299s  (total 7 workers using 6032 MB)
@  1310s  (total 7 workers using 6003 MB)
@  1320s  (total 7 workers using 6100 MB)
@  1331s  (total 7 workers using 5967 MB)
@  1341s  (total 7 workers using 5978 MB)
@  1352s  (total 7 workers using 5946 MB)
@  1363s  (total 7 workers using 6020 MB)
@  1373s  (total 7 workers using 6081 MB)
@  1384s  (total 7 workers using 6119 MB)
@  1394s  (total 7 workers using 6152 MB)
@  1405s  (total 7 workers using 6195 MB)
@  1416s  (total 7 workers using 6188 MB)
@  1426s  (total 7 workers using 6206 MB)
@  1437s  (total 7 workers using 6239 MB)
@  1447s  (total 7 workers using 6225 MB)
@  1458s  (total 7 workers using 6351 MB)
@  1469s  (total 7 workers using 6350 MB)
@  1479s  (total 7 workers using 6352 MB)
@  1490s  (total 7 workers using 6358 MB)
@  1500s  (total 7 workers using 6390 MB)
@  1511s  (total 7 workers using 6443 MB)
@  1522s  (total 7 workers using 6429 MB)
@  1532s  (total 7 workers using 6429 MB)
@  1543s  (total 7 workers using 6445 MB)
@  1553s  (total 7 workers using 6491 MB)
@  1564s  (total 7 workers using 6364 MB)
@  1575s  (total 7 workers using 6413 MB)
@  1585s  (total 7 workers using 6436 MB)
@  1596s  (total 7 workers using 6473 MB)
@  1606s  (total 7 workers using 6373 MB)
@  1617s  (total 7 workers using 6587 MB)
@  1628s  (total 7 workers using 6599 MB)
@  1638s  (total 7 workers using 6602 MB)
@  1649s  (total 7 workers using 6679 MB)
@  1660s  (total 7 workers using 6696 MB)
@  1670s  (total 7 workers using 6745 MB)
@  1681s  (total 7 workers using 6670 MB)
@  1691s  (total 7 workers using 6729 MB)
@  1702s  (total 7 workers using 6759 MB)
@  1713s  (total 7 workers using 6805 MB)
@  1723s  (total 7 workers using 6741 MB)
@  1734s  (total 7 workers using 6697 MB)
@  1744s  (total 7 workers using 6781 MB)
@  1755s  (total 7 workers using 6900 MB)
@  1766s  (total 7 workers using 6910 MB)
@  1776s  (total 7 workers using 6854 MB)
@  1787s  (total 7 workers using 6867 MB)
@  1797s  (total 7 workers using 6907 MB)
@  1808s  (total 7 workers using 6987 MB)
@  1819s  (total 7 workers using 6917 MB)
@  1829s  (total 7 workers using 6721 MB)
@  1840s  (total 7 workers using 6824 MB)
@  1851s  (total 7 workers using 6928 MB)
@  1861s  (total 7 workers using 7004 MB)
@  1872s  (total 7 workers using 6893 MB)
@  1882s  (total 7 workers using 7062 MB)
@  1893s  (total 7 workers using 7044 MB)
@  1904s  (total 7 workers using 7120 MB)
@  1914s  (total 7 workers using 7103 MB)
@  1925s  (total 7 workers using 7066 MB)
@  1935s  (total 7 workers using 7146 MB)
@  1946s  (total 7 workers using 7118 MB)
@  1957s  (total 7 workers using 7123 MB)
@  1967s  (total 7 workers using 7033 MB)
@  1978s  (total 7 workers using 7031 MB)
@  1988s  (total 7 workers using 7049 MB)
@  1999s  (total 7 workers using 7074 MB)
@  2010s  (total 7 workers using 7086 MB)
@  2020s  (total 7 workers using 7153 MB)
@  2031s  (total 7 workers using 7183 MB)
@  2042s  (total 7 workers using 7245 MB)
@  2052s  (total 7 workers using 7212 MB)
@  2063s  (total 7 workers using 7247 MB)
@  2073s  (total 7 workers using 7274 MB)
@  2084s  (total 7 workers using 7290 MB)
@  2095s  (total 7 workers using 7295 MB)
@  2105s  (total 7 workers using 7354 MB)
@  2116s  (total 7 workers using 7119 MB)
@  2126s  (total 7 workers using 7191 MB)
@  2137s  (total 7 workers using 7332 MB)
@  2148s  (total 7 workers using 7303 MB)
@  2158s  (total 7 workers using 7283 MB)
@  2169s  (total 7 workers using 7362 MB)
@  2180s  (total 7 workers using 7495 MB)
@  2190s  (total 7 workers using 7558 MB)
@  2201s  (total 7 workers using 7486 MB)
@  2211s  (total 7 workers using 7478 MB)
@  2222s  (total 7 workers using 7482 MB)
@  2233s  (total 7 workers using 7508 MB)
@  2243s  (total 7 workers using 7455 MB)
@  2254s  (total 7 workers using 7497 MB)
@  2264s  (total 7 workers using 7572 MB)
@  2275s  (total 7 workers using 7397 MB)
@  2286s  (total 7 workers using 7476 MB)
@  2296s  (total 7 workers using 7533 MB)
@  2307s  (total 7 workers using 7551 MB)
@  2318s  (total 7 workers using 7588 MB)
@  2328s  (total 7 workers using 7544 MB)
@  2339s  (total 7 workers using 7607 MB)
@  2349s  (total 7 workers using 7603 MB)
@  2360s  (total 7 workers using 7587 MB)
@  2371s  (total 7 workers using 7609 MB)
@  2381s  (total 7 workers using 7738 MB)
@  2392s  (total 7 workers using 7681 MB)
@  2402s  (total 7 workers using 7690 MB)
@  2411s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  2413s  (total 6 workers using 4860 MB)
@  2423s  (total 6 workers using 4862 MB)
@  2434s  (total 6 workers using 4725 MB)
@  2445s  (total 6 workers using 4892 MB)
@  2455s  (total 6 workers using 4877 MB)
@  2466s  (total 6 workers using 4898 MB)
@  2476s  (total 6 workers using 4812 MB)
@  2487s  (total 6 workers using 4897 MB)
@  2497s  (total 6 workers using 4918 MB)
@  2508s  (total 6 workers using 4925 MB)
@  2518s  (total 6 workers using 4927 MB)
@  2529s  (total 6 workers using 4928 MB)
@  2539s  (total 6 workers using 4943 MB)
@  2550s  (total 6 workers using 4929 MB)
@  2560s  (total 6 workers using 4937 MB)
@  2571s  (total 6 workers using 4969 MB)
@  2581s  (total 6 workers using 4970 MB)
@  2592s  (total 6 workers using 4934 MB)
@  2602s  (total 6 workers using 4992 MB)
@  2613s  (total 6 workers using 5001 MB)
@  2623s  (total 6 workers using 5004 MB)
@  2634s  (total 6 workers using 4953 MB)
@  2644s  (total 6 workers using 5042 MB)
@  2655s  (total 6 workers using 4985 MB)
@  2665s  (total 6 workers using 5046 MB)
@  2676s  (total 6 workers using 5047 MB)
@  2686s  (total 6 workers using 5088 MB)
@  2697s  (total 6 workers using 5093 MB)
@  2707s  (total 6 workers using 5128 MB)
@  2718s  (total 6 workers using 5130 MB)
@  2728s  (total 6 workers using 5148 MB)
@  2739s  (total 6 workers using 5157 MB)
@  2749s  (total 6 workers using 5191 MB)
@  2760s  (total 6 workers using 5110 MB)
@  2770s  (total 6 workers using 5152 MB)
@  2781s  (total 6 workers using 5146 MB)
@  2791s  (total 6 workers using 5147 MB)
@  2802s  (total 6 workers using 5152 MB)
@  2812s  (total 6 workers using 5152 MB)
@  2823s  (total 6 workers using 5155 MB)
@  2834s  (total 6 workers using 5157 MB)
@  2844s  (total 6 workers using 5248 MB)
@  2855s  (total 6 workers using 5100 MB)
@  2865s  (total 6 workers using 5160 MB)
@  2876s  (total 6 workers using 5115 MB)
@  2886s  (total 6 workers using 5214 MB)
@  2897s  (total 6 workers using 5210 MB)
@  2907s  (total 6 workers using 5213 MB)
@  2918s  (total 6 workers using 5215 MB)
@  2928s  (total 6 workers using 5217 MB)
@  2939s  (total 6 workers using 5060 MB)
@  2949s  (total 6 workers using 5271 MB)
@  2960s  (total 6 workers using 5089 MB)
@  2970s  (total 6 workers using 5274 MB)
@  2981s  (total 6 workers using 5276 MB)
@  2991s  (total 6 workers using 5207 MB)
@  3002s  (total 6 workers using 5269 MB)
@  3012s  (total 6 workers using 5263 MB)
@  3023s  (total 6 workers using 5099 MB)
@  3034s  (total 6 workers using 5284 MB)
@  3044s  (total 6 workers using 5285 MB)
@  3055s  (total 6 workers using 5311 MB)
@  3065s  (total 6 workers using 5314 MB)
@  3076s  (total 6 workers using 5317 MB)
@  3086s  (total 6 workers using 5328 MB)
@  3097s  (total 6 workers using 5330 MB)
@  3107s  (total 6 workers using 5348 MB)
@  3118s  (total 6 workers using 5350 MB)
@  3128s  (total 6 workers using 5353 MB)
@  3139s  (total 6 workers using 5357 MB)
@  3149s  (total 6 workers using 5374 MB)
@  3160s  (total 6 workers using 5374 MB)
@  3170s  (total 6 workers using 5410 MB)
@  3181s  (total 6 workers using 5420 MB)
@  3191s  (total 6 workers using 5357 MB)
@  3202s  (total 6 workers using 5419 MB)
@  3212s  (total 6 workers using 5323 MB)
@  3223s  (total 6 workers using 5436 MB)
@  3233s  (total 6 workers using 5444 MB)
@  3244s  (total 6 workers using 5462 MB)
@  3254s  (total 6 workers using 5547 MB)
@  3265s  (total 6 workers using 5466 MB)
@  3276s  (total 6 workers using 5473 MB)
@  3286s  (total 6 workers using 5563 MB)
@  3297s  (total 6 workers using 5567 MB)
@  3307s  (total 6 workers using 5479 MB)
@  3318s  (total 6 workers using 5481 MB)
@  3328s  (total 6 workers using 5479 MB)
@  3339s  (total 6 workers using 5511 MB)
@  3349s  (total 6 workers using 5473 MB)
@  3360s  (total 6 workers using 5408 MB)
@  3370s  (total 6 workers using 5511 MB)
@  3381s  (total 6 workers using 5368 MB)
@  3391s  (total 6 workers using 5415 MB)
@  3402s  (total 6 workers using 5533 MB)
@  3412s  (total 6 workers using 5548 MB)
@  3423s  (total 6 workers using 5578 MB)
@  3433s  (total 6 workers using 5580 MB)
@  3444s  (total 6 workers using 5572 MB)
@  3455s  (total 6 workers using 5577 MB)
@  3465s  (total 6 workers using 5580 MB)
@  3476s  (total 6 workers using 5581 MB)
@  3486s  (total 6 workers using 5583 MB)
@  3497s  (total 6 workers using 5585 MB)
@  3507s  (total 6 workers using 5653 MB)
@  3518s  (total 6 workers using 5584 MB)
@  3528s  (total 6 workers using 5666 MB)
@  3539s  (total 6 workers using 5403 MB)
@  3549s  (total 6 workers using 5611 MB)
@  3554s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3554s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3554s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3555s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3559s  (total 2 workers using 1851 MB)
@  3570s  (total 2 workers using 1851 MB)
@  3576s  (stopping all workers)
@  3576s  (worker 2 finished with result unknown) python3 avr.py
@  3576s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3576s  (copied results from worker 0 in /tmp//pr_test)
@  3576s  [0;30;47m(proof race finished with answer unknown in 3576.04 seconds)[m
unknown
c done
