c host: c3n02
c start: Fri Oct 18 18:40:56 CEST 2019
c arrayjobid: 17567256
c jobid: 17567259
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/beem/lann.4.prop1-back-serstep.btor2
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567259.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   332s  (total 11 workers using 3805 MB)
@   343s  (total 11 workers using 3973 MB)
@   354s  (total 11 workers using 4176 MB)
@   365s  (total 11 workers using 4336 MB)
@   376s  (total 11 workers using 4486 MB)
@   387s  (total 11 workers using 4635 MB)
@   398s  (total 11 workers using 4742 MB)
@   409s  (total 11 workers using 4897 MB)
@   420s  (total 11 workers using 5072 MB)
@   431s  (total 11 workers using 5186 MB)
@   442s  (total 11 workers using 5405 MB)
@   453s  (total 11 workers using 5585 MB)
@   464s  (total 11 workers using 5732 MB)
@   475s  (total 11 workers using 5839 MB)
@   486s  (total 11 workers using 5970 MB)
@   497s  (total 11 workers using 6100 MB)
@   508s  (total 11 workers using 6262 MB)
@   519s  (total 11 workers using 6424 MB)
@   530s  (total 11 workers using 6583 MB)
@   541s  (total 11 workers using 6714 MB)
@   552s  (total 11 workers using 6843 MB)
@   563s  (total 11 workers using 6984 MB)
@   574s  (total 11 workers using 7134 MB)
@   585s  (total 11 workers using 7298 MB)
@   596s  (total 11 workers using 7377 MB)
@   607s  (total 11 workers using 7631 MB)
@   618s  (total 11 workers using 7810 MB)
@   629s  (total 11 workers using 7970 MB)
@   640s  (total 11 workers using 8095 MB)
@   651s  (total 11 workers using 8251 MB)
@   662s  (total 11 workers using 8344 MB)
@   673s  (total 11 workers using 8437 MB)
@   684s  (total 11 workers using 8583 MB)
@   695s  (total 11 workers using 8626 MB)
@   706s  (total 11 workers using 8787 MB)
@   717s  (total 11 workers using 9025 MB)
@   728s  (total 11 workers using 9155 MB)
@   739s  (total 11 workers using 9300 MB)
@   750s  (total 11 workers using 9439 MB)
@   761s  (total 11 workers using 9554 MB)
@   772s  (total 11 workers using 9718 MB)
@   783s  (total 11 workers using 9918 MB)
@   794s  (total 11 workers using 10070 MB)
@   805s  (total 11 workers using 10229 MB)
@   816s  (total 11 workers using 10376 MB)
@   827s  (total 11 workers using 10549 MB)
@   838s  (total 11 workers using 10724 MB)
@   849s  (total 11 workers using 10905 MB)
@   860s  (total 11 workers using 11044 MB)
@   871s  (total 11 workers using 11177 MB)
@   882s  (total 11 workers using 11329 MB)
@   893s  (total 11 workers using 11538 MB)
@   904s  (total 11 workers using 11698 MB)
@   915s  (total 11 workers using 11865 MB)
@   926s  (total 11 workers using 12013 MB)
@   938s  (total 11 workers using 12196 MB)
@   949s  (total 11 workers using 12377 MB)
@   960s  (total 11 workers using 12444 MB)
@   971s  (total 11 workers using 12631 MB)
@   982s  (total 11 workers using 12777 MB)
@   993s  (total 11 workers using 12904 MB)
@  1004s  (total 11 workers using 13085 MB)
@  1015s  (total 11 workers using 13212 MB)
@  1026s  (total 11 workers using 13387 MB)
@  1037s  (total 11 workers using 13545 MB)
@  1049s  (total 11 workers using 13755 MB)
@  1059s  (total 11 workers using 13911 MB)
@  1071s  (total 11 workers using 14071 MB)
@  1082s  (total 11 workers using 14218 MB)
@  1093s  (total 11 workers using 14437 MB)
@  1104s  (total 11 workers using 14618 MB)
@  1115s  (total 11 workers using 14668 MB)
@  1126s  (total 11 workers using 14873 MB)
@  1137s  (total 11 workers using 15023 MB)
@  1148s  (total 11 workers using 15213 MB)
@  1159s  (total 11 workers using 15384 MB)
@  1170s  (total 11 workers using 15592 MB)
@  1182s  (total 11 workers using 15782 MB)
@  1193s  (total 11 workers using 15937 MB)
@  1204s  (total 11 workers using 16121 MB)
@  1215s  (total 11 workers using 16311 MB)
@  1226s  (total 11 workers using 16468 MB)
@  1237s  (total 11 workers using 16633 MB)
@  1248s  (total 11 workers using 16816 MB)
@  1259s  (total 11 workers using 16992 MB)
@  1270s  (total 11 workers using 17156 MB)
@  1281s  (total 11 workers using 17313 MB)
@  1292s  (total 11 workers using 17519 MB)
@  1303s  (total 11 workers using 17691 MB)
@  1314s  (total 11 workers using 17862 MB)
@  1325s  (total 11 workers using 18034 MB)
@  1337s  (total 11 workers using 18210 MB)
@  1348s  (total 11 workers using 18380 MB)
@  1359s  (total 11 workers using 18566 MB)
@  1370s  (total 11 workers using 18744 MB)
@  1381s  (total 11 workers using 18917 MB)
@  1392s  (total 11 workers using 19072 MB)
@  1403s  (total 11 workers using 19226 MB)
@  1414s  (total 11 workers using 19409 MB)
@  1425s  (total 11 workers using 19572 MB)
@  1436s  (total 11 workers using 19768 MB)
@  1448s  (total 11 workers using 19972 MB)
@  1459s  (total 11 workers using 20131 MB)
@  1470s  (total 11 workers using 20284 MB)
@  1481s  (total 11 workers using 20466 MB)
@  1492s  (total 11 workers using 20641 MB)
@  1503s  (total 11 workers using 20816 MB)
@  1514s  (total 11 workers using 20953 MB)
@  1525s  (total 11 workers using 21098 MB)
@  1537s  (total 11 workers using 21250 MB)
@  1547s  (total 11 workers using 21391 MB)
@  1559s  (total 11 workers using 21567 MB)
@  1570s  (total 11 workers using 21717 MB)
@  1581s  (total 11 workers using 21879 MB)
@  1592s  (total 11 workers using 22030 MB)
@  1603s  (total 11 workers using 22227 MB)
@  1614s  (total 11 workers using 22387 MB)
@  1625s  (total 11 workers using 22554 MB)
@  1636s  (total 11 workers using 22677 MB)
@  1648s  (total 11 workers using 22831 MB)
@  1659s  (total 11 workers using 22983 MB)
@  1670s  (total 11 workers using 23150 MB)
@  1681s  (total 11 workers using 23323 MB)
@  1692s  (total 11 workers using 23510 MB)
@  1703s  (total 11 workers using 23664 MB)
@  1714s  (total 11 workers using 23825 MB)
@  1725s  (total 11 workers using 24008 MB)
@  1736s  (total 11 workers using 24206 MB)
@  1747s  (total 11 workers using 24359 MB)
@  1759s  (total 11 workers using 24529 MB)
@  1770s  (total 11 workers using 24659 MB)
@  1781s  (total 11 workers using 24823 MB)
@  1792s  (total 11 workers using 24975 MB)
@  1803s  (total 11 workers using 25107 MB)
@  1814s  (total 11 workers using 25257 MB)
@  1825s  (total 11 workers using 25406 MB)
@  1836s  (total 11 workers using 25499 MB)
@  1847s  (total 11 workers using 25655 MB)
@  1858s  (total 11 workers using 25839 MB)
@  1870s  (total 11 workers using 25992 MB)
@  1881s  (total 11 workers using 26131 MB)
@  1892s  (total 11 workers using 26252 MB)
@  1903s  (total 11 workers using 26370 MB)
@  1914s  (total 11 workers using 26532 MB)
@  1925s  (total 11 workers using 26660 MB)
@  1936s  (total 11 workers using 26817 MB)
@  1947s  (total 11 workers using 26977 MB)
@  1958s  (total 11 workers using 27129 MB)
@  1969s  (total 11 workers using 27232 MB)
@  1981s  (total 11 workers using 27362 MB)
@  1992s  (total 11 workers using 27470 MB)
@  2003s  (total 11 workers using 27605 MB)
@  2014s  (total 11 workers using 27772 MB)
@  2025s  (total 11 workers using 27921 MB)
@  2036s  (total 11 workers using 28064 MB)
@  2047s  (total 11 workers using 28222 MB)
@  2058s  (total 11 workers using 28353 MB)
@  2069s  (total 11 workers using 28509 MB)
@  2080s  (total 11 workers using 28631 MB)
@  2092s  (total 11 workers using 28853 MB)
@  2102s  (total 11 workers using 28901 MB)
@  2114s  (total 11 workers using 29042 MB)
@  2125s  (total 11 workers using 29170 MB)
@  2136s  (total 11 workers using 29277 MB)
@  2147s  (total 11 workers using 29424 MB)
@  2158s  (total 11 workers using 29585 MB)
@  2169s  (total 11 workers using 29723 MB)
@  2180s  (total 11 workers using 29877 MB)
@  2191s  (total 11 workers using 29992 MB)
@  2202s  (total 11 workers using 30126 MB)
@  2213s  (total 11 workers using 30243 MB)
@  2225s  (total 11 workers using 30356 MB)
@  2236s  (total 11 workers using 30469 MB)
@  2247s  (total 11 workers using 30627 MB)
@  2258s  (total 11 workers using 30810 MB)
@  2269s  (total 11 workers using 30994 MB)
@  2280s  (total 11 workers using 31178 MB)
@  2291s  (total 11 workers using 31353 MB)
@  2302s  (total 11 workers using 31541 MB)
@  2313s  (total 11 workers using 31754 MB)
@  2324s  (total 11 workers using 31933 MB)
@  2336s  (total 11 workers using 32137 MB)
@  2347s  (total 11 workers using 32302 MB)
@  2358s  (total 11 workers using 32482 MB)
@  2369s  (total 11 workers using 32694 MB)
@  2380s  (total 11 workers using 32863 MB)
@  2391s  (total 11 workers using 33023 MB)
@  2402s  (total 11 workers using 33205 MB)
@  2413s  (total 11 workers using 33398 MB)
@  2424s  (total 11 workers using 33580 MB)
@  2435s  (total 11 workers using 33739 MB)
@  2447s  (total 11 workers using 33932 MB)
@  2457s  (total 11 workers using 34114 MB)
@  2469s  (total 11 workers using 34290 MB)
@  2480s  (total 11 workers using 34481 MB)
@  2491s  (total 11 workers using 34673 MB)
@  2502s  (total 11 workers using 34863 MB)
@  2513s  (total 11 workers using 35041 MB)
@  2524s  (total 11 workers using 35288 MB)
@  2535s  (total 11 workers using 35431 MB)
@  2546s  (total 11 workers using 35636 MB)
@  2558s  (total 11 workers using 35811 MB)
@  2568s  (total 11 workers using 35971 MB)
@  2580s  (total 11 workers using 36130 MB)
@  2591s  (total 11 workers using 36242 MB)
@  2602s  (total 11 workers using 36406 MB)
@  2613s  (total 11 workers using 36547 MB)
@  2624s  (total 11 workers using 36745 MB)
@  2635s  (total 11 workers using 36922 MB)
@  2646s  (total 11 workers using 37098 MB)
@  2657s  (total 11 workers using 37249 MB)
@  2668s  (total 11 workers using 37389 MB)
@  2679s  (total 11 workers using 37532 MB)
@  2691s  (total 11 workers using 37686 MB)
@  2702s  (total 11 workers using 37854 MB)
@  2713s  (total 11 workers using 38054 MB)
@  2724s  (total 11 workers using 38238 MB)
@  2735s  (total 11 workers using 38405 MB)
@  2746s  (total 11 workers using 38574 MB)
@  2757s  (total 11 workers using 38760 MB)
@  2768s  (total 11 workers using 38950 MB)
@  2779s  (total 11 workers using 39156 MB)
@  2790s  (total 11 workers using 39333 MB)
@  2802s  (total 11 workers using 39515 MB)
@  2812s  (total 11 workers using 39669 MB)
@  2824s  (total 11 workers using 39813 MB)
@  2834s  (total 11 workers using 39969 MB)
@  2846s  (total 11 workers using 40131 MB)
@  2857s  (total 11 workers using 40288 MB)
@  2868s  (total 11 workers using 40449 MB)
@  2879s  (total 11 workers using 40631 MB)
@  2890s  (total 11 workers using 40840 MB)
@  2901s  (total 11 workers using 41031 MB)
@  2912s  (total 11 workers using 41208 MB)
@  2923s  (total 11 workers using 41337 MB)
@  2934s  (total 11 workers using 41509 MB)
@  2945s  (total 11 workers using 41659 MB)
@  2956s  (total 11 workers using 41780 MB)
@  2967s  (total 11 workers using 41933 MB)
@  2978s  (total 11 workers using 42070 MB)
@  2989s  (total 11 workers using 42204 MB)
@  3000s  (total 11 workers using 42362 MB)
@  3011s  (total 11 workers using 42532 MB)
@  3022s  (total 11 workers using 42687 MB)
@  3033s  (total 11 workers using 42835 MB)
@  3044s  (total 11 workers using 43004 MB)
@  3055s  (total 11 workers using 43164 MB)
@  3066s  (total 11 workers using 43338 MB)
@  3077s  (total 11 workers using 43511 MB)
@  3088s  (total 11 workers using 43660 MB)
@  3099s  (total 11 workers using 43817 MB)
@  3110s  (total 11 workers using 44006 MB)
@  3121s  (total 11 workers using 44182 MB)
@  3132s  (total 11 workers using 44344 MB)
@  3143s  (total 11 workers using 44500 MB)
@  3154s  (total 11 workers using 44668 MB)
@  3165s  (total 11 workers using 44827 MB)
@  3176s  (total 11 workers using 44979 MB)
@  3187s  (total 11 workers using 45162 MB)
@  3198s  (total 11 workers using 45354 MB)
@  3209s  (total 11 workers using 45529 MB)
@  3221s  (total 11 workers using 45715 MB)
@  3231s  (total 11 workers using 45866 MB)
@  3243s  (total 11 workers using 46055 MB)
@  3253s  (total 11 workers using 46222 MB)
@  3265s  (total 11 workers using 46381 MB)
@  3275s  (total 11 workers using 46577 MB)
@  3287s  (total 11 workers using 46784 MB)
@  3298s  (total 11 workers using 47015 MB)
@  3309s  (total 11 workers using 47184 MB)
@  3320s  (total 11 workers using 47336 MB)
@  3331s  (total 11 workers using 47487 MB)
@  3342s  (total 11 workers using 47625 MB)
@  3353s  (total 11 workers using 47796 MB)
@  3364s  (total 11 workers using 47955 MB)
@  3375s  (total 11 workers using 48133 MB)
@  3386s  (total 11 workers using 48301 MB)
@  3397s  (total 11 workers using 48699 MB)
@  3408s  (total 11 workers using 48740 MB)
@  3419s  (total 11 workers using 48891 MB)
@  3430s  (total 11 workers using 49048 MB)
@  3441s  (total 11 workers using 49177 MB)
@  3452s  (total 11 workers using 49325 MB)
@  3463s  (total 11 workers using 49507 MB)
@  3474s  (total 11 workers using 49692 MB)
@  3485s  (total 11 workers using 49877 MB)
@  3496s  (total 11 workers using 50052 MB)
@  3507s  (total 11 workers using 50244 MB)
@  3518s  (total 11 workers using 50388 MB)
@  3529s  (total 11 workers using 50500 MB)
@  3540s  (total 11 workers using 50617 MB)
@  3551s  (total 11 workers using 50717 MB)
@  3559s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3560s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3562s  (total 9 workers using 41322 MB)
@  3566s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3570s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3570s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3573s  (stopping all workers)
@  3573s  (total 6 workers using 0 MB)
@  3573s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3573s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3573s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3573s  (worker 2 finished with result unknown) python3 avr.py
@  3573s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3573s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3573s  (copied results from worker 0 in /tmp//pr_test)
@  3573s  [0;30;47m(proof race finished with answer unknown in 3573.18 seconds)[m
unknown
c done
