c host: c3n10
c start: Fri Oct 18 18:42:29 CEST 2019
c arrayjobid: 17567256
c jobid: 17567339
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/goel/opensource/vcegar_arrays_itc99_b12_p2/vcegar_arrays_itc99_b12_p2.btor2
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567339.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   293s  (total 11 workers using 5236 MB)
@   304s  (total 11 workers using 5278 MB)
@   315s  (total 11 workers using 5372 MB)
@   326s  (total 11 workers using 5477 MB)
@   337s  (total 11 workers using 5714 MB)
@   348s  (total 11 workers using 5787 MB)
@   359s  (total 11 workers using 5877 MB)
@   370s  (total 11 workers using 5956 MB)
@   381s  (total 11 workers using 6058 MB)
@   392s  (total 11 workers using 6088 MB)
@   403s  (total 11 workers using 6210 MB)
@   414s  (total 11 workers using 6314 MB)
@   425s  (total 11 workers using 6427 MB)
@   436s  (total 11 workers using 6527 MB)
@   447s  (total 11 workers using 6493 MB)
@   458s  (total 11 workers using 6733 MB)
@   469s  (total 11 workers using 6769 MB)
@   480s  (total 11 workers using 6880 MB)
@   491s  (total 11 workers using 7022 MB)
@   502s  (total 11 workers using 7185 MB)
@   514s  (total 11 workers using 7312 MB)
@   525s  (total 11 workers using 7376 MB)
@   536s  (total 11 workers using 7476 MB)
@   547s  (total 11 workers using 7618 MB)
@   558s  (total 11 workers using 7703 MB)
@   569s  (total 11 workers using 7838 MB)
@   580s  (total 11 workers using 7908 MB)
@   591s  (total 11 workers using 8084 MB)
@   602s  (total 11 workers using 8188 MB)
@   613s  (total 11 workers using 8322 MB)
@   625s  (total 11 workers using 8474 MB)
@   636s  (total 11 workers using 8576 MB)
@   647s  (total 11 workers using 8798 MB)
@   658s  (total 11 workers using 8863 MB)
@   669s  (total 11 workers using 8947 MB)
@   680s  (total 11 workers using 9140 MB)
@   691s  (total 11 workers using 9243 MB)
@   702s  (total 11 workers using 9312 MB)
@   713s  (total 11 workers using 9402 MB)
@   724s  (total 11 workers using 9518 MB)
@   736s  (total 11 workers using 9658 MB)
@   747s  (total 11 workers using 9813 MB)
@   758s  (total 11 workers using 9879 MB)
@   769s  (total 11 workers using 9999 MB)
@   780s  (total 11 workers using 10122 MB)
@   791s  (total 11 workers using 10181 MB)
@   802s  (total 11 workers using 10328 MB)
@   813s  (total 11 workers using 10392 MB)
@   824s  (total 11 workers using 10570 MB)
@   835s  (total 11 workers using 10668 MB)
@   847s  (total 11 workers using 10770 MB)
@   858s  (total 11 workers using 10885 MB)
@   869s  (total 11 workers using 10909 MB)
@   880s  (total 11 workers using 10892 MB)
@   891s  (total 11 workers using 11095 MB)
@   902s  (total 11 workers using 11192 MB)
@   913s  (total 11 workers using 11298 MB)
@   924s  (total 11 workers using 11439 MB)
@   936s  (total 11 workers using 11573 MB)
@   947s  (total 11 workers using 11695 MB)
@   958s  (total 11 workers using 11768 MB)
@   969s  (total 11 workers using 11856 MB)
@   980s  (total 11 workers using 11978 MB)
@   991s  (total 11 workers using 12147 MB)
@  1002s  (total 11 workers using 12278 MB)
@  1013s  (total 11 workers using 12346 MB)
@  1025s  (total 11 workers using 12415 MB)
@  1036s  (total 11 workers using 12470 MB)
@  1047s  (total 11 workers using 12614 MB)
@  1058s  (total 11 workers using 12696 MB)
@  1069s  (total 11 workers using 12860 MB)
@  1080s  (total 11 workers using 13018 MB)
@  1091s  (total 11 workers using 13127 MB)
@  1102s  (total 11 workers using 13188 MB)
@  1114s  (total 11 workers using 13260 MB)
@  1124s  (total 11 workers using 13429 MB)
@  1136s  (total 11 workers using 13574 MB)
@  1147s  (total 11 workers using 13670 MB)
@  1158s  (total 11 workers using 13748 MB)
@  1169s  (total 11 workers using 13825 MB)
@  1180s  (total 11 workers using 13768 MB)
@  1191s  (total 11 workers using 13921 MB)
@  1202s  (total 11 workers using 14037 MB)
@  1213s  (total 11 workers using 14198 MB)
@  1225s  (total 11 workers using 14303 MB)
@  1236s  (total 11 workers using 14440 MB)
@  1247s  (total 11 workers using 14560 MB)
@  1258s  (total 11 workers using 14734 MB)
@  1269s  (total 11 workers using 14779 MB)
@  1280s  (total 11 workers using 14909 MB)
@  1291s  (total 11 workers using 15024 MB)
@  1302s  (total 11 workers using 15143 MB)
@  1314s  (total 11 workers using 15317 MB)
@  1325s  (total 11 workers using 15302 MB)
@  1336s  (total 11 workers using 15390 MB)
@  1347s  (total 11 workers using 15468 MB)
@  1358s  (total 11 workers using 15597 MB)
@  1369s  (total 11 workers using 15794 MB)
@  1380s  (total 11 workers using 15905 MB)
@  1391s  (total 11 workers using 16074 MB)
@  1403s  (total 11 workers using 16115 MB)
@  1414s  (total 11 workers using 16217 MB)
@  1425s  (total 11 workers using 16318 MB)
@  1436s  (total 11 workers using 16407 MB)
@  1447s  (total 11 workers using 16557 MB)
@  1458s  (total 11 workers using 16568 MB)
@  1469s  (total 11 workers using 16674 MB)
@  1480s  (total 11 workers using 16775 MB)
@  1491s  (total 11 workers using 16840 MB)
@  1502s  (total 11 workers using 17017 MB)
@  1514s  (total 11 workers using 17076 MB)
@  1525s  (total 11 workers using 17090 MB)
@  1536s  (total 11 workers using 17134 MB)
@  1547s  (total 11 workers using 17183 MB)
@  1558s  (total 11 workers using 17295 MB)
@  1569s  (total 11 workers using 17369 MB)
@  1580s  (total 11 workers using 17392 MB)
@  1591s  (total 11 workers using 17491 MB)
@  1603s  (total 11 workers using 17631 MB)
@  1614s  (total 11 workers using 17535 MB)
@  1625s  (total 11 workers using 17640 MB)
@  1636s  (total 11 workers using 17765 MB)
@  1647s  (total 11 workers using 17943 MB)
@  1658s  (total 11 workers using 18034 MB)
@  1669s  (total 11 workers using 18141 MB)
@  1680s  (total 11 workers using 18249 MB)
@  1691s  (total 11 workers using 18276 MB)
@  1702s  (total 11 workers using 18367 MB)
@  1714s  (total 11 workers using 18414 MB)
@  1725s  (total 11 workers using 18471 MB)
@  1736s  (total 11 workers using 18548 MB)
@  1747s  (total 11 workers using 18601 MB)
@  1758s  (total 11 workers using 18706 MB)
@  1769s  (total 11 workers using 18787 MB)
@  1780s  (total 11 workers using 18900 MB)
@  1791s  (total 11 workers using 18984 MB)
@  1802s  (total 11 workers using 19071 MB)
@  1813s  (total 11 workers using 19140 MB)
@  1825s  (total 11 workers using 19263 MB)
@  1836s  (total 11 workers using 19477 MB)
@  1847s  (total 11 workers using 19388 MB)
@  1858s  (total 11 workers using 19498 MB)
@  1869s  (total 11 workers using 19633 MB)
@  1880s  (total 11 workers using 19687 MB)
@  1891s  (total 11 workers using 19778 MB)
@  1902s  (total 11 workers using 19867 MB)
@  1913s  (total 11 workers using 19962 MB)
@  1924s  (total 11 workers using 20069 MB)
@  1936s  (total 11 workers using 20151 MB)
@  1947s  (total 11 workers using 20255 MB)
@  1958s  (total 11 workers using 20317 MB)
@  1969s  (total 11 workers using 20373 MB)
@  1980s  (total 11 workers using 20449 MB)
@  1991s  (total 11 workers using 20484 MB)
@  2002s  (total 11 workers using 20573 MB)
@  2013s  (total 11 workers using 20751 MB)
@  2025s  (total 11 workers using 20812 MB)
@  2035s  (total 11 workers using 20813 MB)
@  2047s  (total 11 workers using 20980 MB)
@  2058s  (total 11 workers using 21068 MB)
@  2069s  (total 11 workers using 21127 MB)
@  2080s  (total 11 workers using 21273 MB)
@  2091s  (total 11 workers using 21342 MB)
@  2102s  (total 11 workers using 21462 MB)
@  2113s  (total 11 workers using 21591 MB)
@  2124s  (total 11 workers using 21657 MB)
@  2135s  (total 11 workers using 21755 MB)
@  2146s  (total 11 workers using 21829 MB)
@  2157s  (total 11 workers using 21760 MB)
@  2168s  (total 11 workers using 21889 MB)
@  2179s  (total 11 workers using 21996 MB)
@  2190s  (total 11 workers using 22073 MB)
@  2201s  (total 11 workers using 22085 MB)
@  2212s  (total 11 workers using 22189 MB)
@  2223s  (total 11 workers using 22251 MB)
@  2234s  (total 11 workers using 22293 MB)
@  2245s  (total 11 workers using 22373 MB)
@  2256s  (total 11 workers using 22485 MB)
@  2267s  (total 11 workers using 22560 MB)
@  2278s  (total 11 workers using 22616 MB)
@  2289s  (total 11 workers using 22755 MB)
@  2300s  (total 11 workers using 22769 MB)
@  2311s  (total 11 workers using 22716 MB)
@  2322s  (total 11 workers using 22776 MB)
@  2333s  (total 11 workers using 22831 MB)
@  2344s  (total 11 workers using 23058 MB)
@  2355s  (total 11 workers using 23059 MB)
@  2366s  (total 11 workers using 23053 MB)
@  2377s  (total 11 workers using 23272 MB)
@  2388s  (total 11 workers using 23259 MB)
@  2399s  (total 11 workers using 23365 MB)
@  2410s  (total 11 workers using 23424 MB)
@  2421s  (total 11 workers using 23502 MB)
@  2432s  (total 11 workers using 23606 MB)
@  2444s  (total 11 workers using 23677 MB)
@  2454s  (total 11 workers using 23705 MB)
@  2466s  (total 11 workers using 23772 MB)
@  2476s  (total 11 workers using 23837 MB)
@  2488s  (total 11 workers using 23891 MB)
@  2498s  (total 11 workers using 23970 MB)
@  2510s  (total 11 workers using 24089 MB)
@  2521s  (total 11 workers using 24160 MB)
@  2532s  (total 11 workers using 24141 MB)
@  2543s  (total 11 workers using 24215 MB)
@  2554s  (total 11 workers using 24274 MB)
@  2565s  (total 11 workers using 24361 MB)
@  2576s  (total 11 workers using 24480 MB)
@  2587s  (total 11 workers using 24556 MB)
@  2598s  (total 11 workers using 24612 MB)
@  2609s  (total 11 workers using 24585 MB)
@  2620s  (total 11 workers using 24680 MB)
@  2631s  (total 11 workers using 24759 MB)
@  2642s  (total 11 workers using 24851 MB)
@  2653s  (total 11 workers using 25069 MB)
@  2664s  (total 11 workers using 25110 MB)
@  2675s  (total 11 workers using 25179 MB)
@  2686s  (total 11 workers using 25276 MB)
@  2697s  (total 11 workers using 25344 MB)
@  2708s  (total 11 workers using 25468 MB)
@  2719s  (total 11 workers using 25542 MB)
@  2730s  (total 11 workers using 25581 MB)
@  2741s  (total 11 workers using 25634 MB)
@  2753s  (total 11 workers using 25687 MB)
@  2763s  (total 11 workers using 25735 MB)
@  2775s  (total 11 workers using 25786 MB)
@  2786s  (total 11 workers using 25819 MB)
@  2797s  (total 11 workers using 25926 MB)
@  2808s  (total 11 workers using 26036 MB)
@  2819s  (total 11 workers using 26171 MB)
@  2830s  (total 11 workers using 26202 MB)
@  2841s  (total 11 workers using 26279 MB)
@  2852s  (total 11 workers using 26360 MB)
@  2863s  (total 11 workers using 26424 MB)
@  2874s  (total 11 workers using 26471 MB)
@  2885s  (total 11 workers using 26546 MB)
@  2896s  (total 11 workers using 26566 MB)
@  2907s  (total 11 workers using 26629 MB)
@  2918s  (total 11 workers using 26742 MB)
@  2929s  (total 11 workers using 26902 MB)
@  2940s  (total 11 workers using 27056 MB)
@  2951s  (total 11 workers using 27050 MB)
@  2962s  (total 11 workers using 27108 MB)
@  2973s  (total 11 workers using 27258 MB)
@  2984s  (total 11 workers using 27412 MB)
@  2995s  (total 11 workers using 27422 MB)
@  3006s  (total 11 workers using 27479 MB)
@  3018s  (total 11 workers using 27580 MB)
@  3028s  (total 11 workers using 27632 MB)
@  3040s  (total 11 workers using 27691 MB)
@  3050s  (total 11 workers using 27764 MB)
@  3062s  (total 11 workers using 27839 MB)
@  3073s  (total 11 workers using 27909 MB)
@  3084s  (total 11 workers using 27998 MB)
@  3095s  (total 11 workers using 28065 MB)
@  3106s  (total 11 workers using 28125 MB)
@  3117s  (total 11 workers using 28169 MB)
@  3128s  (total 11 workers using 28249 MB)
@  3139s  (total 11 workers using 28237 MB)
@  3150s  (total 11 workers using 28418 MB)
@  3161s  (total 11 workers using 28490 MB)
@  3172s  (total 11 workers using 28577 MB)
@  3183s  (total 11 workers using 28669 MB)
@  3194s  (total 11 workers using 28773 MB)
@  3205s  (total 11 workers using 28779 MB)
@  3216s  (total 11 workers using 28856 MB)
@  3227s  (total 11 workers using 28941 MB)
@  3238s  (total 11 workers using 29054 MB)
@  3249s  (total 11 workers using 29089 MB)
@  3260s  (total 11 workers using 29206 MB)
@  3271s  (total 11 workers using 29327 MB)
@  3283s  (total 11 workers using 29490 MB)
@  3293s  (total 11 workers using 29567 MB)
@  3305s  (total 11 workers using 29631 MB)
@  3316s  (total 11 workers using 29715 MB)
@  3327s  (total 11 workers using 29714 MB)
@  3338s  (total 11 workers using 29772 MB)
@  3349s  (total 11 workers using 29889 MB)
@  3360s  (total 11 workers using 29962 MB)
@  3371s  (total 11 workers using 30005 MB)
@  3382s  (total 11 workers using 30110 MB)
@  3393s  (total 11 workers using 30172 MB)
@  3404s  (total 11 workers using 30172 MB)
@  3415s  (total 11 workers using 30261 MB)
@  3426s  (total 11 workers using 30314 MB)
@  3437s  (total 11 workers using 30408 MB)
@  3448s  (total 11 workers using 30491 MB)
@  3459s  (total 11 workers using 30670 MB)
@  3470s  (total 11 workers using 30793 MB)
@  3481s  (total 11 workers using 30876 MB)
@  3492s  (total 11 workers using 30926 MB)
@  3503s  (total 11 workers using 30968 MB)
@  3514s  (total 11 workers using 31025 MB)
@  3525s  (total 11 workers using 31135 MB)
@  3536s  (total 11 workers using 31185 MB)
@  3548s  (total 11 workers using 31297 MB)
@  3554s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3554s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3554s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3555s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3555s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3555s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3555s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3555s  (worker 2 finished with result unknown) python3 avr.py
@  3555s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3555s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3557s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3557s  (copied results from worker 0 in /tmp//pr_test)
@  3557s  [0;30;47m(proof race finished with answer unknown in 3557.14 seconds)[m
unknown
c done
