c host: c3n06
c start: Fri Oct 18 18:40:56 CEST 2019
c arrayjobid: 17567256
c jobid: 17567263
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/beem/lamport_nonatomic.5.prop1-func-interl.btor2
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567263.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   336s  (total 11 workers using 6279 MB)
@   347s  (total 11 workers using 6427 MB)
@   358s  (total 11 workers using 6554 MB)
@   369s  (total 11 workers using 6646 MB)
@   380s  (total 11 workers using 6756 MB)
@   391s  (total 11 workers using 6821 MB)
@   402s  (total 11 workers using 6904 MB)
@   413s  (total 11 workers using 6986 MB)
@   424s  (total 11 workers using 7145 MB)
@   435s  (total 11 workers using 7379 MB)
@   446s  (total 11 workers using 7499 MB)
@   457s  (total 11 workers using 7612 MB)
@   468s  (total 11 workers using 7718 MB)
@   479s  (total 11 workers using 7800 MB)
@   490s  (total 11 workers using 7893 MB)
@   501s  (total 11 workers using 8066 MB)
@   512s  (total 11 workers using 8321 MB)
@   524s  (total 11 workers using 8458 MB)
@   534s  (total 11 workers using 8566 MB)
@   546s  (total 11 workers using 8799 MB)
@   557s  (total 11 workers using 8856 MB)
@   568s  (total 11 workers using 8983 MB)
@   579s  (total 11 workers using 9054 MB)
@   590s  (total 11 workers using 8993 MB)
@   601s  (total 11 workers using 9055 MB)
@   612s  (total 11 workers using 9145 MB)
@   623s  (total 11 workers using 9315 MB)
@   634s  (total 11 workers using 9493 MB)
@   645s  (total 11 workers using 9570 MB)
@   656s  (total 11 workers using 9647 MB)
@   667s  (total 11 workers using 9727 MB)
@   678s  (total 11 workers using 9794 MB)
@   689s  (total 11 workers using 9861 MB)
@   700s  (total 11 workers using 10007 MB)
@   711s  (total 11 workers using 10336 MB)
@   722s  (total 11 workers using 10435 MB)
@   733s  (total 11 workers using 10548 MB)
@   745s  (total 11 workers using 10666 MB)
@   755s  (total 11 workers using 10718 MB)
@   767s  (total 11 workers using 10832 MB)
@   778s  (total 11 workers using 10814 MB)
@   789s  (total 11 workers using 10762 MB)
@   800s  (total 11 workers using 10868 MB)
@   811s  (total 11 workers using 10965 MB)
@   822s  (total 11 workers using 11168 MB)
@   833s  (total 11 workers using 11232 MB)
@   844s  (total 11 workers using 11322 MB)
@   855s  (total 11 workers using 11386 MB)
@   866s  (total 11 workers using 11468 MB)
@   877s  (total 11 workers using 11619 MB)
@   888s  (total 11 workers using 11707 MB)
@   899s  (total 11 workers using 11797 MB)
@   910s  (total 11 workers using 11863 MB)
@   921s  (total 11 workers using 11940 MB)
@   932s  (total 11 workers using 12031 MB)
@   943s  (total 11 workers using 12174 MB)
@   954s  (total 11 workers using 12297 MB)
@   966s  (total 11 workers using 12589 MB)
@   976s  (total 11 workers using 12691 MB)
@   988s  (total 11 workers using 12781 MB)
@   998s  (total 11 workers using 12829 MB)
@  1010s  (total 11 workers using 12875 MB)
@  1020s  (total 11 workers using 13028 MB)
@  1032s  (total 11 workers using 13075 MB)
@  1042s  (total 11 workers using 12774 MB)
@  1054s  (total 11 workers using 12848 MB)
@  1065s  (total 11 workers using 12928 MB)
@  1076s  (total 11 workers using 12962 MB)
@  1087s  (total 11 workers using 13031 MB)
@  1098s  (total 11 workers using 13196 MB)
@  1109s  (total 11 workers using 13258 MB)
@  1120s  (total 11 workers using 13311 MB)
@  1131s  (total 11 workers using 13414 MB)
@  1142s  (total 11 workers using 13656 MB)
@  1153s  (total 11 workers using 13738 MB)
@  1164s  (total 11 workers using 13871 MB)
@  1175s  (total 11 workers using 14097 MB)
@  1186s  (total 11 workers using 14186 MB)
@  1197s  (total 11 workers using 14282 MB)
@  1208s  (total 11 workers using 14361 MB)
@  1219s  (total 11 workers using 14440 MB)
@  1230s  (total 11 workers using 14505 MB)
@  1241s  (total 11 workers using 14471 MB)
@  1252s  (total 11 workers using 14512 MB)
@  1263s  (total 11 workers using 14561 MB)
@  1274s  (total 11 workers using 14598 MB)
@  1285s  (total 11 workers using 14634 MB)
@  1296s  (total 11 workers using 14696 MB)
@  1307s  (total 11 workers using 14761 MB)
@  1318s  (total 11 workers using 14818 MB)
@  1329s  (total 11 workers using 14579 MB)
@  1340s  (total 11 workers using 14675 MB)
@  1351s  (total 11 workers using 14752 MB)
@  1362s  (total 11 workers using 14817 MB)
@  1373s  (total 11 workers using 14925 MB)
@  1384s  (total 11 workers using 15146 MB)
@  1395s  (total 11 workers using 15203 MB)
@  1406s  (total 11 workers using 15306 MB)
@  1417s  (total 11 workers using 15390 MB)
@  1428s  (total 11 workers using 15538 MB)
@  1439s  (total 11 workers using 15591 MB)
@  1450s  (total 11 workers using 15667 MB)
@  1461s  (total 11 workers using 15742 MB)
@  1472s  (total 11 workers using 15837 MB)
@  1483s  (total 11 workers using 15913 MB)
@  1494s  (total 11 workers using 16068 MB)
@  1505s  (total 11 workers using 16164 MB)
@  1516s  (total 11 workers using 16246 MB)
@  1527s  (total 11 workers using 16331 MB)
@  1538s  (total 11 workers using 16380 MB)
@  1549s  (total 11 workers using 16401 MB)
@  1560s  (total 11 workers using 16756 MB)
@  1571s  (total 11 workers using 16426 MB)
@  1582s  (total 11 workers using 16480 MB)
@  1593s  (total 11 workers using 16554 MB)
@  1604s  (total 11 workers using 16657 MB)
@  1615s  (total 11 workers using 16743 MB)
@  1626s  (total 11 workers using 16845 MB)
@  1637s  (total 11 workers using 16876 MB)
@  1648s  (total 11 workers using 17238 MB)
@  1659s  (total 11 workers using 17258 MB)
@  1671s  (total 11 workers using 17285 MB)
@  1681s  (total 11 workers using 17344 MB)
@  1693s  (total 11 workers using 17414 MB)
@  1703s  (total 11 workers using 17468 MB)
@  1715s  (total 11 workers using 17545 MB)
@  1725s  (total 11 workers using 17689 MB)
@  1737s  (total 11 workers using 17862 MB)
@  1747s  (total 11 workers using 17957 MB)
@  1759s  (total 11 workers using 18028 MB)
@  1770s  (total 11 workers using 18120 MB)
@  1781s  (total 11 workers using 18094 MB)
@  1792s  (total 11 workers using 18520 MB)
@  1803s  (total 11 workers using 18602 MB)
@  1814s  (total 11 workers using 18678 MB)
@  1825s  (total 11 workers using 18564 MB)
@  1836s  (total 11 workers using 18657 MB)
@  1847s  (total 11 workers using 18771 MB)
@  1858s  (total 11 workers using 18858 MB)
@  1869s  (total 11 workers using 18927 MB)
@  1880s  (total 11 workers using 19020 MB)
@  1891s  (total 11 workers using 18977 MB)
@  1902s  (total 11 workers using 19044 MB)
@  1913s  (total 11 workers using 19120 MB)
@  1924s  (total 11 workers using 19096 MB)
@  1935s  (total 11 workers using 19068 MB)
@  1946s  (total 11 workers using 19123 MB)
@  1957s  (total 11 workers using 19165 MB)
@  1968s  (total 11 workers using 19240 MB)
@  1979s  (total 11 workers using 19308 MB)
@  1990s  (total 11 workers using 19528 MB)
@  2001s  (total 11 workers using 19598 MB)
@  2012s  (total 11 workers using 19710 MB)
@  2023s  (total 11 workers using 19802 MB)
@  2034s  (total 11 workers using 19879 MB)
@  2045s  (total 11 workers using 19922 MB)
@  2056s  (total 11 workers using 20053 MB)
@  2067s  (total 11 workers using 19966 MB)
@  2078s  (total 11 workers using 20035 MB)
@  2089s  (total 11 workers using 20103 MB)
@  2100s  (total 11 workers using 20158 MB)
@  2111s  (total 11 workers using 20210 MB)
@  2122s  (total 11 workers using 20274 MB)
@  2133s  (total 11 workers using 20351 MB)
@  2144s  (total 11 workers using 20561 MB)
@  2155s  (total 11 workers using 20647 MB)
@  2166s  (total 11 workers using 20733 MB)
@  2177s  (total 11 workers using 20834 MB)
@  2188s  (total 11 workers using 20909 MB)
@  2199s  (total 11 workers using 20967 MB)
@  2210s  (total 11 workers using 21033 MB)
@  2221s  (total 11 workers using 21451 MB)
@  2232s  (total 11 workers using 21153 MB)
@  2243s  (total 11 workers using 21218 MB)
@  2254s  (total 11 workers using 21286 MB)
@  2265s  (total 11 workers using 21372 MB)
@  2276s  (total 11 workers using 21478 MB)
@  2287s  (total 11 workers using 21557 MB)
@  2298s  (total 11 workers using 21640 MB)
@  2309s  (total 11 workers using 21710 MB)
@  2320s  (total 11 workers using 21781 MB)
@  2331s  (total 11 workers using 21851 MB)
@  2342s  (total 11 workers using 21911 MB)
@  2353s  (total 11 workers using 21970 MB)
@  2364s  (total 11 workers using 22044 MB)
@  2375s  (total 11 workers using 22115 MB)
@  2386s  (total 11 workers using 22239 MB)
@  2397s  (total 11 workers using 22364 MB)
@  2408s  (total 11 workers using 22481 MB)
@  2419s  (total 11 workers using 22844 MB)
@  2430s  (total 11 workers using 22919 MB)
@  2441s  (total 11 workers using 22978 MB)
@  2452s  (total 11 workers using 23061 MB)
@  2464s  (total 11 workers using 23181 MB)
@  2474s  (total 11 workers using 23239 MB)
@  2486s  (total 11 workers using 23294 MB)
@  2496s  (total 11 workers using 23439 MB)
@  2508s  (total 11 workers using 23564 MB)
@  2518s  (total 11 workers using 23677 MB)
@  2530s  (total 11 workers using 23745 MB)
@  2540s  (total 11 workers using 23830 MB)
@  2552s  (total 11 workers using 23987 MB)
@  2563s  (total 11 workers using 24209 MB)
@  2574s  (total 11 workers using 24284 MB)
@  2585s  (total 11 workers using 24319 MB)
@  2596s  (total 11 workers using 24380 MB)
@  2607s  (total 11 workers using 24349 MB)
@  2618s  (total 11 workers using 24427 MB)
@  2629s  (total 11 workers using 24473 MB)
@  2640s  (total 11 workers using 24545 MB)
@  2651s  (total 11 workers using 24604 MB)
@  2662s  (total 11 workers using 24675 MB)
@  2673s  (total 11 workers using 24699 MB)
@  2684s  (total 11 workers using 24751 MB)
@  2695s  (total 11 workers using 24835 MB)
@  2706s  (total 11 workers using 24909 MB)
@  2717s  (total 11 workers using 24983 MB)
@  2728s  (total 11 workers using 25062 MB)
@  2739s  (total 11 workers using 25087 MB)
@  2750s  (total 11 workers using 25188 MB)
@  2761s  (total 11 workers using 25287 MB)
@  2772s  (total 11 workers using 25377 MB)
@  2783s  (total 11 workers using 25431 MB)
@  2794s  (total 11 workers using 25523 MB)
@  2805s  (total 11 workers using 25527 MB)
@  2816s  (total 11 workers using 25629 MB)
@  2827s  (total 11 workers using 25968 MB)
@  2838s  (total 11 workers using 24846 MB)
@  2849s  (total 11 workers using 24960 MB)
@  2860s  (total 11 workers using 25054 MB)
@  2871s  (total 11 workers using 25107 MB)
@  2882s  (total 11 workers using 25339 MB)
@  2893s  (total 11 workers using 25426 MB)
@  2904s  (total 11 workers using 25504 MB)
@  2915s  (total 11 workers using 25576 MB)
@  2926s  (total 11 workers using 25665 MB)
@  2937s  (total 11 workers using 25780 MB)
@  2948s  (total 11 workers using 25832 MB)
@  2959s  (total 11 workers using 25802 MB)
@  2970s  (total 11 workers using 25890 MB)
@  2981s  (total 11 workers using 25992 MB)
@  2992s  (total 11 workers using 26120 MB)
@  3003s  (total 11 workers using 26194 MB)
@  3014s  (total 11 workers using 26282 MB)
@  3025s  (total 11 workers using 26736 MB)
@  3036s  (total 11 workers using 26678 MB)
@  3047s  (total 11 workers using 26756 MB)
@  3058s  (total 11 workers using 26832 MB)
@  3069s  (total 11 workers using 26892 MB)
@  3080s  (total 11 workers using 26979 MB)
@  3091s  (total 11 workers using 27022 MB)
@  3102s  (total 11 workers using 27067 MB)
@  3113s  (total 11 workers using 27000 MB)
@  3124s  (total 11 workers using 27062 MB)
@  3135s  (total 11 workers using 27117 MB)
@  3147s  (total 11 workers using 27201 MB)
@  3157s  (total 11 workers using 27243 MB)
@  3169s  (total 11 workers using 27278 MB)
@  3179s  (total 11 workers using 27559 MB)
@  3191s  (total 11 workers using 27462 MB)
@  3201s  (total 11 workers using 27689 MB)
@  3213s  (total 11 workers using 27724 MB)
@  3224s  (total 11 workers using 27763 MB)
@  3235s  (total 11 workers using 27800 MB)
@  3246s  (total 11 workers using 27836 MB)
@  3257s  (total 11 workers using 27864 MB)
@  3268s  (total 11 workers using 27886 MB)
@  3279s  (total 11 workers using 27916 MB)
@  3290s  (total 11 workers using 27957 MB)
@  3301s  (total 11 workers using 27993 MB)
@  3312s  (total 11 workers using 28036 MB)
@  3323s  (total 11 workers using 28139 MB)
@  3334s  (total 11 workers using 28374 MB)
@  3345s  (total 11 workers using 28406 MB)
@  3356s  (total 11 workers using 28446 MB)
@  3367s  (total 11 workers using 28472 MB)
@  3378s  (total 11 workers using 28515 MB)
@  3389s  (total 11 workers using 28561 MB)
@  3400s  (total 11 workers using 28024 MB)
@  3411s  (total 11 workers using 28063 MB)
@  3422s  (total 11 workers using 28106 MB)
@  3433s  (total 11 workers using 28154 MB)
@  3444s  (total 11 workers using 28205 MB)
@  3455s  (total 11 workers using 28257 MB)
@  3466s  (total 11 workers using 28364 MB)
@  3477s  (total 11 workers using 28389 MB)
@  3488s  (total 11 workers using 28342 MB)
@  3499s  (total 11 workers using 28318 MB)
@  3510s  (total 11 workers using 28357 MB)
@  3521s  (total 11 workers using 28399 MB)
@  3532s  (total 11 workers using 28437 MB)
@  3543s  (total 11 workers using 28452 MB)
@  3554s  (total 11 workers using 28488 MB)
@  3555s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3558s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3560s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3560s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3565s  (total 7 workers using 18761 MB)
@  3569s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3573s  (stopping all workers)
@  3573s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3573s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3573s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3573s  (worker 2 finished with result unknown) python3 avr.py
@  3573s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3574s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3574s  (copied results from worker 0 in /tmp//pr_test)
@  3574s  [0;30;47m(proof race finished with answer unknown in 3573.64 seconds)[m
unknown
c done
