c host: c3n10
c start: Fri Oct 18 19:41:46 CEST 2019
c arrayjobid: 17567256
c jobid: 17567395
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/mann/unknown/ridecore.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567395.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   315s  (total 11 workers using 11267 MB)
@   326s  (total 11 workers using 11249 MB)
@   337s  (total 11 workers using 11296 MB)
@   348s  (total 11 workers using 11309 MB)
@   360s  (total 11 workers using 11320 MB)
@   370s  (total 11 workers using 11324 MB)
@   382s  (total 11 workers using 11347 MB)
@   392s  (total 11 workers using 11364 MB)
@   404s  (total 11 workers using 11430 MB)
@   415s  (total 11 workers using 11442 MB)
@   426s  (total 11 workers using 11820 MB)
@   437s  (total 11 workers using 11837 MB)
@   448s  (total 11 workers using 11852 MB)
@   459s  (total 11 workers using 11864 MB)
@   470s  (total 11 workers using 11853 MB)
@   481s  (total 11 workers using 11869 MB)
@   492s  (total 11 workers using 11896 MB)
@   503s  (total 11 workers using 11933 MB)
@   514s  (total 11 workers using 11990 MB)
@   525s  (total 11 workers using 12020 MB)
@   536s  (total 11 workers using 12015 MB)
@   547s  (total 11 workers using 11964 MB)
@   558s  (total 11 workers using 12012 MB)
@   569s  (total 11 workers using 11983 MB)
@   580s  (total 11 workers using 12032 MB)
@   591s  (total 11 workers using 12008 MB)
@   602s  (total 11 workers using 12061 MB)
@   613s  (total 11 workers using 12025 MB)
@   624s  (total 11 workers using 12014 MB)
@   635s  (total 11 workers using 12023 MB)
@   646s  (total 11 workers using 12084 MB)
@   657s  (total 11 workers using 11699 MB)
@   668s  (total 11 workers using 11953 MB)
@   679s  (total 11 workers using 11921 MB)
@   691s  (total 11 workers using 11925 MB)
@   701s  (total 11 workers using 11959 MB)
@   713s  (total 11 workers using 11969 MB)
@   723s  (total 11 workers using 11984 MB)
@   735s  (total 11 workers using 11997 MB)
@   746s  (total 11 workers using 12001 MB)
@   757s  (total 11 workers using 12015 MB)
@   768s  (total 11 workers using 12029 MB)
@   779s  (total 11 workers using 12040 MB)
@   790s  (total 11 workers using 12049 MB)
@   801s  (total 11 workers using 12075 MB)
@   812s  (total 11 workers using 12097 MB)
@   823s  (total 11 workers using 12142 MB)
@   834s  (total 11 workers using 12107 MB)
@   845s  (total 11 workers using 12112 MB)
@   856s  (total 11 workers using 12196 MB)
@   867s  (total 11 workers using 12221 MB)
@   878s  (total 11 workers using 12500 MB)
@   889s  (total 11 workers using 12509 MB)
@   900s  (total 11 workers using 12527 MB)
@   911s  (total 11 workers using 12533 MB)
@   922s  (total 11 workers using 12540 MB)
@   933s  (total 11 workers using 12482 MB)
@   944s  (total 11 workers using 12487 MB)
@   955s  (total 11 workers using 12494 MB)
@   966s  (total 11 workers using 12504 MB)
@   977s  (total 11 workers using 12531 MB)
@   988s  (total 11 workers using 12560 MB)
@   999s  (total 11 workers using 12574 MB)
@  1010s  (total 11 workers using 12588 MB)
@  1022s  (total 11 workers using 12590 MB)
@  1032s  (total 11 workers using 12652 MB)
@  1044s  (total 11 workers using 12658 MB)
@  1055s  (total 11 workers using 12707 MB)
@  1066s  (total 11 workers using 12714 MB)
@  1077s  (total 11 workers using 12681 MB)
@  1088s  (total 11 workers using 12699 MB)
@  1099s  (total 11 workers using 12710 MB)
@  1110s  (total 11 workers using 12733 MB)
@  1121s  (total 11 workers using 12748 MB)
@  1132s  (total 11 workers using 12765 MB)
@  1143s  (total 11 workers using 12778 MB)
@  1154s  (total 11 workers using 13126 MB)
@  1165s  (total 11 workers using 13133 MB)
@  1176s  (total 11 workers using 13185 MB)
@  1187s  (total 11 workers using 13130 MB)
@  1198s  (total 11 workers using 13117 MB)
@  1209s  (total 11 workers using 13128 MB)
@  1220s  (total 11 workers using 13142 MB)
@  1231s  (total 11 workers using 13185 MB)
@  1242s  (total 11 workers using 13177 MB)
@  1253s  (total 11 workers using 13275 MB)
@  1265s  (total 11 workers using 13287 MB)
@  1275s  (total 11 workers using 13218 MB)
@  1287s  (total 11 workers using 13229 MB)
@  1298s  (total 11 workers using 13297 MB)
@  1309s  (total 11 workers using 13303 MB)
@  1320s  (total 11 workers using 13333 MB)
@  1331s  (total 11 workers using 13278 MB)
@  1342s  (total 11 workers using 13338 MB)
@  1353s  (total 11 workers using 13297 MB)
@  1364s  (total 11 workers using 13317 MB)
@  1375s  (total 11 workers using 13343 MB)
@  1386s  (total 11 workers using 13374 MB)
@  1397s  (total 11 workers using 13364 MB)
@  1408s  (total 11 workers using 13392 MB)
@  1419s  (total 11 workers using 13412 MB)
@  1430s  (total 11 workers using 13432 MB)
@  1441s  (total 11 workers using 13481 MB)
@  1452s  (total 11 workers using 13499 MB)
@  1464s  (total 11 workers using 13504 MB)
@  1474s  (total 11 workers using 13512 MB)
@  1486s  (total 11 workers using 13518 MB)
@  1497s  (total 11 workers using 13524 MB)
@  1508s  (total 11 workers using 13526 MB)
@  1519s  (total 11 workers using 13534 MB)
@  1530s  (total 11 workers using 13550 MB)
@  1541s  (total 11 workers using 13571 MB)
@  1552s  (total 11 workers using 13583 MB)
@  1563s  (total 11 workers using 13607 MB)
@  1574s  (total 11 workers using 13644 MB)
@  1585s  (total 11 workers using 13644 MB)
@  1596s  (total 11 workers using 13665 MB)
@  1607s  (total 11 workers using 13680 MB)
@  1618s  (total 11 workers using 13740 MB)
@  1629s  (total 11 workers using 13691 MB)
@  1640s  (total 11 workers using 13697 MB)
@  1651s  (total 11 workers using 13757 MB)
@  1662s  (total 11 workers using 13713 MB)
@  1673s  (total 11 workers using 13703 MB)
@  1685s  (total 11 workers using 13678 MB)
@  1695s  (total 11 workers using 13680 MB)
@  1707s  (total 11 workers using 13687 MB)
@  1718s  (total 11 workers using 13690 MB)
@  1729s  (total 11 workers using 13718 MB)
@  1740s  (total 11 workers using 13763 MB)
@  1751s  (total 11 workers using 13714 MB)
@  1762s  (total 11 workers using 13743 MB)
@  1773s  (total 11 workers using 13752 MB)
@  1784s  (total 11 workers using 13770 MB)
@  1795s  (total 11 workers using 13778 MB)
@  1806s  (total 11 workers using 13788 MB)
@  1817s  (total 11 workers using 13823 MB)
@  1828s  (total 11 workers using 14043 MB)
@  1839s  (total 11 workers using 14060 MB)
@  1850s  (total 11 workers using 14145 MB)
@  1861s  (total 11 workers using 14156 MB)
@  1872s  (total 11 workers using 14218 MB)
@  1883s  (total 11 workers using 14167 MB)
@  1894s  (total 11 workers using 14173 MB)
@  1906s  (total 11 workers using 14202 MB)
@  1916s  (total 11 workers using 14232 MB)
@  1928s  (total 11 workers using 14223 MB)
@  1938s  (total 11 workers using 14239 MB)
@  1950s  (total 11 workers using 14283 MB)
@  1961s  (total 11 workers using 14285 MB)
@  1972s  (total 11 workers using 14302 MB)
@  1983s  (total 11 workers using 14314 MB)
@  1994s  (total 11 workers using 14327 MB)
@  2005s  (total 11 workers using 14330 MB)
@  2016s  (total 11 workers using 14336 MB)
@  2027s  (total 11 workers using 14354 MB)
@  2038s  (total 11 workers using 14408 MB)
@  2049s  (total 11 workers using 14431 MB)
@  2060s  (total 11 workers using 14409 MB)
@  2071s  (total 11 workers using 14434 MB)
@  2082s  (total 11 workers using 14442 MB)
@  2093s  (total 11 workers using 14452 MB)
@  2104s  (total 11 workers using 14470 MB)
@  2115s  (total 11 workers using 14476 MB)
@  2126s  (total 11 workers using 14482 MB)
@  2137s  (total 11 workers using 14488 MB)
@  2149s  (total 11 workers using 14498 MB)
@  2159s  (total 11 workers using 14510 MB)
@  2171s  (total 11 workers using 14521 MB)
@  2182s  (total 11 workers using 14528 MB)
@  2193s  (total 11 workers using 14537 MB)
@  2204s  (total 11 workers using 14545 MB)
@  2215s  (total 11 workers using 14555 MB)
@  2226s  (total 11 workers using 14561 MB)
@  2237s  (total 11 workers using 14571 MB)
@  2248s  (total 11 workers using 14617 MB)
@  2259s  (total 11 workers using 14629 MB)
@  2270s  (total 11 workers using 14633 MB)
@  2281s  (total 11 workers using 14638 MB)
@  2292s  (total 11 workers using 14641 MB)
@  2303s  (total 11 workers using 14644 MB)
@  2314s  (total 11 workers using 14646 MB)
@  2325s  (total 11 workers using 14676 MB)
@  2336s  (total 11 workers using 14668 MB)
@  2347s  (total 11 workers using 14704 MB)
@  2358s  (total 11 workers using 14730 MB)
@  2370s  (total 11 workers using 14754 MB)
@  2381s  (total 11 workers using 14841 MB)
@  2392s  (total 11 workers using 14802 MB)
@  2403s  (total 11 workers using 14819 MB)
@  2414s  (total 11 workers using 14824 MB)
@  2425s  (total 11 workers using 14832 MB)
@  2436s  (total 11 workers using 14837 MB)
@  2447s  (total 11 workers using 14846 MB)
@  2458s  (total 11 workers using 14851 MB)
@  2469s  (total 11 workers using 14855 MB)
@  2480s  (total 11 workers using 14902 MB)
@  2491s  (total 11 workers using 14895 MB)
@  2502s  (total 11 workers using 14918 MB)
@  2513s  (total 11 workers using 14892 MB)
@  2524s  (total 11 workers using 14960 MB)
@  2535s  (total 11 workers using 14968 MB)
@  2546s  (total 11 workers using 15147 MB)
@  2557s  (total 11 workers using 15177 MB)
@  2568s  (total 11 workers using 15178 MB)
@  2579s  (total 11 workers using 15177 MB)
@  2591s  (total 11 workers using 15183 MB)
@  2601s  (total 11 workers using 15189 MB)
@  2613s  (total 11 workers using 15217 MB)
@  2624s  (total 11 workers using 15227 MB)
@  2635s  (total 11 workers using 15246 MB)
@  2646s  (total 11 workers using 15264 MB)
@  2657s  (total 11 workers using 15240 MB)
@  2668s  (total 11 workers using 15263 MB)
@  2679s  (total 11 workers using 15288 MB)
@  2690s  (total 11 workers using 15323 MB)
@  2701s  (total 11 workers using 15345 MB)
@  2712s  (total 11 workers using 15371 MB)
@  2723s  (total 11 workers using 15456 MB)
@  2734s  (total 11 workers using 15467 MB)
@  2745s  (total 11 workers using 15498 MB)
@  2756s  (total 11 workers using 15557 MB)
@  2767s  (total 11 workers using 15631 MB)
@  2778s  (total 11 workers using 15644 MB)
@  2789s  (total 11 workers using 15614 MB)
@  2800s  (total 11 workers using 15640 MB)
@  2811s  (total 11 workers using 15644 MB)
@  2822s  (total 11 workers using 15666 MB)
@  2834s  (total 11 workers using 15674 MB)
@  2844s  (total 11 workers using 15692 MB)
@  2856s  (total 11 workers using 15721 MB)
@  2867s  (total 11 workers using 15724 MB)
@  2878s  (total 11 workers using 15743 MB)
@  2889s  (total 11 workers using 15763 MB)
@  2900s  (total 11 workers using 15766 MB)
@  2911s  (total 11 workers using 15780 MB)
@  2922s  (total 11 workers using 15785 MB)
@  2933s  (total 11 workers using 15789 MB)
@  2944s  (total 11 workers using 15813 MB)
@  2955s  (total 11 workers using 15821 MB)
@  2966s  (total 11 workers using 15845 MB)
@  2977s  (total 11 workers using 15856 MB)
@  2988s  (total 11 workers using 15914 MB)
@  2999s  (total 11 workers using 15914 MB)
@  3010s  (total 11 workers using 15952 MB)
@  3021s  (total 11 workers using 15954 MB)
@  3032s  (total 11 workers using 15977 MB)
@  3043s  (total 11 workers using 15995 MB)
@  3054s  (total 11 workers using 16017 MB)
@  3065s  (total 11 workers using 15996 MB)
@  3076s  (total 11 workers using 16015 MB)
@  3087s  (total 11 workers using 16035 MB)
@  3099s  (total 11 workers using 16089 MB)
@  3109s  (total 11 workers using 16108 MB)
@  3121s  (total 11 workers using 16128 MB)
@  3132s  (total 11 workers using 16145 MB)
@  3143s  (total 11 workers using 16113 MB)
@  3154s  (total 11 workers using 16123 MB)
@  3165s  (total 11 workers using 16134 MB)
@  3176s  (total 11 workers using 16147 MB)
@  3187s  (total 11 workers using 16157 MB)
@  3198s  (total 11 workers using 16177 MB)
@  3209s  (total 11 workers using 16199 MB)
@  3220s  (total 11 workers using 16212 MB)
@  3231s  (total 11 workers using 16227 MB)
@  3242s  (total 11 workers using 16270 MB)
@  3253s  (total 11 workers using 16286 MB)
@  3264s  (total 11 workers using 16286 MB)
@  3275s  (total 11 workers using 16287 MB)
@  3286s  (total 11 workers using 16290 MB)
@  3297s  (total 11 workers using 16293 MB)
@  3308s  (total 11 workers using 16302 MB)
@  3319s  (total 11 workers using 16305 MB)
@  3330s  (total 11 workers using 16308 MB)
@  3341s  (total 11 workers using 16314 MB)
@  3352s  (total 11 workers using 16323 MB)
@  3364s  (total 11 workers using 16330 MB)
@  3374s  (total 11 workers using 16149 MB)
@  3386s  (total 11 workers using 16156 MB)
@  3397s  (total 11 workers using 16156 MB)
@  3408s  (total 11 workers using 16160 MB)
@  3419s  (total 11 workers using 16168 MB)
@  3430s  (total 11 workers using 16170 MB)
@  3441s  (total 11 workers using 16229 MB)
@  3452s  (total 11 workers using 16229 MB)
@  3463s  (total 11 workers using 16222 MB)
@  3474s  (total 11 workers using 16233 MB)
@  3485s  (total 11 workers using 16248 MB)
@  3496s  (total 11 workers using 16249 MB)
@  3507s  (total 11 workers using 16249 MB)
@  3518s  (total 11 workers using 16251 MB)
@  3529s  (total 11 workers using 16260 MB)
@  3540s  (total 11 workers using 16288 MB)
@  3551s  (total 11 workers using 16306 MB)
@  3555s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3555s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3555s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3555s  (worker 2 finished with result unknown) python3 avr.py
@  3555s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3556s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3556s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3557s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3557s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3558s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3562s  (total 1 workers using 1339 MB)
@  3572s  (total 1 workers using 1339 MB)
@  3574s  (stopping all workers)
@  3574s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3574s  (copied results from worker 0 in /tmp//pr_test)
@  3574s  [0;30;47m(proof race finished with answer unknown in 3574.20 seconds)[m
unknown
c done
