c host: c3n26
c start: Fri Oct 18 19:42:04 CEST 2019
c arrayjobid: 17567256
c jobid: 17567397
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/wolf/2018A/zipcpu-busdelay-p24.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567397.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   303s  (total 11 workers using 7179 MB)
@   314s  (total 11 workers using 7407 MB)
@   325s  (total 11 workers using 7616 MB)
@   337s  (total 11 workers using 7889 MB)
@   347s  (total 11 workers using 8089 MB)
@   359s  (total 11 workers using 8348 MB)
@   370s  (total 11 workers using 8604 MB)
@   381s  (total 11 workers using 8841 MB)
@   392s  (total 11 workers using 9027 MB)
@   403s  (total 11 workers using 9299 MB)
@   414s  (total 11 workers using 9467 MB)
@   425s  (total 11 workers using 9675 MB)
@   436s  (total 11 workers using 9949 MB)
@   447s  (total 11 workers using 10289 MB)
@   458s  (total 11 workers using 10531 MB)
@   469s  (total 11 workers using 10700 MB)
@   480s  (total 11 workers using 10798 MB)
@   491s  (total 11 workers using 10967 MB)
@   502s  (total 11 workers using 11140 MB)
@   513s  (total 11 workers using 11308 MB)
@   524s  (total 11 workers using 11578 MB)
@   535s  (total 11 workers using 11789 MB)
@   546s  (total 11 workers using 12022 MB)
@   557s  (total 11 workers using 12211 MB)
@   568s  (total 11 workers using 12410 MB)
@   579s  (total 11 workers using 12595 MB)
@   590s  (total 11 workers using 12799 MB)
@   601s  (total 11 workers using 13006 MB)
@   612s  (total 11 workers using 13165 MB)
@   623s  (total 11 workers using 13388 MB)
@   634s  (total 11 workers using 13661 MB)
@   645s  (total 11 workers using 13879 MB)
@   656s  (total 11 workers using 14040 MB)
@   667s  (total 11 workers using 14186 MB)
@   678s  (total 11 workers using 14399 MB)
@   689s  (total 11 workers using 14612 MB)
@   700s  (total 11 workers using 14812 MB)
@   711s  (total 11 workers using 14978 MB)
@   722s  (total 11 workers using 15060 MB)
@   733s  (total 11 workers using 15106 MB)
@   744s  (total 11 workers using 15176 MB)
@   755s  (total 11 workers using 15280 MB)
@   766s  (total 11 workers using 15458 MB)
@   777s  (total 11 workers using 15573 MB)
@   788s  (total 11 workers using 15720 MB)
@   799s  (total 11 workers using 15759 MB)
@   810s  (total 11 workers using 15813 MB)
@   821s  (total 11 workers using 15882 MB)
@   832s  (total 11 workers using 15995 MB)
@   843s  (total 11 workers using 16145 MB)
@   854s  (total 11 workers using 16258 MB)
@   865s  (total 11 workers using 16389 MB)
@   876s  (total 11 workers using 16532 MB)
@   887s  (total 11 workers using 16602 MB)
@   898s  (total 11 workers using 16697 MB)
@   909s  (total 11 workers using 16790 MB)
@   920s  (total 11 workers using 16891 MB)
@   931s  (total 11 workers using 17060 MB)
@   942s  (total 11 workers using 17153 MB)
@   953s  (total 11 workers using 17284 MB)
@   964s  (total 11 workers using 17408 MB)
@   975s  (total 11 workers using 17492 MB)
@   986s  (total 11 workers using 17566 MB)
@   997s  (total 11 workers using 17724 MB)
@  1008s  (total 11 workers using 17727 MB)
@  1019s  (total 11 workers using 17741 MB)
@  1030s  (total 11 workers using 17742 MB)
@  1041s  (total 11 workers using 17772 MB)
@  1051s  (total 11 workers using 17806 MB)
@  1063s  (total 11 workers using 17868 MB)
@  1073s  (total 11 workers using 17947 MB)
@  1085s  (total 11 workers using 18049 MB)
@  1095s  (total 11 workers using 18123 MB)
@  1106s  (total 11 workers using 18217 MB)
@  1117s  (total 11 workers using 18346 MB)
@  1128s  (total 11 workers using 18399 MB)
@  1139s  (total 11 workers using 18463 MB)
@  1150s  (total 11 workers using 18544 MB)
@  1161s  (total 11 workers using 18615 MB)
@  1172s  (total 11 workers using 18688 MB)
@  1183s  (total 11 workers using 18758 MB)
@  1194s  (total 11 workers using 18833 MB)
@  1205s  (total 11 workers using 18919 MB)
@  1216s  (total 11 workers using 18919 MB)
@  1227s  (total 11 workers using 18925 MB)
@  1238s  (total 11 workers using 18926 MB)
@  1249s  (total 11 workers using 18926 MB)
@  1260s  (total 11 workers using 18930 MB)
@  1271s  (total 11 workers using 18959 MB)
@  1282s  (total 11 workers using 19033 MB)
@  1293s  (total 11 workers using 19138 MB)
@  1304s  (total 11 workers using 19230 MB)
@  1315s  (total 11 workers using 19288 MB)
@  1326s  (total 11 workers using 19348 MB)
@  1337s  (total 11 workers using 19405 MB)
@  1348s  (total 11 workers using 19474 MB)
@  1359s  (total 11 workers using 19474 MB)
@  1370s  (total 11 workers using 19450 MB)
@  1380s  (total 11 workers using 19483 MB)
@  1391s  (total 11 workers using 19485 MB)
@  1402s  (total 11 workers using 19497 MB)
@  1413s  (total 11 workers using 19533 MB)
@  1424s  (total 11 workers using 19577 MB)
@  1435s  (total 11 workers using 19607 MB)
@  1446s  (total 11 workers using 19670 MB)
@  1457s  (total 11 workers using 19748 MB)
@  1468s  (total 11 workers using 19829 MB)
@  1479s  (total 11 workers using 19867 MB)
@  1490s  (total 11 workers using 19925 MB)
@  1501s  (total 11 workers using 20021 MB)
@  1512s  (total 11 workers using 20061 MB)
@  1523s  (total 11 workers using 20063 MB)
@  1534s  (total 11 workers using 20064 MB)
@  1545s  (total 11 workers using 20064 MB)
@  1556s  (total 11 workers using 20064 MB)
@  1567s  (total 11 workers using 20066 MB)
@  1578s  (total 11 workers using 20067 MB)
@  1589s  (total 11 workers using 20095 MB)
@  1600s  (total 11 workers using 20162 MB)
@  1611s  (total 11 workers using 20208 MB)
@  1621s  (total 11 workers using 20243 MB)
@  1633s  (total 11 workers using 20327 MB)
@  1643s  (total 11 workers using 20376 MB)
@  1655s  (total 11 workers using 20434 MB)
@  1665s  (total 11 workers using 20491 MB)
@  1676s  (total 11 workers using 20563 MB)
@  1687s  (total 11 workers using 20632 MB)
@  1698s  (total 11 workers using 20681 MB)
@  1709s  (total 11 workers using 20748 MB)
@  1720s  (total 11 workers using 20800 MB)
@  1731s  (total 11 workers using 20853 MB)
@  1742s  (total 11 workers using 20904 MB)
@  1753s  (total 11 workers using 20968 MB)
@  1764s  (total 11 workers using 21043 MB)
@  1775s  (total 11 workers using 21118 MB)
@  1786s  (total 11 workers using 21204 MB)
@  1797s  (total 11 workers using 21282 MB)
@  1808s  (total 11 workers using 21360 MB)
@  1819s  (total 11 workers using 21428 MB)
@  1830s  (total 11 workers using 21537 MB)
@  1841s  (total 11 workers using 21573 MB)
@  1852s  (total 11 workers using 21629 MB)
@  1863s  (total 11 workers using 21714 MB)
@  1874s  (total 11 workers using 21804 MB)
@  1885s  (total 11 workers using 21879 MB)
@  1896s  (total 11 workers using 21951 MB)
@  1907s  (total 11 workers using 22044 MB)
@  1918s  (total 11 workers using 22122 MB)
@  1929s  (total 11 workers using 22197 MB)
@  1940s  (total 11 workers using 22263 MB)
@  1951s  (total 11 workers using 22266 MB)
@  1962s  (total 11 workers using 22271 MB)
@  1973s  (total 11 workers using 22252 MB)
@  1984s  (total 11 workers using 22251 MB)
@  1995s  (total 11 workers using 22281 MB)
@  2006s  (total 11 workers using 22282 MB)
@  2016s  (total 11 workers using 22281 MB)
@  2027s  (total 11 workers using 22293 MB)
@  2038s  (total 11 workers using 22315 MB)
@  2049s  (total 11 workers using 22315 MB)
@  2060s  (total 11 workers using 22318 MB)
@  2071s  (total 11 workers using 22338 MB)
@  2082s  (total 11 workers using 22384 MB)
@  2093s  (total 11 workers using 22453 MB)
@  2104s  (total 11 workers using 22507 MB)
@  2115s  (total 11 workers using 22562 MB)
@  2126s  (total 11 workers using 22566 MB)
@  2137s  (total 11 workers using 22600 MB)
@  2148s  (total 11 workers using 22590 MB)
@  2159s  (total 11 workers using 22598 MB)
@  2170s  (total 11 workers using 22588 MB)
@  2181s  (total 11 workers using 22603 MB)
@  2192s  (total 11 workers using 22619 MB)
@  2203s  (total 11 workers using 22651 MB)
@  2214s  (total 11 workers using 22719 MB)
@  2225s  (total 11 workers using 22633 MB)
@  2236s  (total 11 workers using 22662 MB)
@  2247s  (total 11 workers using 22645 MB)
@  2257s  (total 11 workers using 22639 MB)
@  2269s  (total 11 workers using 22639 MB)
@  2279s  (total 11 workers using 22639 MB)
@  2290s  (total 11 workers using 22640 MB)
@  2301s  (total 11 workers using 22667 MB)
@  2312s  (total 11 workers using 22725 MB)
@  2323s  (total 11 workers using 22725 MB)
@  2334s  (total 11 workers using 22725 MB)
@  2345s  (total 11 workers using 22725 MB)
@  2356s  (total 11 workers using 22725 MB)
@  2367s  (total 11 workers using 22712 MB)
@  2378s  (total 11 workers using 22714 MB)
@  2389s  (total 11 workers using 22714 MB)
@  2400s  (total 11 workers using 22728 MB)
@  2411s  (total 11 workers using 22791 MB)
@  2422s  (total 11 workers using 22844 MB)
@  2433s  (total 11 workers using 22925 MB)
@  2444s  (total 11 workers using 22980 MB)
@  2455s  (total 11 workers using 22933 MB)
@  2466s  (total 11 workers using 22959 MB)
@  2476s  (total 11 workers using 22959 MB)
@  2487s  (total 11 workers using 22960 MB)
@  2498s  (total 11 workers using 22962 MB)
@  2509s  (total 11 workers using 22968 MB)
@  2520s  (total 11 workers using 22988 MB)
@  2531s  (total 11 workers using 22989 MB)
@  2542s  (total 11 workers using 22989 MB)
@  2553s  (total 11 workers using 22985 MB)
@  2564s  (total 11 workers using 22986 MB)
@  2575s  (total 11 workers using 22986 MB)
@  2585s  (total 11 workers using 22983 MB)
@  2596s  (total 11 workers using 22983 MB)
@  2607s  (total 11 workers using 22978 MB)
@  2618s  (total 11 workers using 23009 MB)
@  2629s  (total 11 workers using 22978 MB)
@  2640s  (total 11 workers using 22966 MB)
@  2651s  (total 11 workers using 22966 MB)
@  2662s  (total 11 workers using 22967 MB)
@  2673s  (total 11 workers using 22967 MB)
@  2684s  (total 11 workers using 22967 MB)
@  2694s  (total 11 workers using 22967 MB)
@  2705s  (total 11 workers using 22967 MB)
@  2716s  (total 11 workers using 22988 MB)
@  2727s  (total 11 workers using 22988 MB)
@  2738s  (total 11 workers using 22988 MB)
@  2749s  (total 11 workers using 22989 MB)
@  2760s  (total 11 workers using 22994 MB)
@  2771s  (total 11 workers using 23015 MB)
@  2782s  (total 11 workers using 23012 MB)
@  2793s  (total 11 workers using 22988 MB)
@  2803s  (total 11 workers using 22985 MB)
@  2815s  (total 11 workers using 23024 MB)
@  2825s  (total 11 workers using 22978 MB)
@  2836s  (total 11 workers using 22988 MB)
@  2847s  (total 11 workers using 22988 MB)
@  2858s  (total 11 workers using 22977 MB)
@  2869s  (total 11 workers using 22985 MB)
@  2880s  (total 11 workers using 22975 MB)
@  2891s  (total 11 workers using 22975 MB)
@  2902s  (total 11 workers using 22975 MB)
@  2913s  (total 11 workers using 22979 MB)
@  2924s  (total 11 workers using 22989 MB)
@  2934s  (total 11 workers using 22989 MB)
@  2945s  (total 11 workers using 22989 MB)
@  2956s  (total 11 workers using 22993 MB)
@  2967s  (total 11 workers using 22993 MB)
@  2978s  (total 11 workers using 22993 MB)
@  2989s  (total 11 workers using 23013 MB)
@  3000s  (total 11 workers using 23013 MB)
@  3011s  (total 11 workers using 23018 MB)
@  3022s  (total 11 workers using 23020 MB)
@  3033s  (total 11 workers using 23028 MB)
@  3043s  (total 11 workers using 23029 MB)
@  3054s  (total 11 workers using 23029 MB)
@  3065s  (total 11 workers using 23028 MB)
@  3076s  (total 11 workers using 23023 MB)
@  3087s  (total 11 workers using 23023 MB)
@  3098s  (total 11 workers using 23052 MB)
@  3109s  (total 11 workers using 23052 MB)
@  3120s  (total 11 workers using 23035 MB)
@  3131s  (total 11 workers using 23034 MB)
@  3142s  (total 11 workers using 23064 MB)
@  3152s  (total 11 workers using 23064 MB)
@  3163s  (total 11 workers using 23069 MB)
@  3174s  (total 11 workers using 23045 MB)
@  3185s  (total 11 workers using 23043 MB)
@  3196s  (total 11 workers using 23056 MB)
@  3207s  (total 11 workers using 23056 MB)
@  3218s  (total 11 workers using 23056 MB)
@  3229s  (total 11 workers using 23056 MB)
@  3239s  (total 11 workers using 23056 MB)
@  3251s  (total 11 workers using 23056 MB)
@  3261s  (total 11 workers using 23056 MB)
@  3272s  (total 11 workers using 23056 MB)
@  3283s  (total 11 workers using 23057 MB)
@  3294s  (total 11 workers using 23044 MB)
@  3305s  (total 11 workers using 23055 MB)
@  3316s  (total 11 workers using 23089 MB)
@  3327s  (total 11 workers using 23047 MB)
@  3338s  (total 11 workers using 23078 MB)
@  3349s  (total 11 workers using 23112 MB)
@  3360s  (total 11 workers using 23099 MB)
@  3370s  (total 11 workers using 23065 MB)
@  3381s  (total 11 workers using 23073 MB)
@  3392s  (total 11 workers using 23073 MB)
@  3403s  (total 11 workers using 23077 MB)
@  3414s  (total 11 workers using 23077 MB)
@  3425s  (total 11 workers using 23105 MB)
@  3436s  (total 11 workers using 23126 MB)
@  3447s  (total 11 workers using 23124 MB)
@  3458s  (total 11 workers using 23129 MB)
@  3469s  (total 11 workers using 23129 MB)
@  3479s  (total 11 workers using 23125 MB)
@  3490s  (total 11 workers using 23137 MB)
@  3501s  (total 11 workers using 23137 MB)
@  3512s  (total 11 workers using 23134 MB)
@  3523s  (total 11 workers using 23135 MB)
@  3534s  (total 11 workers using 23135 MB)
@  3545s  (total 11 workers using 23124 MB)
@  3554s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3555s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3555s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3556s  (total 8 workers using 21933 MB)
@  3566s  (total 8 workers using 21933 MB)
@  3573s  (stopping all workers)
@  3573s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3573s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3573s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3573s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3573s  (worker 2 finished with result unknown) python3 avr.py
@  3573s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3573s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3573s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3573s  (copied results from worker 0 in /tmp//pr_test)
@  3573s  [0;30;47m(proof race finished with answer unknown in 3573.23 seconds)[m
unknown
c done
