c host: c3n25
c start: Fri Oct 18 18:47:28 CEST 2019
c arrayjobid: 17567256
c jobid: 17567366
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/mann/data-integrity/unsafe/arbitrated_top_n3_w8_d128_e0.btor2
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567366.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   293s  (total 11 workers using 3839 MB)
@   304s  (total 11 workers using 3993 MB)
@   315s  (total 11 workers using 4019 MB)
@   326s  (total 11 workers using 4060 MB)
@   337s  (total 11 workers using 4132 MB)
@   348s  (total 11 workers using 4239 MB)
@   359s  (total 11 workers using 4337 MB)
@   370s  (total 11 workers using 4307 MB)
@   381s  (total 11 workers using 4378 MB)
@   392s  (total 11 workers using 4421 MB)
@   403s  (total 11 workers using 4432 MB)
@   414s  (total 11 workers using 4470 MB)
@   425s  (total 11 workers using 4498 MB)
@   436s  (total 11 workers using 4503 MB)
@   447s  (total 11 workers using 4556 MB)
@   458s  (total 11 workers using 4571 MB)
@   469s  (total 11 workers using 4581 MB)
@   480s  (total 11 workers using 4660 MB)
@   491s  (total 11 workers using 4662 MB)
@   502s  (total 11 workers using 4663 MB)
@   514s  (total 11 workers using 4714 MB)
@   524s  (total 11 workers using 4742 MB)
@   536s  (total 11 workers using 4766 MB)
@   546s  (total 11 workers using 4774 MB)
@   558s  (total 11 workers using 4804 MB)
@   568s  (total 11 workers using 4835 MB)
@   580s  (total 11 workers using 4906 MB)
@   590s  (total 11 workers using 4936 MB)
@   602s  (total 11 workers using 4974 MB)
@   613s  (total 11 workers using 5009 MB)
@   624s  (total 11 workers using 5053 MB)
@   635s  (total 11 workers using 5096 MB)
@   646s  (total 11 workers using 5107 MB)
@   657s  (total 11 workers using 5147 MB)
@   668s  (total 11 workers using 5243 MB)
@   679s  (total 11 workers using 5242 MB)
@   690s  (total 11 workers using 5565 MB)
@   701s  (total 11 workers using 5592 MB)
@   712s  (total 11 workers using 5560 MB)
@   723s  (total 11 workers using 5667 MB)
@   734s  (total 11 workers using 5739 MB)
@   745s  (total 11 workers using 5748 MB)
@   756s  (total 11 workers using 5849 MB)
@   767s  (total 11 workers using 5912 MB)
@   778s  (total 11 workers using 5926 MB)
@   789s  (total 11 workers using 5993 MB)
@   800s  (total 11 workers using 6044 MB)
@   811s  (total 11 workers using 6049 MB)
@   822s  (total 11 workers using 6066 MB)
@   833s  (total 11 workers using 6088 MB)
@   844s  (total 11 workers using 6117 MB)
@   855s  (total 11 workers using 6155 MB)
@   866s  (total 11 workers using 6112 MB)
@   877s  (total 11 workers using 6108 MB)
@   889s  (total 11 workers using 6140 MB)
@   899s  (total 11 workers using 6155 MB)
@   911s  (total 11 workers using 6158 MB)
@   921s  (total 11 workers using 6162 MB)
@   933s  (total 11 workers using 6270 MB)
@   944s  (total 11 workers using 6443 MB)
@   955s  (total 11 workers using 6427 MB)
@   966s  (total 11 workers using 6459 MB)
@   977s  (total 11 workers using 6873 MB)
@   988s  (total 11 workers using 7060 MB)
@   999s  (total 11 workers using 7204 MB)
@  1010s  (total 11 workers using 7307 MB)
@  1021s  (total 11 workers using 7420 MB)
@  1032s  (total 11 workers using 7435 MB)
@  1043s  (total 11 workers using 7441 MB)
@  1054s  (total 11 workers using 7465 MB)
@  1065s  (total 11 workers using 7559 MB)
@  1076s  (total 11 workers using 7551 MB)
@  1087s  (total 11 workers using 7729 MB)
@  1098s  (total 11 workers using 7851 MB)
@  1109s  (total 11 workers using 7912 MB)
@  1120s  (total 11 workers using 7916 MB)
@  1131s  (total 11 workers using 7951 MB)
@  1142s  (total 11 workers using 8046 MB)
@  1153s  (total 11 workers using 8063 MB)
@  1164s  (total 11 workers using 8110 MB)
@  1175s  (total 11 workers using 8244 MB)
@  1186s  (total 11 workers using 8330 MB)
@  1197s  (total 11 workers using 8442 MB)
@  1208s  (total 11 workers using 8432 MB)
@  1219s  (total 11 workers using 8451 MB)
@  1230s  (total 11 workers using 8410 MB)
@  1241s  (total 11 workers using 8411 MB)
@  1252s  (total 11 workers using 8421 MB)
@  1263s  (total 11 workers using 8437 MB)
@  1274s  (total 11 workers using 8615 MB)
@  1285s  (total 11 workers using 8703 MB)
@  1296s  (total 11 workers using 8715 MB)
@  1307s  (total 11 workers using 8848 MB)
@  1318s  (total 11 workers using 8915 MB)
@  1329s  (total 11 workers using 8979 MB)
@  1340s  (total 11 workers using 8995 MB)
@  1351s  (total 11 workers using 9014 MB)
@  1362s  (total 11 workers using 9031 MB)
@  1373s  (total 11 workers using 8992 MB)
@  1384s  (total 11 workers using 9026 MB)
@  1395s  (total 11 workers using 9039 MB)
@  1406s  (total 11 workers using 9080 MB)
@  1417s  (total 11 workers using 9149 MB)
@  1428s  (total 11 workers using 9303 MB)
@  1439s  (total 11 workers using 9248 MB)
@  1450s  (total 11 workers using 9355 MB)
@  1461s  (total 11 workers using 9422 MB)
@  1472s  (total 11 workers using 9413 MB)
@  1483s  (total 11 workers using 9502 MB)
@  1494s  (total 11 workers using 9620 MB)
@  1506s  (total 11 workers using 9628 MB)
@  1516s  (total 11 workers using 9720 MB)
@  1528s  (total 11 workers using 9720 MB)
@  1538s  (total 11 workers using 9721 MB)
@  1550s  (total 11 workers using 9739 MB)
@  1561s  (total 11 workers using 9743 MB)
@  1572s  (total 11 workers using 9744 MB)
@  1583s  (total 11 workers using 9774 MB)
@  1594s  (total 11 workers using 9783 MB)
@  1605s  (total 11 workers using 9785 MB)
@  1616s  (total 11 workers using 9787 MB)
@  1627s  (total 11 workers using 9790 MB)
@  1638s  (total 11 workers using 9803 MB)
@  1649s  (total 11 workers using 9804 MB)
@  1660s  (total 11 workers using 9804 MB)
@  1671s  (total 11 workers using 9821 MB)
@  1682s  (total 11 workers using 9838 MB)
@  1693s  (total 11 workers using 9842 MB)
@  1704s  (total 11 workers using 9851 MB)
@  1715s  (total 11 workers using 9883 MB)
@  1726s  (total 11 workers using 9890 MB)
@  1737s  (total 11 workers using 9892 MB)
@  1748s  (total 11 workers using 9975 MB)
@  1759s  (total 11 workers using 10028 MB)
@  1770s  (total 11 workers using 10064 MB)
@  1781s  (total 11 workers using 10072 MB)
@  1792s  (total 11 workers using 10098 MB)
@  1803s  (total 11 workers using 10162 MB)
@  1814s  (total 11 workers using 10193 MB)
@  1825s  (total 11 workers using 10145 MB)
@  1836s  (total 11 workers using 10148 MB)
@  1847s  (total 11 workers using 10218 MB)
@  1858s  (total 11 workers using 10262 MB)
@  1869s  (total 11 workers using 10267 MB)
@  1880s  (total 11 workers using 10325 MB)
@  1891s  (total 11 workers using 10399 MB)
@  1902s  (total 11 workers using 10411 MB)
@  1913s  (total 11 workers using 10369 MB)
@  1924s  (total 11 workers using 10389 MB)
@  1935s  (total 11 workers using 10395 MB)
@  1946s  (total 11 workers using 10433 MB)
@  1957s  (total 11 workers using 10435 MB)
@  1968s  (total 11 workers using 10439 MB)
@  1979s  (total 11 workers using 10441 MB)
@  1990s  (total 11 workers using 10447 MB)
@  2001s  (total 11 workers using 10466 MB)
@  2012s  (total 11 workers using 10467 MB)
@  2023s  (total 11 workers using 10475 MB)
@  2034s  (total 11 workers using 10456 MB)
@  2045s  (total 11 workers using 10455 MB)
@  2056s  (total 11 workers using 10561 MB)
@  2067s  (total 11 workers using 10572 MB)
@  2079s  (total 11 workers using 10658 MB)
@  2089s  (total 11 workers using 10702 MB)
@  2101s  (total 11 workers using 10744 MB)
@  2112s  (total 11 workers using 10747 MB)
@  2123s  (total 11 workers using 10807 MB)
@  2134s  (total 11 workers using 10806 MB)
@  2145s  (total 11 workers using 10899 MB)
@  2156s  (total 11 workers using 10912 MB)
@  2167s  (total 11 workers using 10918 MB)
@  2178s  (total 11 workers using 10933 MB)
@  2189s  (total 11 workers using 10948 MB)
@  2200s  (total 11 workers using 10974 MB)
@  2211s  (total 11 workers using 10999 MB)
@  2222s  (total 11 workers using 11025 MB)
@  2233s  (total 11 workers using 11209 MB)
@  2244s  (total 11 workers using 11211 MB)
@  2255s  (total 11 workers using 11205 MB)
@  2266s  (total 11 workers using 11230 MB)
@  2278s  (total 11 workers using 11254 MB)
@  2289s  (total 11 workers using 11563 MB)
@  2300s  (total 11 workers using 11566 MB)
@  2311s  (total 11 workers using 11573 MB)
@  2322s  (total 11 workers using 11607 MB)
@  2333s  (total 11 workers using 11615 MB)
@  2344s  (total 11 workers using 11592 MB)
@  2355s  (total 11 workers using 11596 MB)
@  2366s  (total 11 workers using 11757 MB)
@  2377s  (total 11 workers using 11816 MB)
@  2388s  (total 11 workers using 11875 MB)
@  2399s  (total 11 workers using 11871 MB)
@  2410s  (total 11 workers using 11904 MB)
@  2421s  (total 11 workers using 11922 MB)
@  2432s  (total 11 workers using 11932 MB)
@  2443s  (total 11 workers using 11943 MB)
@  2454s  (total 11 workers using 11942 MB)
@  2465s  (total 11 workers using 11955 MB)
@  2476s  (total 11 workers using 11979 MB)
@  2487s  (total 11 workers using 12009 MB)
@  2498s  (total 11 workers using 12085 MB)
@  2509s  (total 11 workers using 12092 MB)
@  2520s  (total 11 workers using 12203 MB)
@  2531s  (total 11 workers using 12213 MB)
@  2542s  (total 11 workers using 12213 MB)
@  2553s  (total 11 workers using 12215 MB)
@  2564s  (total 11 workers using 12220 MB)
@  2575s  (total 11 workers using 12229 MB)
@  2586s  (total 11 workers using 12234 MB)
@  2597s  (total 11 workers using 12244 MB)
@  2608s  (total 11 workers using 12287 MB)
@  2619s  (total 11 workers using 12340 MB)
@  2631s  (total 11 workers using 12372 MB)
@  2641s  (total 11 workers using 12385 MB)
@  2653s  (total 11 workers using 12590 MB)
@  2663s  (total 11 workers using 12629 MB)
@  2675s  (total 11 workers using 12659 MB)
@  2685s  (total 11 workers using 12629 MB)
@  2697s  (total 11 workers using 12727 MB)
@  2707s  (total 11 workers using 12788 MB)
@  2719s  (total 11 workers using 12826 MB)
@  2730s  (total 11 workers using 12807 MB)
@  2741s  (total 11 workers using 12807 MB)
@  2752s  (total 11 workers using 12982 MB)
@  2763s  (total 11 workers using 13000 MB)
@  2774s  (total 11 workers using 13041 MB)
@  2785s  (total 11 workers using 13042 MB)
@  2796s  (total 11 workers using 13078 MB)
@  2807s  (total 11 workers using 13387 MB)
@  2818s  (total 11 workers using 13368 MB)
@  2829s  (total 11 workers using 13419 MB)
@  2840s  (total 11 workers using 13410 MB)
@  2851s  (total 11 workers using 13344 MB)
@  2862s  (total 11 workers using 13373 MB)
@  2873s  (total 11 workers using 13374 MB)
@  2884s  (total 11 workers using 13471 MB)
@  2895s  (total 11 workers using 13436 MB)
@  2906s  (total 11 workers using 13476 MB)
@  2917s  (total 11 workers using 13551 MB)
@  2928s  (total 11 workers using 13498 MB)
@  2939s  (total 11 workers using 13508 MB)
@  2950s  (total 11 workers using 13515 MB)
@  2961s  (total 11 workers using 13517 MB)
@  2972s  (total 11 workers using 13556 MB)
@  2983s  (total 11 workers using 13755 MB)
@  2994s  (total 11 workers using 13808 MB)
@  3005s  (total 11 workers using 13955 MB)
@  3016s  (total 11 workers using 14022 MB)
@  3027s  (total 11 workers using 14045 MB)
@  3038s  (total 11 workers using 14062 MB)
@  3049s  (total 11 workers using 14068 MB)
@  3060s  (total 11 workers using 14072 MB)
@  3071s  (total 11 workers using 14160 MB)
@  3082s  (total 11 workers using 14161 MB)
@  3093s  (total 11 workers using 14167 MB)
@  3104s  (total 11 workers using 14170 MB)
@  3115s  (total 11 workers using 14175 MB)
@  3126s  (total 11 workers using 14222 MB)
@  3137s  (total 11 workers using 14243 MB)
@  3148s  (total 11 workers using 14245 MB)
@  3159s  (total 11 workers using 14334 MB)
@  3170s  (total 11 workers using 14504 MB)
@  3181s  (total 11 workers using 14525 MB)
@  3192s  (total 11 workers using 14586 MB)
@  3204s  (total 11 workers using 14591 MB)
@  3214s  (total 11 workers using 14591 MB)
@  3226s  (total 11 workers using 14669 MB)
@  3236s  (total 11 workers using 14803 MB)
@  3248s  (total 11 workers using 14765 MB)
@  3259s  (total 11 workers using 14882 MB)
@  3270s  (total 11 workers using 14934 MB)
@  3281s  (total 11 workers using 14944 MB)
@  3292s  (total 11 workers using 14912 MB)
@  3303s  (total 11 workers using 14917 MB)
@  3314s  (total 11 workers using 14918 MB)
@  3325s  (total 11 workers using 14920 MB)
@  3336s  (total 11 workers using 14963 MB)
@  3347s  (total 11 workers using 14964 MB)
@  3358s  (total 11 workers using 14987 MB)
@  3369s  (total 11 workers using 14987 MB)
@  3380s  (total 11 workers using 14958 MB)
@  3391s  (total 11 workers using 14909 MB)
@  3402s  (total 11 workers using 14909 MB)
@  3413s  (total 11 workers using 14963 MB)
@  3424s  (total 11 workers using 14925 MB)
@  3435s  (total 11 workers using 14925 MB)
@  3446s  (total 11 workers using 14928 MB)
@  3457s  (total 11 workers using 14968 MB)
@  3468s  (total 11 workers using 14982 MB)
@  3479s  (total 11 workers using 14982 MB)
@  3490s  (total 11 workers using 14982 MB)
@  3501s  (total 11 workers using 14982 MB)
@  3512s  (total 11 workers using 14997 MB)
@  3523s  (total 11 workers using 14997 MB)
@  3534s  (total 11 workers using 14997 MB)
@  3545s  (total 11 workers using 15006 MB)
@  3554s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3554s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3554s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3554s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3554s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3555s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3556s  (total 5 workers using 5264 MB)
@  3566s  (total 5 workers using 5264 MB)
@  3573s  (stopping all workers)
@  3573s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3573s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3573s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3573s  (worker 2 finished with result unknown) python3 avr.py
@  3573s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3573s  (copied results from worker 0 in /tmp//pr_test)
@  3573s  [0;30;47m(proof race finished with answer unknown in 3573.12 seconds)[m
unknown
c done
