c host: c3n32
c start: Fri Oct 18 19:42:41 CEST 2019
c arrayjobid: 17567256
c jobid: 17567406
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/wolf/2018D/VexRiscv-regch0-20-p0.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567406.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   305s  (total 11 workers using 10132 MB)
@   316s  (total 11 workers using 10669 MB)
@   327s  (total 11 workers using 11046 MB)
@   338s  (total 11 workers using 11426 MB)
@   349s  (total 11 workers using 12540 MB)
@   353s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@   360s  (total 10 workers using 11598 MB)
@   371s  (total 10 workers using 10793 MB)
@   382s  (total 10 workers using 11172 MB)
@   393s  (total 10 workers using 12244 MB)
@   404s  (total 10 workers using 12442 MB)
@   415s  (total 10 workers using 13104 MB)
@   426s  (total 10 workers using 13873 MB)
@   437s  (total 10 workers using 13874 MB)
@   448s  (total 10 workers using 14135 MB)
@   459s  (total 10 workers using 13605 MB)
@   470s  (total 10 workers using 13780 MB)
@   481s  (total 10 workers using 14989 MB)
@   492s  (total 10 workers using 14830 MB)
@   503s  (total 10 workers using 15500 MB)
@   514s  (total 10 workers using 14676 MB)
@   525s  (total 10 workers using 14892 MB)
@   536s  (total 10 workers using 14843 MB)
@   547s  (total 10 workers using 16380 MB)
@   558s  (total 10 workers using 16442 MB)
@   568s  (total 10 workers using 15640 MB)
@   580s  (total 10 workers using 16732 MB)
@   590s  (total 10 workers using 15970 MB)
@   602s  (total 10 workers using 17210 MB)
@   612s  (total 10 workers using 15776 MB)
@   623s  (total 10 workers using 16737 MB)
@   634s  (total 10 workers using 16560 MB)
@   645s  (total 10 workers using 17083 MB)
@   656s  (total 10 workers using 17299 MB)
@   667s  (total 10 workers using 17413 MB)
@   678s  (total 10 workers using 17025 MB)
@   689s  (total 10 workers using 17324 MB)
@   700s  (total 10 workers using 18979 MB)
@   712s  (total 10 workers using 18535 MB)
@   722s  (total 10 workers using 17645 MB)
@   734s  (total 10 workers using 19329 MB)
@   744s  (total 10 workers using 18508 MB)
@   756s  (total 10 workers using 19689 MB)
@   766s  (total 10 workers using 18294 MB)
@   778s  (total 10 workers using 19362 MB)
@   788s  (total 10 workers using 20069 MB)
@   800s  (total 10 workers using 18667 MB)
@   811s  (total 10 workers using 19250 MB)
@   822s  (total 10 workers using 19981 MB)
@   833s  (total 10 workers using 20031 MB)
@   844s  (total 10 workers using 19204 MB)
@   855s  (total 10 workers using 19111 MB)
@   866s  (total 10 workers using 19477 MB)
@   877s  (total 10 workers using 21170 MB)
@   888s  (total 10 workers using 21327 MB)
@   899s  (total 10 workers using 21125 MB)
@   910s  (total 10 workers using 20698 MB)
@   921s  (total 10 workers using 20044 MB)
@   932s  (total 10 workers using 21775 MB)
@   943s  (total 10 workers using 21080 MB)
@   954s  (total 10 workers using 20522 MB)
@   965s  (total 10 workers using 22068 MB)
@   976s  (total 10 workers using 20978 MB)
@   987s  (total 10 workers using 22284 MB)
@   998s  (total 10 workers using 21180 MB)
@  1009s  (total 10 workers using 22284 MB)
@  1020s  (total 10 workers using 20644 MB)
@  1031s  (total 10 workers using 21813 MB)
@  1042s  (total 10 workers using 22876 MB)
@  1053s  (total 10 workers using 23488 MB)
@  1064s  (total 10 workers using 22431 MB)
@  1075s  (total 10 workers using 22931 MB)
@  1086s  (total 10 workers using 23824 MB)
@  1097s  (total 10 workers using 24420 MB)
@  1108s  (total 10 workers using 24981 MB)
@  1119s  (total 10 workers using 25160 MB)
@  1130s  (total 10 workers using 25724 MB)
@  1141s  (total 10 workers using 25806 MB)
@  1152s  (total 10 workers using 26390 MB)
@  1162s  (total 10 workers using 26210 MB)
@  1174s  (total 10 workers using 26296 MB)
@  1184s  (total 10 workers using 26179 MB)
@  1195s  (total 10 workers using 26160 MB)
@  1206s  (total 10 workers using 25587 MB)
@  1218s  (total 10 workers using 25797 MB)
@  1229s  (total 10 workers using 25442 MB)
@  1240s  (total 10 workers using 27844 MB)
@  1251s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  1251s  (total 9 workers using 26181 MB)
@  1262s  (total 9 workers using 25424 MB)
@  1272s  (total 9 workers using 27314 MB)
@  1283s  (total 9 workers using 26836 MB)
@  1294s  (total 9 workers using 25742 MB)
@  1305s  (total 9 workers using 27471 MB)
@  1316s  (total 9 workers using 26801 MB)
@  1327s  (total 9 workers using 25622 MB)
@  1337s  (total 9 workers using 27601 MB)
@  1348s  (total 9 workers using 26380 MB)
@  1359s  (total 9 workers using 27883 MB)
@  1370s  (total 9 workers using 26725 MB)
@  1381s  (total 9 workers using 28082 MB)
@  1392s  (total 9 workers using 26608 MB)
@  1402s  (total 9 workers using 28044 MB)
@  1413s  (total 9 workers using 26419 MB)
@  1424s  (total 9 workers using 27942 MB)
@  1435s  (total 9 workers using 28588 MB)
@  1446s  (total 9 workers using 26028 MB)
@  1454s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  1457s  (total 8 workers using 11118 MB)
@  1467s  (total 8 workers using 10973 MB)
@  1478s  (total 8 workers using 11067 MB)
@  1489s  (total 8 workers using 11046 MB)
@  1500s  (total 8 workers using 11215 MB)
@  1510s  (total 8 workers using 11353 MB)
@  1521s  (total 8 workers using 11430 MB)
@  1532s  (total 8 workers using 11249 MB)
@  1543s  (total 8 workers using 11346 MB)
@  1553s  (total 8 workers using 11465 MB)
@  1564s  (total 8 workers using 11611 MB)
@  1575s  (total 8 workers using 11691 MB)
@  1585s  (total 8 workers using 11543 MB)
@  1596s  (total 8 workers using 11581 MB)
@  1607s  (total 8 workers using 11695 MB)
@  1617s  (total 8 workers using 11663 MB)
@  1628s  (total 8 workers using 11741 MB)
@  1639s  (total 8 workers using 11820 MB)
@  1650s  (total 8 workers using 11978 MB)
@  1660s  (total 8 workers using 11976 MB)
@  1671s  (total 8 workers using 12088 MB)
@  1682s  (total 8 workers using 12141 MB)
@  1693s  (total 8 workers using 11942 MB)
@  1703s  (total 8 workers using 12010 MB)
@  1714s  (total 8 workers using 12120 MB)
@  1725s  (total 8 workers using 12115 MB)
@  1736s  (total 8 workers using 12200 MB)
@  1746s  (total 8 workers using 12314 MB)
@  1757s  (total 8 workers using 12287 MB)
@  1768s  (total 8 workers using 12313 MB)
@  1778s  (total 8 workers using 12421 MB)
@  1789s  (total 8 workers using 12461 MB)
@  1800s  (total 8 workers using 12565 MB)
@  1810s  (total 8 workers using 12580 MB)
@  1821s  (total 8 workers using 12607 MB)
@  1832s  (total 8 workers using 12659 MB)
@  1843s  (total 8 workers using 12753 MB)
@  1853s  (total 8 workers using 12761 MB)
@  1864s  (total 8 workers using 13095 MB)
@  1875s  (total 8 workers using 12939 MB)
@  1886s  (total 8 workers using 12934 MB)
@  1896s  (total 8 workers using 13055 MB)
@  1907s  (total 8 workers using 13115 MB)
@  1918s  (total 8 workers using 13259 MB)
@  1928s  (total 8 workers using 13178 MB)
@  1939s  (total 8 workers using 13280 MB)
@  1950s  (total 8 workers using 13387 MB)
@  1961s  (total 8 workers using 13239 MB)
@  1971s  (total 8 workers using 13482 MB)
@  1982s  (total 8 workers using 13592 MB)
@  1993s  (total 8 workers using 13407 MB)
@  2003s  (total 8 workers using 13514 MB)
@  2014s  (total 8 workers using 13765 MB)
@  2025s  (total 8 workers using 13956 MB)
@  2036s  (total 8 workers using 13864 MB)
@  2046s  (total 8 workers using 13921 MB)
@  2057s  (total 8 workers using 13938 MB)
@  2068s  (total 8 workers using 14077 MB)
@  2079s  (total 8 workers using 13927 MB)
@  2089s  (total 8 workers using 13977 MB)
@  2100s  (total 8 workers using 14150 MB)
@  2111s  (total 8 workers using 14267 MB)
@  2121s  (total 8 workers using 14112 MB)
@  2132s  (total 8 workers using 14171 MB)
@  2143s  (total 8 workers using 14338 MB)
@  2154s  (total 8 workers using 14428 MB)
@  2164s  (total 8 workers using 14255 MB)
@  2175s  (total 8 workers using 14317 MB)
@  2186s  (total 8 workers using 14461 MB)
@  2196s  (total 8 workers using 14579 MB)
@  2207s  (total 8 workers using 14774 MB)
@  2218s  (total 8 workers using 14640 MB)
@  2229s  (total 8 workers using 14859 MB)
@  2239s  (total 8 workers using 14496 MB)
@  2250s  (total 8 workers using 14604 MB)
@  2261s  (total 8 workers using 14600 MB)
@  2272s  (total 8 workers using 14725 MB)
@  2282s  (total 8 workers using 14814 MB)
@  2293s  (total 8 workers using 14902 MB)
@  2304s  (total 8 workers using 15097 MB)
@  2315s  (total 8 workers using 14670 MB)
@  2325s  (total 8 workers using 14720 MB)
@  2336s  (total 8 workers using 14722 MB)
@  2347s  (total 8 workers using 14756 MB)
@  2353s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  2357s  (total 7 workers using 11147 MB)
@  2368s  (total 7 workers using 11181 MB)
@  2379s  (total 7 workers using 11110 MB)
@  2389s  (total 7 workers using 11109 MB)
@  2400s  (total 7 workers using 11164 MB)
@  2410s  (total 7 workers using 11208 MB)
@  2421s  (total 7 workers using 11260 MB)
@  2432s  (total 7 workers using 11284 MB)
@  2442s  (total 7 workers using 11356 MB)
@  2453s  (total 7 workers using 11393 MB)
@  2464s  (total 7 workers using 11354 MB)
@  2474s  (total 7 workers using 11278 MB)
@  2485s  (total 7 workers using 11410 MB)
@  2496s  (total 7 workers using 11379 MB)
@  2506s  (total 7 workers using 11376 MB)
@  2517s  (total 7 workers using 11464 MB)
@  2528s  (total 7 workers using 11727 MB)
@  2538s  (total 7 workers using 11765 MB)
@  2549s  (total 7 workers using 11581 MB)
@  2559s  (total 7 workers using 11513 MB)
@  2570s  (total 7 workers using 11609 MB)
@  2581s  (total 7 workers using 11550 MB)
@  2591s  (total 7 workers using 11652 MB)
@  2602s  (total 7 workers using 11949 MB)
@  2613s  (total 7 workers using 11842 MB)
@  2623s  (total 7 workers using 11835 MB)
@  2634s  (total 7 workers using 11833 MB)
@  2644s  (total 7 workers using 11790 MB)
@  2655s  (total 7 workers using 11781 MB)
@  2666s  (total 7 workers using 11821 MB)
@  2676s  (total 7 workers using 11809 MB)
@  2687s  (total 7 workers using 11885 MB)
@  2698s  (total 7 workers using 12140 MB)
@  2708s  (total 7 workers using 11978 MB)
@  2719s  (total 7 workers using 11915 MB)
@  2726s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  2730s  (total 6 workers using 6480 MB)
@  2740s  (total 6 workers using 6485 MB)
@  2751s  (total 6 workers using 6505 MB)
@  2761s  (total 6 workers using 6517 MB)
@  2772s  (total 6 workers using 6527 MB)
@  2782s  (total 6 workers using 6536 MB)
@  2793s  (total 6 workers using 6537 MB)
@  2803s  (total 6 workers using 6585 MB)
@  2814s  (total 6 workers using 6589 MB)
@  2824s  (total 6 workers using 6604 MB)
@  2835s  (total 6 workers using 6643 MB)
@  2845s  (total 6 workers using 6699 MB)
@  2856s  (total 6 workers using 6703 MB)
@  2867s  (total 6 workers using 6722 MB)
@  2877s  (total 6 workers using 6740 MB)
@  2888s  (total 6 workers using 6774 MB)
@  2898s  (total 6 workers using 6774 MB)
@  2909s  (total 6 workers using 6793 MB)
@  2919s  (total 6 workers using 6809 MB)
@  2930s  (total 6 workers using 6823 MB)
@  2940s  (total 6 workers using 6827 MB)
@  2951s  (total 6 workers using 6834 MB)
@  2961s  (total 6 workers using 6838 MB)
@  2972s  (total 6 workers using 6839 MB)
@  2982s  (total 6 workers using 6846 MB)
@  2993s  (total 6 workers using 6852 MB)
@  3003s  (total 6 workers using 6871 MB)
@  3014s  (total 6 workers using 6936 MB)
@  3025s  (total 6 workers using 6943 MB)
@  3035s  (total 6 workers using 6952 MB)
@  3046s  (total 6 workers using 6964 MB)
@  3056s  (total 6 workers using 6983 MB)
@  3067s  (total 6 workers using 7026 MB)
@  3077s  (total 6 workers using 7064 MB)
@  3088s  (total 6 workers using 7093 MB)
@  3098s  (total 6 workers using 7097 MB)
@  3109s  (total 6 workers using 7098 MB)
@  3119s  (total 6 workers using 7101 MB)
@  3130s  (total 6 workers using 7101 MB)
@  3140s  (total 6 workers using 7124 MB)
@  3151s  (total 6 workers using 7139 MB)
@  3162s  (total 6 workers using 7172 MB)
@  3172s  (total 6 workers using 7164 MB)
@  3183s  (total 6 workers using 7194 MB)
@  3193s  (total 6 workers using 7196 MB)
@  3204s  (total 6 workers using 7209 MB)
@  3214s  (total 6 workers using 7217 MB)
@  3225s  (total 6 workers using 7216 MB)
@  3235s  (total 6 workers using 7211 MB)
@  3246s  (total 6 workers using 7230 MB)
@  3256s  (total 6 workers using 7266 MB)
@  3267s  (total 6 workers using 7279 MB)
@  3277s  (total 6 workers using 7283 MB)
@  3288s  (total 6 workers using 7281 MB)
@  3298s  (total 6 workers using 7290 MB)
@  3309s  (total 6 workers using 7294 MB)
@  3319s  (total 6 workers using 7309 MB)
@  3330s  (total 6 workers using 7310 MB)
@  3340s  (total 6 workers using 7314 MB)
@  3351s  (total 6 workers using 7316 MB)
@  3362s  (total 6 workers using 7328 MB)
@  3372s  (total 6 workers using 7337 MB)
@  3383s  (total 6 workers using 7341 MB)
@  3393s  (total 6 workers using 7344 MB)
@  3404s  (total 6 workers using 7354 MB)
@  3414s  (total 6 workers using 7369 MB)
@  3425s  (total 6 workers using 7434 MB)
@  3435s  (total 6 workers using 7442 MB)
@  3446s  (total 6 workers using 7446 MB)
@  3456s  (total 6 workers using 7442 MB)
@  3467s  (total 6 workers using 7451 MB)
@  3477s  (total 6 workers using 7467 MB)
@  3488s  (total 6 workers using 7470 MB)
@  3498s  (total 6 workers using 7485 MB)
@  3509s  (total 6 workers using 7497 MB)
@  3520s  (total 6 workers using 7498 MB)
@  3530s  (total 6 workers using 7503 MB)
@  3541s  (total 6 workers using 7519 MB)
@  3551s  (total 6 workers using 7523 MB)
@  3554s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3554s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3554s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3555s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3555s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3561s  (total 1 workers using 1019 MB)
@  3571s  (total 1 workers using 1019 MB)
@  3573s  (stopping all workers)
@  3574s  (worker 2 finished with result unknown) python3 avr.py
@  3574s  (copied results from worker 0 in /tmp//pr_test)
@  3574s  [0;30;47m(proof race finished with answer unknown in 3573.70 seconds)[m
unknown
c done
