c host: c3n13
c start: Fri Oct 18 19:40:33 CEST 2019
c arrayjobid: 17567256
c jobid: 17567390
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/mann/data-integrity/unsafe/shift_register_top_w8_d64_e0.btor2
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567390.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   305s  (total 11 workers using 5287 MB)
@   317s  (total 11 workers using 5307 MB)
@   328s  (total 11 workers using 5378 MB)
@   339s  (total 11 workers using 5674 MB)
@   350s  (total 11 workers using 5718 MB)
@   361s  (total 11 workers using 5840 MB)
@   372s  (total 11 workers using 6189 MB)
@   383s  (total 11 workers using 6267 MB)
@   394s  (total 11 workers using 6354 MB)
@   405s  (total 11 workers using 6484 MB)
@   416s  (total 11 workers using 6612 MB)
@   428s  (total 11 workers using 6683 MB)
@   438s  (total 11 workers using 7031 MB)
@   450s  (total 11 workers using 7088 MB)
@   461s  (total 11 workers using 7259 MB)
@   472s  (total 11 workers using 7359 MB)
@   483s  (total 11 workers using 7380 MB)
@   494s  (total 11 workers using 7511 MB)
@   505s  (total 11 workers using 7561 MB)
@   516s  (total 11 workers using 7620 MB)
@   527s  (total 11 workers using 7739 MB)
@   538s  (total 11 workers using 8004 MB)
@   549s  (total 11 workers using 8299 MB)
@   560s  (total 11 workers using 8339 MB)
@   571s  (total 11 workers using 8375 MB)
@   583s  (total 11 workers using 8443 MB)
@   594s  (total 11 workers using 8527 MB)
@   605s  (total 11 workers using 8612 MB)
@   616s  (total 11 workers using 8644 MB)
@   627s  (total 11 workers using 8783 MB)
@   638s  (total 11 workers using 8889 MB)
@   649s  (total 11 workers using 8920 MB)
@   660s  (total 11 workers using 9042 MB)
@   671s  (total 11 workers using 9175 MB)
@   682s  (total 11 workers using 9442 MB)
@   694s  (total 11 workers using 9654 MB)
@   705s  (total 11 workers using 9702 MB)
@   716s  (total 11 workers using 9780 MB)
@   727s  (total 11 workers using 9854 MB)
@   738s  (total 11 workers using 9897 MB)
@   749s  (total 11 workers using 9990 MB)
@   760s  (total 11 workers using 10051 MB)
@   771s  (total 11 workers using 10136 MB)
@   783s  (total 11 workers using 10220 MB)
@   793s  (total 11 workers using 10326 MB)
@   805s  (total 11 workers using 10538 MB)
@   816s  (total 11 workers using 11115 MB)
@   827s  (total 11 workers using 11200 MB)
@   838s  (total 11 workers using 11268 MB)
@   849s  (total 11 workers using 11636 MB)
@   860s  (total 11 workers using 11657 MB)
@   872s  (total 11 workers using 11663 MB)
@   882s  (total 11 workers using 11677 MB)
@   894s  (total 11 workers using 11703 MB)
@   905s  (total 11 workers using 11729 MB)
@   916s  (total 11 workers using 11835 MB)
@   927s  (total 11 workers using 11929 MB)
@   938s  (total 11 workers using 12020 MB)
@   949s  (total 11 workers using 12118 MB)
@   960s  (total 11 workers using 12167 MB)
@   971s  (total 11 workers using 12245 MB)
@   982s  (total 11 workers using 12433 MB)
@   993s  (total 11 workers using 12512 MB)
@  1005s  (total 11 workers using 12562 MB)
@  1015s  (total 11 workers using 12644 MB)
@  1027s  (total 11 workers using 12737 MB)
@  1038s  (total 11 workers using 12947 MB)
@  1049s  (total 11 workers using 12990 MB)
@  1060s  (total 11 workers using 13128 MB)
@  1071s  (total 11 workers using 13494 MB)
@  1082s  (total 11 workers using 13677 MB)
@  1093s  (total 11 workers using 13723 MB)
@  1104s  (total 11 workers using 13816 MB)
@  1115s  (total 11 workers using 13860 MB)
@  1126s  (total 11 workers using 13947 MB)
@  1137s  (total 11 workers using 13995 MB)
@  1148s  (total 11 workers using 13989 MB)
@  1159s  (total 11 workers using 14187 MB)
@  1170s  (total 11 workers using 14395 MB)
@  1182s  (total 11 workers using 14439 MB)
@  1192s  (total 11 workers using 14456 MB)
@  1204s  (total 11 workers using 14478 MB)
@  1215s  (total 11 workers using 14761 MB)
@  1226s  (total 11 workers using 14811 MB)
@  1237s  (total 11 workers using 14881 MB)
@  1248s  (total 11 workers using 15186 MB)
@  1259s  (total 11 workers using 15202 MB)
@  1270s  (total 11 workers using 15290 MB)
@  1281s  (total 11 workers using 15325 MB)
@  1292s  (total 11 workers using 15361 MB)
@  1303s  (total 11 workers using 15387 MB)
@  1314s  (total 11 workers using 15445 MB)
@  1325s  (total 11 workers using 15526 MB)
@  1336s  (total 11 workers using 15737 MB)
@  1347s  (total 11 workers using 15845 MB)
@  1358s  (total 11 workers using 15908 MB)
@  1369s  (total 11 workers using 16002 MB)
@  1381s  (total 11 workers using 16241 MB)
@  1391s  (total 11 workers using 16301 MB)
@  1403s  (total 11 workers using 16514 MB)
@  1414s  (total 11 workers using 16653 MB)
@  1425s  (total 11 workers using 16701 MB)
@  1436s  (total 11 workers using 16704 MB)
@  1447s  (total 11 workers using 16749 MB)
@  1458s  (total 11 workers using 16831 MB)
@  1469s  (total 11 workers using 16860 MB)
@  1480s  (total 11 workers using 17058 MB)
@  1491s  (total 11 workers using 17136 MB)
@  1502s  (total 11 workers using 17278 MB)
@  1514s  (total 11 workers using 17351 MB)
@  1525s  (total 11 workers using 17381 MB)
@  1536s  (total 11 workers using 17501 MB)
@  1547s  (total 11 workers using 17559 MB)
@  1558s  (total 11 workers using 17661 MB)
@  1569s  (total 11 workers using 17733 MB)
@  1580s  (total 11 workers using 17824 MB)
@  1591s  (total 11 workers using 17878 MB)
@  1602s  (total 11 workers using 17947 MB)
@  1613s  (total 11 workers using 18035 MB)
@  1625s  (total 11 workers using 18138 MB)
@  1635s  (total 11 workers using 18456 MB)
@  1647s  (total 11 workers using 18512 MB)
@  1658s  (total 11 workers using 18625 MB)
@  1669s  (total 11 workers using 18710 MB)
@  1680s  (total 11 workers using 18756 MB)
@  1691s  (total 11 workers using 18761 MB)
@  1702s  (total 11 workers using 18886 MB)
@  1713s  (total 11 workers using 18937 MB)
@  1724s  (total 11 workers using 19018 MB)
@  1735s  (total 11 workers using 19061 MB)
@  1746s  (total 11 workers using 19196 MB)
@  1757s  (total 11 workers using 19228 MB)
@  1768s  (total 11 workers using 19339 MB)
@  1779s  (total 11 workers using 19411 MB)
@  1790s  (total 11 workers using 19430 MB)
@  1802s  (total 11 workers using 19493 MB)
@  1812s  (total 11 workers using 19595 MB)
@  1824s  (total 11 workers using 19673 MB)
@  1835s  (total 11 workers using 19728 MB)
@  1846s  (total 11 workers using 19871 MB)
@  1857s  (total 11 workers using 20007 MB)
@  1868s  (total 11 workers using 20099 MB)
@  1879s  (total 11 workers using 20085 MB)
@  1890s  (total 11 workers using 20136 MB)
@  1901s  (total 11 workers using 20177 MB)
@  1912s  (total 11 workers using 20265 MB)
@  1923s  (total 11 workers using 20356 MB)
@  1934s  (total 11 workers using 20448 MB)
@  1945s  (total 11 workers using 20473 MB)
@  1956s  (total 11 workers using 20638 MB)
@  1967s  (total 11 workers using 20723 MB)
@  1979s  (total 11 workers using 20797 MB)
@  1990s  (total 11 workers using 20876 MB)
@  2001s  (total 11 workers using 20932 MB)
@  2009s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  2012s  (total 10 workers using 11889 MB)
@  2023s  (total 10 workers using 11944 MB)
@  2033s  (total 10 workers using 11968 MB)
@  2045s  (total 10 workers using 11981 MB)
@  2055s  (total 10 workers using 12018 MB)
@  2066s  (total 10 workers using 12053 MB)
@  2077s  (total 10 workers using 12036 MB)
@  2088s  (total 10 workers using 12073 MB)
@  2099s  (total 10 workers using 12124 MB)
@  2110s  (total 10 workers using 12193 MB)
@  2121s  (total 10 workers using 12234 MB)
@  2132s  (total 10 workers using 12460 MB)
@  2143s  (total 10 workers using 12466 MB)
@  2154s  (total 10 workers using 12476 MB)
@  2165s  (total 10 workers using 12485 MB)
@  2176s  (total 10 workers using 12490 MB)
@  2187s  (total 10 workers using 12518 MB)
@  2198s  (total 10 workers using 12534 MB)
@  2209s  (total 10 workers using 12540 MB)
@  2220s  (total 10 workers using 12572 MB)
@  2231s  (total 10 workers using 12620 MB)
@  2242s  (total 10 workers using 12624 MB)
@  2252s  (total 10 workers using 12625 MB)
@  2263s  (total 10 workers using 12681 MB)
@  2274s  (total 10 workers using 12666 MB)
@  2285s  (total 10 workers using 12667 MB)
@  2296s  (total 10 workers using 12678 MB)
@  2307s  (total 10 workers using 12706 MB)
@  2318s  (total 10 workers using 12723 MB)
@  2329s  (total 10 workers using 12756 MB)
@  2340s  (total 10 workers using 12784 MB)
@  2351s  (total 10 workers using 12763 MB)
@  2362s  (total 10 workers using 12763 MB)
@  2373s  (total 10 workers using 12763 MB)
@  2384s  (total 10 workers using 12763 MB)
@  2395s  (total 10 workers using 12735 MB)
@  2406s  (total 10 workers using 12768 MB)
@  2417s  (total 10 workers using 12825 MB)
@  2427s  (total 10 workers using 12827 MB)
@  2438s  (total 10 workers using 12855 MB)
@  2449s  (total 10 workers using 12843 MB)
@  2460s  (total 10 workers using 12919 MB)
@  2471s  (total 10 workers using 12951 MB)
@  2482s  (total 10 workers using 12968 MB)
@  2493s  (total 10 workers using 12915 MB)
@  2504s  (total 10 workers using 12949 MB)
@  2515s  (total 10 workers using 12949 MB)
@  2526s  (total 10 workers using 12953 MB)
@  2537s  (total 10 workers using 13011 MB)
@  2548s  (total 10 workers using 13036 MB)
@  2559s  (total 10 workers using 13038 MB)
@  2570s  (total 10 workers using 13039 MB)
@  2580s  (total 10 workers using 13100 MB)
@  2592s  (total 10 workers using 13123 MB)
@  2602s  (total 10 workers using 13141 MB)
@  2613s  (total 10 workers using 13153 MB)
@  2624s  (total 10 workers using 13171 MB)
@  2635s  (total 10 workers using 13176 MB)
@  2646s  (total 10 workers using 13234 MB)
@  2657s  (total 10 workers using 13250 MB)
@  2668s  (total 10 workers using 13254 MB)
@  2679s  (total 10 workers using 13269 MB)
@  2690s  (total 10 workers using 13269 MB)
@  2701s  (total 10 workers using 13277 MB)
@  2712s  (total 10 workers using 13321 MB)
@  2723s  (total 10 workers using 13321 MB)
@  2734s  (total 10 workers using 13310 MB)
@  2745s  (total 10 workers using 13353 MB)
@  2755s  (total 10 workers using 13363 MB)
@  2767s  (total 10 workers using 13392 MB)
@  2777s  (total 10 workers using 13279 MB)
@  2788s  (total 10 workers using 13420 MB)
@  2799s  (total 10 workers using 13465 MB)
@  2810s  (total 10 workers using 13455 MB)
@  2821s  (total 10 workers using 13477 MB)
@  2832s  (total 10 workers using 13473 MB)
@  2843s  (total 10 workers using 13492 MB)
@  2854s  (total 10 workers using 13481 MB)
@  2865s  (total 10 workers using 13498 MB)
@  2876s  (total 10 workers using 13559 MB)
@  2887s  (total 10 workers using 13616 MB)
@  2898s  (total 10 workers using 13621 MB)
@  2909s  (total 10 workers using 13618 MB)
@  2920s  (total 10 workers using 13625 MB)
@  2930s  (total 10 workers using 13620 MB)
@  2941s  (total 10 workers using 13664 MB)
@  2952s  (total 10 workers using 13690 MB)
@  2963s  (total 10 workers using 13729 MB)
@  2974s  (total 10 workers using 13682 MB)
@  2985s  (total 10 workers using 13670 MB)
@  2996s  (total 10 workers using 13717 MB)
@  3007s  (total 10 workers using 13830 MB)
@  3018s  (total 10 workers using 13817 MB)
@  3029s  (total 10 workers using 13836 MB)
@  3040s  (total 10 workers using 13825 MB)
@  3051s  (total 10 workers using 13842 MB)
@  3062s  (total 10 workers using 13826 MB)
@  3073s  (total 10 workers using 13826 MB)
@  3083s  (total 10 workers using 13836 MB)
@  3095s  (total 10 workers using 13841 MB)
@  3105s  (total 10 workers using 13837 MB)
@  3116s  (total 10 workers using 13845 MB)
@  3127s  (total 10 workers using 13850 MB)
@  3138s  (total 10 workers using 13848 MB)
@  3149s  (total 10 workers using 13850 MB)
@  3160s  (total 10 workers using 13859 MB)
@  3171s  (total 10 workers using 13892 MB)
@  3182s  (total 10 workers using 13851 MB)
@  3193s  (total 10 workers using 13852 MB)
@  3204s  (total 10 workers using 13863 MB)
@  3215s  (total 10 workers using 13894 MB)
@  3226s  (total 10 workers using 13950 MB)
@  3237s  (total 10 workers using 13951 MB)
@  3248s  (total 10 workers using 13952 MB)
@  3258s  (total 10 workers using 13981 MB)
@  3270s  (total 10 workers using 14006 MB)
@  3280s  (total 10 workers using 14007 MB)
@  3291s  (total 10 workers using 14012 MB)
@  3302s  (total 10 workers using 14047 MB)
@  3313s  (total 10 workers using 14045 MB)
@  3324s  (total 10 workers using 14077 MB)
@  3335s  (total 10 workers using 14077 MB)
@  3346s  (total 10 workers using 14092 MB)
@  3357s  (total 10 workers using 14105 MB)
@  3368s  (total 10 workers using 14097 MB)
@  3379s  (total 10 workers using 14097 MB)
@  3390s  (total 10 workers using 14055 MB)
@  3401s  (total 10 workers using 14067 MB)
@  3412s  (total 10 workers using 13995 MB)
@  3423s  (total 10 workers using 14039 MB)
@  3433s  (total 10 workers using 14098 MB)
@  3445s  (total 10 workers using 14124 MB)
@  3455s  (total 10 workers using 14187 MB)
@  3466s  (total 10 workers using 14164 MB)
@  3477s  (total 10 workers using 14261 MB)
@  3488s  (total 10 workers using 14305 MB)
@  3499s  (total 10 workers using 14274 MB)
@  3510s  (total 10 workers using 14274 MB)
@  3521s  (total 10 workers using 14311 MB)
@  3532s  (total 10 workers using 14322 MB)
@  3543s  (total 10 workers using 14291 MB)
@  3554s  (total 10 workers using 14119 MB)
@  3554s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3554s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3554s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3554s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3554s  (worker 2 finished with result unknown) python3 avr.py
@  3564s  (total 5 workers using 11252 MB)
@  3575s  (stopping all workers)
@  3575s  (total 5 workers using 0 MB)
@  3575s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3575s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3575s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3575s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3575s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3575s  (copied results from worker 0 in /tmp//pr_test)
@  3575s  [0;30;47m(proof race finished with answer unknown in 3575.06 seconds)[m
unknown
c done
