c host: c3n13
c start: Fri Oct 18 18:40:56 CEST 2019
c arrayjobid: 17567256
c jobid: 17567270
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/beem/leader_election.3.prop1-back-serstep.btor2
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567270.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   337s  (total 11 workers using 3658 MB)
@   348s  (total 11 workers using 3687 MB)
@   359s  (total 11 workers using 3706 MB)
@   370s  (total 11 workers using 3809 MB)
@   381s  (total 11 workers using 3866 MB)
@   392s  (total 11 workers using 3890 MB)
@   403s  (total 11 workers using 4030 MB)
@   414s  (total 11 workers using 4072 MB)
@   425s  (total 11 workers using 4057 MB)
@   436s  (total 11 workers using 4071 MB)
@   447s  (total 11 workers using 4053 MB)
@   459s  (total 11 workers using 3937 MB)
@   470s  (total 11 workers using 3977 MB)
@   481s  (total 11 workers using 4033 MB)
@   492s  (total 11 workers using 4019 MB)
@   503s  (total 11 workers using 4035 MB)
@   514s  (total 11 workers using 4101 MB)
@   525s  (total 11 workers using 4123 MB)
@   536s  (total 11 workers using 4107 MB)
@   547s  (total 11 workers using 4212 MB)
@   558s  (total 11 workers using 4245 MB)
@   569s  (total 11 workers using 4331 MB)
@   580s  (total 11 workers using 4311 MB)
@   591s  (total 11 workers using 4321 MB)
@   602s  (total 11 workers using 4340 MB)
@   614s  (total 11 workers using 4339 MB)
@   625s  (total 11 workers using 4312 MB)
@   636s  (total 11 workers using 4339 MB)
@   647s  (total 11 workers using 4370 MB)
@   658s  (total 11 workers using 4566 MB)
@   669s  (total 11 workers using 4591 MB)
@   680s  (total 11 workers using 4582 MB)
@   691s  (total 11 workers using 4627 MB)
@   702s  (total 11 workers using 4735 MB)
@   713s  (total 11 workers using 4747 MB)
@   724s  (total 11 workers using 4777 MB)
@   735s  (total 11 workers using 4587 MB)
@   746s  (total 11 workers using 4675 MB)
@   757s  (total 11 workers using 4689 MB)
@   769s  (total 11 workers using 4677 MB)
@   779s  (total 11 workers using 4726 MB)
@   791s  (total 11 workers using 4848 MB)
@   802s  (total 11 workers using 4942 MB)
@   813s  (total 11 workers using 4956 MB)
@   824s  (total 11 workers using 5048 MB)
@   835s  (total 11 workers using 4998 MB)
@   846s  (total 11 workers using 4992 MB)
@   857s  (total 11 workers using 4994 MB)
@   868s  (total 11 workers using 5005 MB)
@   879s  (total 11 workers using 5124 MB)
@   890s  (total 11 workers using 5128 MB)
@   901s  (total 11 workers using 5131 MB)
@   912s  (total 11 workers using 5139 MB)
@   924s  (total 11 workers using 5171 MB)
@   935s  (total 11 workers using 5142 MB)
@   946s  (total 11 workers using 5108 MB)
@   957s  (total 11 workers using 5130 MB)
@   968s  (total 11 workers using 5156 MB)
@   979s  (total 11 workers using 5186 MB)
@   990s  (total 11 workers using 5189 MB)
@  1001s  (total 11 workers using 5248 MB)
@  1012s  (total 11 workers using 5289 MB)
@  1023s  (total 11 workers using 5271 MB)
@  1034s  (total 11 workers using 5320 MB)
@  1045s  (total 11 workers using 5390 MB)
@  1056s  (total 11 workers using 5512 MB)
@  1067s  (total 11 workers using 5521 MB)
@  1079s  (total 11 workers using 5569 MB)
@  1090s  (total 11 workers using 5578 MB)
@  1101s  (total 11 workers using 5705 MB)
@  1112s  (total 11 workers using 6143 MB)
@  1123s  (total 11 workers using 6207 MB)
@  1134s  (total 11 workers using 6262 MB)
@  1145s  (total 11 workers using 6193 MB)
@  1156s  (total 11 workers using 6355 MB)
@  1167s  (total 11 workers using 6360 MB)
@  1178s  (total 11 workers using 6369 MB)
@  1189s  (total 11 workers using 6422 MB)
@  1200s  (total 11 workers using 6430 MB)
@  1212s  (total 11 workers using 6334 MB)
@  1223s  (total 11 workers using 6428 MB)
@  1234s  (total 11 workers using 6443 MB)
@  1245s  (total 11 workers using 6502 MB)
@  1256s  (total 11 workers using 6492 MB)
@  1267s  (total 11 workers using 6538 MB)
@  1278s  (total 11 workers using 6557 MB)
@  1289s  (total 11 workers using 6607 MB)
@  1300s  (total 11 workers using 6621 MB)
@  1311s  (total 11 workers using 6648 MB)
@  1322s  (total 11 workers using 6664 MB)
@  1333s  (total 11 workers using 6667 MB)
@  1344s  (total 11 workers using 6672 MB)
@  1355s  (total 11 workers using 6699 MB)
@  1367s  (total 11 workers using 6711 MB)
@  1378s  (total 11 workers using 6714 MB)
@  1389s  (total 11 workers using 6742 MB)
@  1400s  (total 11 workers using 6756 MB)
@  1411s  (total 11 workers using 6822 MB)
@  1422s  (total 11 workers using 6826 MB)
@  1433s  (total 11 workers using 7072 MB)
@  1444s  (total 11 workers using 7078 MB)
@  1455s  (total 11 workers using 6814 MB)
@  1466s  (total 11 workers using 6787 MB)
@  1477s  (total 11 workers using 6834 MB)
@  1488s  (total 11 workers using 6869 MB)
@  1499s  (total 11 workers using 6898 MB)
@  1510s  (total 11 workers using 6927 MB)
@  1522s  (total 11 workers using 6855 MB)
@  1533s  (total 11 workers using 6923 MB)
@  1544s  (total 11 workers using 6947 MB)
@  1555s  (total 11 workers using 6976 MB)
@  1566s  (total 11 workers using 6966 MB)
@  1577s  (total 11 workers using 6969 MB)
@  1588s  (total 11 workers using 7060 MB)
@  1599s  (total 11 workers using 7077 MB)
@  1610s  (total 11 workers using 7085 MB)
@  1621s  (total 11 workers using 7094 MB)
@  1632s  (total 11 workers using 7119 MB)
@  1643s  (total 11 workers using 7137 MB)
@  1654s  (total 11 workers using 7165 MB)
@  1665s  (total 11 workers using 7173 MB)
@  1677s  (total 11 workers using 7213 MB)
@  1688s  (total 11 workers using 7220 MB)
@  1699s  (total 11 workers using 7236 MB)
@  1710s  (total 11 workers using 7201 MB)
@  1721s  (total 11 workers using 7205 MB)
@  1732s  (total 11 workers using 7229 MB)
@  1743s  (total 11 workers using 7236 MB)
@  1754s  (total 11 workers using 7241 MB)
@  1765s  (total 11 workers using 7245 MB)
@  1776s  (total 11 workers using 7321 MB)
@  1787s  (total 11 workers using 7298 MB)
@  1798s  (total 11 workers using 7306 MB)
@  1809s  (total 11 workers using 7321 MB)
@  1820s  (total 11 workers using 7328 MB)
@  1832s  (total 11 workers using 7330 MB)
@  1842s  (total 11 workers using 7336 MB)
@  1854s  (total 11 workers using 7293 MB)
@  1865s  (total 11 workers using 7345 MB)
@  1876s  (total 11 workers using 7354 MB)
@  1887s  (total 11 workers using 7421 MB)
@  1898s  (total 11 workers using 7492 MB)
@  1909s  (total 11 workers using 7498 MB)
@  1920s  (total 11 workers using 7552 MB)
@  1931s  (total 11 workers using 7558 MB)
@  1942s  (total 11 workers using 7572 MB)
@  1953s  (total 11 workers using 7599 MB)
@  1964s  (total 11 workers using 7610 MB)
@  1975s  (total 11 workers using 7634 MB)
@  1987s  (total 11 workers using 7656 MB)
@  1997s  (total 11 workers using 7662 MB)
@  2009s  (total 11 workers using 7692 MB)
@  2020s  (total 11 workers using 7715 MB)
@  2031s  (total 11 workers using 7775 MB)
@  2042s  (total 11 workers using 7821 MB)
@  2053s  (total 11 workers using 7862 MB)
@  2064s  (total 11 workers using 7900 MB)
@  2075s  (total 11 workers using 7910 MB)
@  2086s  (total 11 workers using 7879 MB)
@  2097s  (total 11 workers using 7890 MB)
@  2108s  (total 11 workers using 7899 MB)
@  2119s  (total 11 workers using 7904 MB)
@  2130s  (total 11 workers using 7749 MB)
@  2142s  (total 11 workers using 7818 MB)
@  2152s  (total 11 workers using 7827 MB)
@  2164s  (total 11 workers using 7842 MB)
@  2175s  (total 11 workers using 7852 MB)
@  2186s  (total 11 workers using 7864 MB)
@  2197s  (total 11 workers using 7890 MB)
@  2208s  (total 11 workers using 7877 MB)
@  2219s  (total 11 workers using 7894 MB)
@  2230s  (total 11 workers using 7904 MB)
@  2241s  (total 11 workers using 7914 MB)
@  2252s  (total 11 workers using 7970 MB)
@  2263s  (total 11 workers using 8081 MB)
@  2274s  (total 11 workers using 8270 MB)
@  2285s  (total 11 workers using 8275 MB)
@  2297s  (total 11 workers using 8023 MB)
@  2308s  (total 11 workers using 8044 MB)
@  2319s  (total 11 workers using 8030 MB)
@  2330s  (total 11 workers using 8073 MB)
@  2341s  (total 11 workers using 8053 MB)
@  2352s  (total 11 workers using 8059 MB)
@  2363s  (total 11 workers using 8096 MB)
@  2374s  (total 11 workers using 8184 MB)
@  2385s  (total 11 workers using 8193 MB)
@  2396s  (total 11 workers using 8293 MB)
@  2407s  (total 11 workers using 8304 MB)
@  2418s  (total 11 workers using 8314 MB)
@  2430s  (total 11 workers using 8396 MB)
@  2441s  (total 11 workers using 8453 MB)
@  2452s  (total 11 workers using 8460 MB)
@  2463s  (total 11 workers using 8473 MB)
@  2474s  (total 11 workers using 8480 MB)
@  2485s  (total 11 workers using 8493 MB)
@  2496s  (total 11 workers using 8479 MB)
@  2507s  (total 11 workers using 8491 MB)
@  2518s  (total 11 workers using 8499 MB)
@  2529s  (total 11 workers using 8453 MB)
@  2540s  (total 11 workers using 8460 MB)
@  2551s  (total 11 workers using 8498 MB)
@  2563s  (total 11 workers using 8523 MB)
@  2573s  (total 11 workers using 8545 MB)
@  2585s  (total 11 workers using 8642 MB)
@  2596s  (total 11 workers using 8648 MB)
@  2607s  (total 11 workers using 8659 MB)
@  2618s  (total 11 workers using 8664 MB)
@  2629s  (total 11 workers using 8634 MB)
@  2640s  (total 11 workers using 8665 MB)
@  2651s  (total 11 workers using 8675 MB)
@  2662s  (total 11 workers using 8787 MB)
@  2673s  (total 11 workers using 8816 MB)
@  2684s  (total 11 workers using 8822 MB)
@  2695s  (total 11 workers using 8830 MB)
@  2706s  (total 11 workers using 8839 MB)
@  2718s  (total 11 workers using 8849 MB)
@  2729s  (total 11 workers using 8858 MB)
@  2740s  (total 11 workers using 8867 MB)
@  2751s  (total 11 workers using 8884 MB)
@  2762s  (total 11 workers using 8893 MB)
@  2773s  (total 11 workers using 8951 MB)
@  2784s  (total 11 workers using 9014 MB)
@  2795s  (total 11 workers using 9155 MB)
@  2806s  (total 11 workers using 9212 MB)
@  2817s  (total 11 workers using 9232 MB)
@  2828s  (total 11 workers using 9274 MB)
@  2839s  (total 11 workers using 9283 MB)
@  2850s  (total 11 workers using 9301 MB)
@  2861s  (total 11 workers using 9325 MB)
@  2872s  (total 11 workers using 9407 MB)
@  2883s  (total 11 workers using 9424 MB)
@  2894s  (total 11 workers using 9445 MB)
@  2905s  (total 11 workers using 9458 MB)
@  2916s  (total 11 workers using 9464 MB)
@  2927s  (total 11 workers using 9472 MB)
@  2939s  (total 11 workers using 9434 MB)
@  2949s  (total 11 workers using 9445 MB)
@  2961s  (total 11 workers using 9417 MB)
@  2972s  (total 11 workers using 9434 MB)
@  2983s  (total 11 workers using 9440 MB)
@  2994s  (total 11 workers using 9457 MB)
@  3005s  (total 11 workers using 9629 MB)
@  3016s  (total 11 workers using 9602 MB)
@  3027s  (total 11 workers using 9609 MB)
@  3038s  (total 11 workers using 9620 MB)
@  3049s  (total 11 workers using 9631 MB)
@  3060s  (total 11 workers using 9641 MB)
@  3071s  (total 11 workers using 9652 MB)
@  3082s  (total 11 workers using 9658 MB)
@  3093s  (total 11 workers using 9669 MB)
@  3104s  (total 11 workers using 9695 MB)
@  3115s  (total 11 workers using 9705 MB)
@  3126s  (total 11 workers using 9720 MB)
@  3137s  (total 11 workers using 9737 MB)
@  3148s  (total 11 workers using 9747 MB)
@  3160s  (total 11 workers using 9761 MB)
@  3171s  (total 11 workers using 9767 MB)
@  3182s  (total 11 workers using 9774 MB)
@  3193s  (total 11 workers using 9794 MB)
@  3204s  (total 11 workers using 9833 MB)
@  3215s  (total 11 workers using 9866 MB)
@  3226s  (total 11 workers using 9916 MB)
@  3237s  (total 11 workers using 9994 MB)
@  3248s  (total 11 workers using 10060 MB)
@  3259s  (total 11 workers using 10142 MB)
@  3270s  (total 11 workers using 10184 MB)
@  3281s  (total 11 workers using 10211 MB)
@  3292s  (total 11 workers using 10245 MB)
@  3303s  (total 11 workers using 10272 MB)
@  3315s  (total 11 workers using 10315 MB)
@  3325s  (total 11 workers using 10342 MB)
@  3337s  (total 11 workers using 10386 MB)
@  3348s  (total 11 workers using 10682 MB)
@  3359s  (total 11 workers using 10683 MB)
@  3370s  (total 11 workers using 10687 MB)
@  3381s  (total 11 workers using 9909 MB)
@  3392s  (total 11 workers using 9919 MB)
@  3403s  (total 11 workers using 9984 MB)
@  3414s  (total 11 workers using 10015 MB)
@  3425s  (total 11 workers using 10039 MB)
@  3436s  (total 11 workers using 10061 MB)
@  3447s  (total 11 workers using 10096 MB)
@  3458s  (total 11 workers using 10117 MB)
@  3470s  (total 11 workers using 10124 MB)
@  3481s  (total 11 workers using 10334 MB)
@  3492s  (total 11 workers using 10357 MB)
@  3503s  (total 11 workers using 10368 MB)
@  3514s  (total 11 workers using 10392 MB)
@  3525s  (total 11 workers using 10444 MB)
@  3536s  (total 11 workers using 10557 MB)
@  3547s  (total 11 workers using 10563 MB)
@  3558s  (total 11 workers using 10564 MB)
@  3567s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3569s  (total 10 workers using 9830 MB)
@  3573s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3576s  (stopping all workers)
@  3576s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3576s  (worker 2 finished with result unknown) python3 avr.py
@  3576s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3576s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3576s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3576s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3576s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3576s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3576s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3576s  (copied results from worker 0 in /tmp//pr_test)
@  3576s  [0;30;47m(proof race finished with answer unknown in 3576.29 seconds)[m
unknown
c done
