c host: c3n08
c start: Fri Oct 18 19:43:01 CEST 2019
c arrayjobid: 17567256
c jobid: 17567412
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/wolf/2018D/picorv32-pcregs-p2.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567412.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   305s  (total 11 workers using 4369 MB)
@   316s  (total 11 workers using 4553 MB)
@   327s  (total 11 workers using 4665 MB)
@   339s  (total 11 workers using 4804 MB)
@   350s  (total 11 workers using 4951 MB)
@   361s  (total 11 workers using 5144 MB)
@   372s  (total 11 workers using 5264 MB)
@   383s  (total 11 workers using 5310 MB)
@   394s  (total 11 workers using 5360 MB)
@   405s  (total 11 workers using 5404 MB)
@   416s  (total 11 workers using 5535 MB)
@   427s  (total 11 workers using 5592 MB)
@   438s  (total 11 workers using 5671 MB)
@   449s  (total 11 workers using 5715 MB)
@   460s  (total 11 workers using 5764 MB)
@   472s  (total 11 workers using 5790 MB)
@   482s  (total 11 workers using 5888 MB)
@   494s  (total 11 workers using 5959 MB)
@   505s  (total 11 workers using 5987 MB)
@   516s  (total 11 workers using 6061 MB)
@   527s  (total 11 workers using 6149 MB)
@   538s  (total 11 workers using 6380 MB)
@   549s  (total 11 workers using 6434 MB)
@   560s  (total 11 workers using 6467 MB)
@   571s  (total 11 workers using 6464 MB)
@   582s  (total 11 workers using 6600 MB)
@   593s  (total 11 workers using 6818 MB)
@   604s  (total 11 workers using 6888 MB)
@   615s  (total 11 workers using 7081 MB)
@   627s  (total 11 workers using 7088 MB)
@   638s  (total 11 workers using 7186 MB)
@   649s  (total 11 workers using 7166 MB)
@   660s  (total 11 workers using 7225 MB)
@   671s  (total 11 workers using 7258 MB)
@   682s  (total 11 workers using 7334 MB)
@   693s  (total 11 workers using 7416 MB)
@   704s  (total 11 workers using 7457 MB)
@   716s  (total 11 workers using 7493 MB)
@   726s  (total 11 workers using 7543 MB)
@   738s  (total 11 workers using 7595 MB)
@   749s  (total 11 workers using 7676 MB)
@   760s  (total 11 workers using 7708 MB)
@   771s  (total 11 workers using 7799 MB)
@   782s  (total 11 workers using 7871 MB)
@   793s  (total 11 workers using 7875 MB)
@   805s  (total 11 workers using 7918 MB)
@   816s  (total 11 workers using 8078 MB)
@   827s  (total 11 workers using 8119 MB)
@   838s  (total 11 workers using 8149 MB)
@   849s  (total 11 workers using 8170 MB)
@   860s  (total 11 workers using 8240 MB)
@   871s  (total 11 workers using 8316 MB)
@   882s  (total 11 workers using 8427 MB)
@   893s  (total 11 workers using 8493 MB)
@   904s  (total 11 workers using 8529 MB)
@   916s  (total 11 workers using 8593 MB)
@   927s  (total 11 workers using 8658 MB)
@   938s  (total 11 workers using 8688 MB)
@   949s  (total 11 workers using 8737 MB)
@   960s  (total 11 workers using 8770 MB)
@   971s  (total 11 workers using 8814 MB)
@   982s  (total 11 workers using 8827 MB)
@   993s  (total 11 workers using 8931 MB)
@  1005s  (total 11 workers using 8984 MB)
@  1016s  (total 11 workers using 9105 MB)
@  1027s  (total 11 workers using 9187 MB)
@  1038s  (total 11 workers using 9232 MB)
@  1049s  (total 11 workers using 9281 MB)
@  1060s  (total 11 workers using 9331 MB)
@  1071s  (total 11 workers using 9387 MB)
@  1082s  (total 11 workers using 9441 MB)
@  1094s  (total 11 workers using 9482 MB)
@  1104s  (total 11 workers using 9524 MB)
@  1116s  (total 11 workers using 9566 MB)
@  1127s  (total 11 workers using 9595 MB)
@  1138s  (total 11 workers using 9612 MB)
@  1149s  (total 11 workers using 9672 MB)
@  1160s  (total 11 workers using 9733 MB)
@  1171s  (total 11 workers using 9785 MB)
@  1182s  (total 11 workers using 9839 MB)
@  1193s  (total 11 workers using 9894 MB)
@  1204s  (total 11 workers using 9955 MB)
@  1215s  (total 11 workers using 10010 MB)
@  1226s  (total 11 workers using 10074 MB)
@  1237s  (total 11 workers using 10130 MB)
@  1249s  (total 11 workers using 10165 MB)
@  1259s  (total 11 workers using 10221 MB)
@  1271s  (total 11 workers using 10273 MB)
@  1282s  (total 11 workers using 10335 MB)
@  1293s  (total 11 workers using 10404 MB)
@  1304s  (total 11 workers using 10393 MB)
@  1315s  (total 11 workers using 10447 MB)
@  1326s  (total 11 workers using 10496 MB)
@  1337s  (total 11 workers using 10552 MB)
@  1348s  (total 11 workers using 10606 MB)
@  1359s  (total 11 workers using 10681 MB)
@  1370s  (total 11 workers using 10707 MB)
@  1381s  (total 11 workers using 10746 MB)
@  1392s  (total 11 workers using 10783 MB)
@  1403s  (total 11 workers using 9373 MB)
@  1404s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  1414s  (total 10 workers using 9390 MB)
@  1425s  (total 10 workers using 9404 MB)
@  1436s  (total 10 workers using 9461 MB)
@  1447s  (total 10 workers using 9512 MB)
@  1458s  (total 10 workers using 9511 MB)
@  1469s  (total 10 workers using 9525 MB)
@  1480s  (total 10 workers using 9544 MB)
@  1491s  (total 10 workers using 9602 MB)
@  1502s  (total 10 workers using 9620 MB)
@  1513s  (total 10 workers using 9648 MB)
@  1524s  (total 10 workers using 9689 MB)
@  1535s  (total 10 workers using 9739 MB)
@  1546s  (total 10 workers using 9795 MB)
@  1557s  (total 10 workers using 9814 MB)
@  1568s  (total 10 workers using 9833 MB)
@  1579s  (total 10 workers using 9859 MB)
@  1590s  (total 10 workers using 9875 MB)
@  1601s  (total 10 workers using 9899 MB)
@  1611s  (total 10 workers using 9924 MB)
@  1623s  (total 10 workers using 9965 MB)
@  1633s  (total 10 workers using 10002 MB)
@  1644s  (total 10 workers using 10065 MB)
@  1655s  (total 10 workers using 10072 MB)
@  1666s  (total 10 workers using 10060 MB)
@  1677s  (total 10 workers using 10109 MB)
@  1688s  (total 10 workers using 10123 MB)
@  1699s  (total 10 workers using 10161 MB)
@  1710s  (total 10 workers using 10253 MB)
@  1721s  (total 10 workers using 10175 MB)
@  1732s  (total 10 workers using 10260 MB)
@  1743s  (total 10 workers using 10235 MB)
@  1754s  (total 10 workers using 10255 MB)
@  1765s  (total 10 workers using 10277 MB)
@  1776s  (total 10 workers using 10300 MB)
@  1787s  (total 10 workers using 10326 MB)
@  1798s  (total 10 workers using 10356 MB)
@  1809s  (total 10 workers using 10388 MB)
@  1820s  (total 10 workers using 10411 MB)
@  1831s  (total 10 workers using 10408 MB)
@  1842s  (total 10 workers using 10471 MB)
@  1853s  (total 10 workers using 10474 MB)
@  1864s  (total 10 workers using 10527 MB)
@  1875s  (total 10 workers using 10533 MB)
@  1886s  (total 10 workers using 10580 MB)
@  1897s  (total 10 workers using 10601 MB)
@  1908s  (total 10 workers using 10611 MB)
@  1919s  (total 10 workers using 10612 MB)
@  1930s  (total 10 workers using 10647 MB)
@  1940s  (total 10 workers using 10720 MB)
@  1952s  (total 10 workers using 10757 MB)
@  1962s  (total 10 workers using 10767 MB)
@  1973s  (total 10 workers using 10796 MB)
@  1984s  (total 10 workers using 10818 MB)
@  1995s  (total 10 workers using 10837 MB)
@  2006s  (total 10 workers using 10937 MB)
@  2017s  (total 10 workers using 10891 MB)
@  2028s  (total 10 workers using 10911 MB)
@  2039s  (total 10 workers using 10932 MB)
@  2050s  (total 10 workers using 10903 MB)
@  2061s  (total 10 workers using 10916 MB)
@  2072s  (total 10 workers using 11004 MB)
@  2083s  (total 10 workers using 10940 MB)
@  2094s  (total 10 workers using 10963 MB)
@  2105s  (total 10 workers using 11002 MB)
@  2116s  (total 10 workers using 10970 MB)
@  2127s  (total 10 workers using 11046 MB)
@  2138s  (total 10 workers using 11117 MB)
@  2149s  (total 10 workers using 11140 MB)
@  2160s  (total 10 workers using 11234 MB)
@  2171s  (total 10 workers using 11272 MB)
@  2182s  (total 10 workers using 11319 MB)
@  2193s  (total 10 workers using 11356 MB)
@  2204s  (total 10 workers using 11381 MB)
@  2215s  (total 10 workers using 11405 MB)
@  2225s  (total 10 workers using 11424 MB)
@  2237s  (total 10 workers using 11443 MB)
@  2247s  (total 10 workers using 11485 MB)
@  2259s  (total 10 workers using 11541 MB)
@  2269s  (total 10 workers using 11573 MB)
@  2280s  (total 10 workers using 11596 MB)
@  2291s  (total 10 workers using 11620 MB)
@  2302s  (total 10 workers using 11643 MB)
@  2313s  (total 10 workers using 11678 MB)
@  2324s  (total 10 workers using 11735 MB)
@  2335s  (total 10 workers using 11742 MB)
@  2346s  (total 10 workers using 11827 MB)
@  2357s  (total 10 workers using 11928 MB)
@  2368s  (total 10 workers using 11883 MB)
@  2379s  (total 10 workers using 11936 MB)
@  2390s  (total 10 workers using 12006 MB)
@  2401s  (total 10 workers using 12025 MB)
@  2412s  (total 10 workers using 12159 MB)
@  2423s  (total 10 workers using 12103 MB)
@  2434s  (total 10 workers using 12116 MB)
@  2445s  (total 10 workers using 12151 MB)
@  2456s  (total 10 workers using 12192 MB)
@  2467s  (total 10 workers using 12194 MB)
@  2478s  (total 10 workers using 12213 MB)
@  2489s  (total 10 workers using 12303 MB)
@  2500s  (total 10 workers using 12331 MB)
@  2511s  (total 10 workers using 12349 MB)
@  2522s  (total 10 workers using 12386 MB)
@  2533s  (total 10 workers using 12436 MB)
@  2544s  (total 10 workers using 12422 MB)
@  2554s  (total 10 workers using 12478 MB)
@  2566s  (total 10 workers using 12496 MB)
@  2576s  (total 10 workers using 12524 MB)
@  2587s  (total 10 workers using 12550 MB)
@  2598s  (total 10 workers using 12565 MB)
@  2609s  (total 10 workers using 12598 MB)
@  2620s  (total 10 workers using 12615 MB)
@  2631s  (total 10 workers using 12632 MB)
@  2642s  (total 10 workers using 12668 MB)
@  2653s  (total 10 workers using 12693 MB)
@  2664s  (total 10 workers using 12723 MB)
@  2675s  (total 10 workers using 12744 MB)
@  2686s  (total 10 workers using 12888 MB)
@  2697s  (total 10 workers using 12899 MB)
@  2708s  (total 10 workers using 12909 MB)
@  2719s  (total 10 workers using 12911 MB)
@  2730s  (total 10 workers using 13015 MB)
@  2741s  (total 10 workers using 13051 MB)
@  2752s  (total 10 workers using 13043 MB)
@  2763s  (total 10 workers using 13088 MB)
@  2774s  (total 10 workers using 13086 MB)
@  2785s  (total 10 workers using 13044 MB)
@  2796s  (total 10 workers using 13113 MB)
@  2807s  (total 10 workers using 13129 MB)
@  2818s  (total 10 workers using 13160 MB)
@  2829s  (total 10 workers using 13194 MB)
@  2840s  (total 10 workers using 13213 MB)
@  2851s  (total 10 workers using 13223 MB)
@  2862s  (total 10 workers using 13239 MB)
@  2873s  (total 10 workers using 13248 MB)
@  2883s  (total 10 workers using 13242 MB)
@  2895s  (total 10 workers using 13352 MB)
@  2905s  (total 10 workers using 13371 MB)
@  2916s  (total 10 workers using 13384 MB)
@  2927s  (total 10 workers using 13412 MB)
@  2938s  (total 10 workers using 13433 MB)
@  2949s  (total 10 workers using 13450 MB)
@  2960s  (total 10 workers using 13472 MB)
@  2971s  (total 10 workers using 13507 MB)
@  2982s  (total 10 workers using 13519 MB)
@  2993s  (total 10 workers using 13544 MB)
@  3004s  (total 10 workers using 13564 MB)
@  3015s  (total 10 workers using 13583 MB)
@  3026s  (total 10 workers using 13610 MB)
@  3037s  (total 10 workers using 13629 MB)
@  3048s  (total 10 workers using 13679 MB)
@  3059s  (total 10 workers using 13690 MB)
@  3070s  (total 10 workers using 13713 MB)
@  3081s  (total 10 workers using 13734 MB)
@  3092s  (total 10 workers using 13760 MB)
@  3103s  (total 10 workers using 13779 MB)
@  3114s  (total 10 workers using 13808 MB)
@  3125s  (total 10 workers using 13822 MB)
@  3136s  (total 10 workers using 13826 MB)
@  3147s  (total 10 workers using 13855 MB)
@  3158s  (total 10 workers using 13838 MB)
@  3169s  (total 10 workers using 13860 MB)
@  3180s  (total 10 workers using 13873 MB)
@  3191s  (total 10 workers using 13892 MB)
@  3202s  (total 10 workers using 13918 MB)
@  3212s  (total 10 workers using 13937 MB)
@  3224s  (total 10 workers using 13973 MB)
@  3234s  (total 10 workers using 13995 MB)
@  3246s  (total 10 workers using 14006 MB)
@  3256s  (total 10 workers using 14041 MB)
@  3268s  (total 10 workers using 14029 MB)
@  3278s  (total 10 workers using 14145 MB)
@  3289s  (total 10 workers using 14171 MB)
@  3300s  (total 10 workers using 14190 MB)
@  3311s  (total 10 workers using 14221 MB)
@  3322s  (total 10 workers using 14246 MB)
@  3333s  (total 10 workers using 14302 MB)
@  3344s  (total 10 workers using 14312 MB)
@  3355s  (total 10 workers using 14330 MB)
@  3366s  (total 10 workers using 14346 MB)
@  3377s  (total 10 workers using 14373 MB)
@  3388s  (total 10 workers using 14391 MB)
@  3399s  (total 10 workers using 14420 MB)
@  3410s  (total 10 workers using 14434 MB)
@  3421s  (total 10 workers using 14502 MB)
@  3432s  (total 10 workers using 14522 MB)
@  3443s  (total 10 workers using 14608 MB)
@  3454s  (total 10 workers using 14693 MB)
@  3465s  (total 10 workers using 14710 MB)
@  3476s  (total 10 workers using 14814 MB)
@  3487s  (total 10 workers using 14683 MB)
@  3497s  (total 10 workers using 14705 MB)
@  3509s  (total 10 workers using 14713 MB)
@  3519s  (total 10 workers using 14742 MB)
@  3531s  (total 10 workers using 14762 MB)
@  3541s  (total 10 workers using 14773 MB)
@  3552s  (total 10 workers using 14839 MB)
@  3554s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3554s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3554s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3554s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3554s  (worker 2 finished with result unknown) python3 avr.py
@  3554s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3554s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3554s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3555s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3555s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3555s  (copied results from worker 0 in /tmp//pr_test)
@  3555s  [0;30;47m(proof race finished with answer unknown in 3555.00 seconds)[m
unknown
c done
