c host: c3n22
c start: Fri Oct 18 19:42:26 CEST 2019
c arrayjobid: 17567256
c jobid: 17567405
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/wolf/2018D/VexRiscv-regch0-20-p1.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567405.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   305s  (total 11 workers using 8665 MB)
@   316s  (total 11 workers using 9101 MB)
@   327s  (total 11 workers using 9088 MB)
@   339s  (total 11 workers using 9819 MB)
@   350s  (total 11 workers using 10427 MB)
@   361s  (total 11 workers using 11214 MB)
@   372s  (total 11 workers using 11486 MB)
@   383s  (total 11 workers using 11712 MB)
@   394s  (total 11 workers using 11443 MB)
@   405s  (total 11 workers using 12440 MB)
@   416s  (total 11 workers using 12015 MB)
@   428s  (total 11 workers using 12102 MB)
@   438s  (total 11 workers using 13082 MB)
@   450s  (total 11 workers using 13413 MB)
@   461s  (total 11 workers using 13563 MB)
@   472s  (total 11 workers using 13121 MB)
@   483s  (total 11 workers using 13076 MB)
@   494s  (total 11 workers using 14193 MB)
@   505s  (total 11 workers using 13738 MB)
@   516s  (total 11 workers using 14665 MB)
@   527s  (total 11 workers using 16029 MB)
@   539s  (total 11 workers using 16491 MB)
@   550s  (total 11 workers using 15965 MB)
@   561s  (total 11 workers using 16904 MB)
@   572s  (total 11 workers using 15919 MB)
@   583s  (total 11 workers using 16634 MB)
@   586s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@   594s  (total 10 workers using 15451 MB)
@   605s  (total 10 workers using 16750 MB)
@   616s  (total 10 workers using 16162 MB)
@   627s  (total 10 workers using 17101 MB)
@   638s  (total 10 workers using 16285 MB)
@   649s  (total 10 workers using 17228 MB)
@   660s  (total 10 workers using 16619 MB)
@   671s  (total 10 workers using 16948 MB)
@   682s  (total 10 workers using 18110 MB)
@   693s  (total 10 workers using 18323 MB)
@   704s  (total 10 workers using 17674 MB)
@   715s  (total 10 workers using 18593 MB)
@   726s  (total 10 workers using 17957 MB)
@   737s  (total 10 workers using 19073 MB)
@   748s  (total 10 workers using 19148 MB)
@   759s  (total 10 workers using 19410 MB)
@   770s  (total 10 workers using 19301 MB)
@   781s  (total 10 workers using 19634 MB)
@   792s  (total 10 workers using 19816 MB)
@   803s  (total 10 workers using 19500 MB)
@   814s  (total 10 workers using 19193 MB)
@   825s  (total 10 workers using 19087 MB)
@   836s  (total 10 workers using 20522 MB)
@   847s  (total 10 workers using 20218 MB)
@   858s  (total 10 workers using 19390 MB)
@   869s  (total 10 workers using 21001 MB)
@   880s  (total 10 workers using 19663 MB)
@   891s  (total 10 workers using 20917 MB)
@   902s  (total 10 workers using 21641 MB)
@   913s  (total 10 workers using 20474 MB)
@   924s  (total 10 workers using 21172 MB)
@   935s  (total 10 workers using 21943 MB)
@   946s  (total 10 workers using 22264 MB)
@   957s  (total 10 workers using 22329 MB)
@   968s  (total 10 workers using 22447 MB)
@   979s  (total 10 workers using 21565 MB)
@   990s  (total 10 workers using 21467 MB)
@  1001s  (total 10 workers using 21658 MB)
@  1012s  (total 10 workers using 21040 MB)
@  1023s  (total 10 workers using 23166 MB)
@  1034s  (total 10 workers using 22842 MB)
@  1045s  (total 10 workers using 22521 MB)
@  1056s  (total 10 workers using 21635 MB)
@  1067s  (total 10 workers using 23833 MB)
@  1078s  (total 10 workers using 22501 MB)
@  1089s  (total 10 workers using 24005 MB)
@  1100s  (total 10 workers using 23103 MB)
@  1111s  (total 10 workers using 24220 MB)
@  1122s  (total 10 workers using 23031 MB)
@  1133s  (total 10 workers using 24449 MB)
@  1144s  (total 10 workers using 22677 MB)
@  1155s  (total 10 workers using 23912 MB)
@  1166s  (total 10 workers using 24586 MB)
@  1177s  (total 10 workers using 25010 MB)
@  1188s  (total 10 workers using 23671 MB)
@  1199s  (total 10 workers using 25785 MB)
@  1208s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  1210s  (total 9 workers using 27312 MB)
@  1221s  (total 9 workers using 25262 MB)
@  1232s  (total 9 workers using 25801 MB)
@  1243s  (total 9 workers using 26086 MB)
@  1254s  (total 9 workers using 25977 MB)
@  1265s  (total 9 workers using 26198 MB)
@  1275s  (total 9 workers using 26269 MB)
@  1287s  (total 9 workers using 26716 MB)
@  1298s  (total 9 workers using 26657 MB)
@  1309s  (total 9 workers using 26895 MB)
@  1320s  (total 9 workers using 26985 MB)
@  1331s  (total 9 workers using 26902 MB)
@  1342s  (total 9 workers using 29401 MB)
@  1353s  (total 9 workers using 29126 MB)
@  1364s  (total 9 workers using 28380 MB)
@  1375s  (total 9 workers using 27310 MB)
@  1385s  (total 9 workers using 29529 MB)
@  1396s  (total 9 workers using 28627 MB)
@  1407s  (total 9 workers using 27839 MB)
@  1418s  (total 9 workers using 30081 MB)
@  1429s  (total 9 workers using 28943 MB)
@  1440s  (total 9 workers using 27724 MB)
@  1451s  (total 9 workers using 29724 MB)
@  1462s  (total 9 workers using 28530 MB)
@  1473s  (total 9 workers using 30198 MB)
@  1484s  (total 9 workers using 28545 MB)
@  1494s  (total 9 workers using 30239 MB)
@  1505s  (total 9 workers using 28758 MB)
@  1516s  (total 9 workers using 30152 MB)
@  1527s  (total 9 workers using 28595 MB)
@  1538s  (total 9 workers using 30014 MB)
@  1549s  (total 9 workers using 31042 MB)
@  1559s  (total 9 workers using 29222 MB)
@  1570s  (total 9 workers using 30833 MB)
@  1581s  (total 9 workers using 28514 MB)
@  1592s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  1592s  (total 8 workers using 13485 MB)
@  1603s  (total 8 workers using 13590 MB)
@  1613s  (total 8 workers using 13697 MB)
@  1624s  (total 8 workers using 13575 MB)
@  1635s  (total 8 workers using 13811 MB)
@  1646s  (total 8 workers using 13637 MB)
@  1656s  (total 8 workers using 13764 MB)
@  1667s  (total 8 workers using 13944 MB)
@  1678s  (total 8 workers using 13809 MB)
@  1688s  (total 8 workers using 13816 MB)
@  1699s  (total 8 workers using 13951 MB)
@  1710s  (total 8 workers using 14060 MB)
@  1721s  (total 8 workers using 13873 MB)
@  1731s  (total 8 workers using 14148 MB)
@  1742s  (total 8 workers using 13986 MB)
@  1753s  (total 8 workers using 14003 MB)
@  1764s  (total 8 workers using 14241 MB)
@  1774s  (total 8 workers using 14241 MB)
@  1785s  (total 8 workers using 14057 MB)
@  1796s  (total 8 workers using 14206 MB)
@  1807s  (total 8 workers using 14321 MB)
@  1817s  (total 8 workers using 14350 MB)
@  1828s  (total 8 workers using 14455 MB)
@  1839s  (total 8 workers using 14496 MB)
@  1849s  (total 8 workers using 14387 MB)
@  1860s  (total 8 workers using 14520 MB)
@  1871s  (total 8 workers using 14561 MB)
@  1882s  (total 8 workers using 14599 MB)
@  1892s  (total 8 workers using 14552 MB)
@  1903s  (total 8 workers using 14440 MB)
@  1914s  (total 8 workers using 14518 MB)
@  1924s  (total 8 workers using 14568 MB)
@  1935s  (total 8 workers using 14616 MB)
@  1946s  (total 8 workers using 14647 MB)
@  1957s  (total 8 workers using 14669 MB)
@  1967s  (total 8 workers using 14672 MB)
@  1978s  (total 8 workers using 14930 MB)
@  1989s  (total 8 workers using 14831 MB)
@  2000s  (total 8 workers using 14953 MB)
@  2010s  (total 8 workers using 15112 MB)
@  2021s  (total 8 workers using 15016 MB)
@  2032s  (total 8 workers using 15078 MB)
@  2043s  (total 8 workers using 14970 MB)
@  2053s  (total 8 workers using 15090 MB)
@  2064s  (total 8 workers using 15297 MB)
@  2075s  (total 8 workers using 15144 MB)
@  2085s  (total 8 workers using 15304 MB)
@  2096s  (total 8 workers using 15469 MB)
@  2107s  (total 8 workers using 15329 MB)
@  2117s  (total 8 workers using 15417 MB)
@  2128s  (total 8 workers using 15781 MB)
@  2139s  (total 8 workers using 15437 MB)
@  2150s  (total 8 workers using 15535 MB)
@  2160s  (total 8 workers using 15512 MB)
@  2171s  (total 8 workers using 15689 MB)
@  2182s  (total 8 workers using 15521 MB)
@  2193s  (total 8 workers using 15608 MB)
@  2203s  (total 8 workers using 15757 MB)
@  2214s  (total 8 workers using 15596 MB)
@  2225s  (total 8 workers using 15641 MB)
@  2236s  (total 8 workers using 15831 MB)
@  2246s  (total 8 workers using 16101 MB)
@  2257s  (total 8 workers using 15811 MB)
@  2268s  (total 8 workers using 15823 MB)
@  2278s  (total 8 workers using 15960 MB)
@  2289s  (total 8 workers using 15923 MB)
@  2300s  (total 8 workers using 15820 MB)
@  2311s  (total 8 workers using 15927 MB)
@  2321s  (total 8 workers using 15955 MB)
@  2332s  (total 8 workers using 16112 MB)
@  2343s  (total 8 workers using 16387 MB)
@  2353s  (total 8 workers using 16012 MB)
@  2364s  (total 8 workers using 16077 MB)
@  2375s  (total 8 workers using 16204 MB)
@  2386s  (total 8 workers using 16304 MB)
@  2396s  (total 8 workers using 16412 MB)
@  2407s  (total 8 workers using 16227 MB)
@  2418s  (total 8 workers using 16206 MB)
@  2429s  (total 8 workers using 16333 MB)
@  2439s  (total 8 workers using 16412 MB)
@  2450s  (total 8 workers using 16521 MB)
@  2461s  (total 8 workers using 16251 MB)
@  2471s  (total 8 workers using 16582 MB)
@  2482s  (total 8 workers using 16328 MB)
@  2493s  (total 8 workers using 16330 MB)
@  2504s  (total 8 workers using 16396 MB)
@  2514s  (total 8 workers using 16503 MB)
@  2525s  (total 8 workers using 16635 MB)
@  2536s  (total 8 workers using 16751 MB)
@  2546s  (total 8 workers using 16904 MB)
@  2557s  (total 8 workers using 16569 MB)
@  2568s  (total 8 workers using 16648 MB)
@  2579s  (total 8 workers using 16762 MB)
@  2589s  (total 8 workers using 16745 MB)
@  2600s  (total 8 workers using 16850 MB)
@  2611s  (total 8 workers using 16871 MB)
@  2622s  (total 8 workers using 16950 MB)
@  2632s  (total 8 workers using 16883 MB)
@  2643s  (total 8 workers using 17012 MB)
@  2654s  (total 8 workers using 17043 MB)
@  2664s  (total 8 workers using 17166 MB)
@  2675s  (total 8 workers using 17194 MB)
@  2686s  (total 8 workers using 17221 MB)
@  2697s  (total 8 workers using 17258 MB)
@  2707s  (total 8 workers using 17298 MB)
@  2718s  (total 8 workers using 17321 MB)
@  2729s  (total 8 workers using 17440 MB)
@  2739s  (total 8 workers using 17511 MB)
@  2750s  (total 8 workers using 17652 MB)
@  2761s  (total 8 workers using 17653 MB)
@  2772s  (total 8 workers using 17796 MB)
@  2782s  (total 8 workers using 17702 MB)
@  2793s  (total 8 workers using 17627 MB)
@  2804s  (total 8 workers using 17510 MB)
@  2806s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  2814s  (total 7 workers using 12063 MB)
@  2825s  (total 7 workers using 12106 MB)
@  2836s  (total 7 workers using 12123 MB)
@  2846s  (total 7 workers using 12148 MB)
@  2857s  (total 7 workers using 12164 MB)
@  2867s  (total 7 workers using 12171 MB)
@  2878s  (total 7 workers using 12217 MB)
@  2889s  (total 7 workers using 12241 MB)
@  2899s  (total 7 workers using 12259 MB)
@  2910s  (total 7 workers using 12262 MB)
@  2921s  (total 7 workers using 12271 MB)
@  2931s  (total 7 workers using 12289 MB)
@  2942s  (total 7 workers using 12323 MB)
@  2952s  (total 7 workers using 12335 MB)
@  2963s  (total 7 workers using 12347 MB)
@  2974s  (total 7 workers using 12381 MB)
@  2984s  (total 7 workers using 12411 MB)
@  2995s  (total 7 workers using 12419 MB)
@  3005s  (total 7 workers using 12427 MB)
@  3016s  (total 7 workers using 12450 MB)
@  3027s  (total 7 workers using 12450 MB)
@  3037s  (total 7 workers using 12457 MB)
@  3048s  (total 7 workers using 12485 MB)
@  3058s  (total 7 workers using 12496 MB)
@  3069s  (total 7 workers using 12521 MB)
@  3080s  (total 7 workers using 12531 MB)
@  3090s  (total 7 workers using 12539 MB)
@  3101s  (total 7 workers using 12544 MB)
@  3112s  (total 7 workers using 12552 MB)
@  3122s  (total 7 workers using 12579 MB)
@  3133s  (total 7 workers using 12592 MB)
@  3143s  (total 7 workers using 12607 MB)
@  3154s  (total 7 workers using 12616 MB)
@  3165s  (total 7 workers using 12629 MB)
@  3175s  (total 7 workers using 12670 MB)
@  3186s  (total 7 workers using 12718 MB)
@  3197s  (total 7 workers using 12729 MB)
@  3207s  (total 7 workers using 12730 MB)
@  3218s  (total 7 workers using 12740 MB)
@  3228s  (total 7 workers using 12756 MB)
@  3239s  (total 7 workers using 12824 MB)
@  3250s  (total 7 workers using 12844 MB)
@  3260s  (total 7 workers using 12857 MB)
@  3271s  (total 7 workers using 12911 MB)
@  3281s  (total 7 workers using 12923 MB)
@  3292s  (total 7 workers using 12947 MB)
@  3303s  (total 7 workers using 12944 MB)
@  3313s  (total 7 workers using 12958 MB)
@  3324s  (total 7 workers using 12984 MB)
@  3334s  (total 7 workers using 12982 MB)
@  3345s  (total 7 workers using 13007 MB)
@  3356s  (total 7 workers using 13052 MB)
@  3366s  (total 7 workers using 13116 MB)
@  3377s  (total 7 workers using 13147 MB)
@  3388s  (total 7 workers using 13266 MB)
@  3398s  (total 7 workers using 13272 MB)
@  3409s  (total 7 workers using 13283 MB)
@  3419s  (total 7 workers using 13293 MB)
@  3430s  (total 7 workers using 13298 MB)
@  3441s  (total 7 workers using 13313 MB)
@  3451s  (total 7 workers using 13344 MB)
@  3462s  (total 7 workers using 13349 MB)
@  3472s  (total 7 workers using 13380 MB)
@  3483s  (total 7 workers using 13387 MB)
@  3494s  (total 7 workers using 13465 MB)
@  3504s  (total 7 workers using 13478 MB)
@  3515s  (total 7 workers using 13523 MB)
@  3525s  (total 7 workers using 13538 MB)
@  3536s  (total 7 workers using 13559 MB)
@  3547s  (total 7 workers using 13591 MB)
@  3554s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3554s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3554s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3554s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3555s  (worker 2 finished with result unknown) python3 avr.py
@  3555s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3557s  (total 1 workers using 3052 MB)
@  3567s  (total 1 workers using 3052 MB)
@  3573s  (stopping all workers)
@  3574s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3574s  (copied results from worker 0 in /tmp//pr_test)
@  3574s  [0;30;47m(proof race finished with answer unknown in 3573.64 seconds)[m
unknown
c done
