c host: c3n31
c start: Fri Oct 18 19:59:44 CEST 2019
c arrayjobid: 17567256
c jobid: 17567456
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/wolf/2019A/picorv32_mutCX_nomem-p3.btor
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567456.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   305s  (total 11 workers using 4105 MB)
@   316s  (total 11 workers using 4102 MB)
@   327s  (total 11 workers using 4100 MB)
@   339s  (total 11 workers using 4148 MB)
@   350s  (total 11 workers using 4188 MB)
@   361s  (total 11 workers using 4242 MB)
@   372s  (total 11 workers using 4266 MB)
@   383s  (total 11 workers using 4296 MB)
@   394s  (total 11 workers using 4317 MB)
@   405s  (total 11 workers using 4300 MB)
@   416s  (total 11 workers using 4348 MB)
@   427s  (total 11 workers using 4387 MB)
@   438s  (total 11 workers using 4246 MB)
@   449s  (total 11 workers using 4249 MB)
@   460s  (total 11 workers using 4397 MB)
@   471s  (total 11 workers using 4446 MB)
@   482s  (total 11 workers using 4465 MB)
@   494s  (total 11 workers using 4490 MB)
@   505s  (total 11 workers using 4518 MB)
@   516s  (total 11 workers using 4557 MB)
@   527s  (total 11 workers using 4583 MB)
@   538s  (total 11 workers using 4605 MB)
@   549s  (total 11 workers using 4629 MB)
@   560s  (total 11 workers using 4643 MB)
@   571s  (total 11 workers using 4686 MB)
@   582s  (total 11 workers using 4717 MB)
@   593s  (total 11 workers using 4733 MB)
@   604s  (total 11 workers using 4800 MB)
@   615s  (total 11 workers using 4872 MB)
@   627s  (total 11 workers using 4907 MB)
@   638s  (total 11 workers using 4970 MB)
@   649s  (total 11 workers using 5030 MB)
@   660s  (total 11 workers using 5111 MB)
@   671s  (total 11 workers using 5151 MB)
@   682s  (total 11 workers using 5176 MB)
@   693s  (total 11 workers using 5219 MB)
@   704s  (total 11 workers using 5224 MB)
@   715s  (total 11 workers using 5263 MB)
@   726s  (total 11 workers using 5344 MB)
@   737s  (total 11 workers using 5341 MB)
@   748s  (total 11 workers using 5383 MB)
@   759s  (total 11 workers using 5411 MB)
@   770s  (total 11 workers using 5428 MB)
@   782s  (total 11 workers using 5549 MB)
@   792s  (total 11 workers using 5561 MB)
@   804s  (total 11 workers using 5612 MB)
@   815s  (total 11 workers using 5679 MB)
@   826s  (total 11 workers using 5679 MB)
@   837s  (total 11 workers using 5775 MB)
@   848s  (total 11 workers using 5856 MB)
@   859s  (total 11 workers using 5871 MB)
@   870s  (total 11 workers using 5862 MB)
@   881s  (total 11 workers using 5911 MB)
@   892s  (total 11 workers using 6089 MB)
@   903s  (total 11 workers using 6116 MB)
@   914s  (total 11 workers using 6019 MB)
@   925s  (total 11 workers using 6037 MB)
@   937s  (total 11 workers using 6083 MB)
@   948s  (total 11 workers using 6168 MB)
@   959s  (total 11 workers using 6235 MB)
@   970s  (total 11 workers using 6296 MB)
@   981s  (total 11 workers using 6383 MB)
@   992s  (total 11 workers using 6405 MB)
@  1003s  (total 11 workers using 6382 MB)
@  1014s  (total 11 workers using 6436 MB)
@  1025s  (total 11 workers using 6476 MB)
@  1036s  (total 11 workers using 6493 MB)
@  1048s  (total 11 workers using 6537 MB)
@  1059s  (total 11 workers using 6563 MB)
@  1070s  (total 11 workers using 6686 MB)
@  1081s  (total 11 workers using 6737 MB)
@  1092s  (total 11 workers using 6894 MB)
@  1103s  (total 11 workers using 6825 MB)
@  1114s  (total 11 workers using 6861 MB)
@  1125s  (total 11 workers using 6872 MB)
@  1136s  (total 11 workers using 6982 MB)
@  1147s  (total 11 workers using 7058 MB)
@  1159s  (total 11 workers using 7089 MB)
@  1170s  (total 11 workers using 7214 MB)
@  1181s  (total 11 workers using 7239 MB)
@  1192s  (total 11 workers using 7259 MB)
@  1203s  (total 11 workers using 7199 MB)
@  1214s  (total 11 workers using 7254 MB)
@  1225s  (total 11 workers using 7360 MB)
@  1236s  (total 11 workers using 7386 MB)
@  1247s  (total 11 workers using 7415 MB)
@  1258s  (total 11 workers using 7472 MB)
@  1270s  (total 11 workers using 7548 MB)
@  1281s  (total 11 workers using 7466 MB)
@  1292s  (total 11 workers using 7506 MB)
@  1303s  (total 11 workers using 7543 MB)
@  1314s  (total 11 workers using 7577 MB)
@  1325s  (total 11 workers using 7619 MB)
@  1336s  (total 11 workers using 7648 MB)
@  1347s  (total 11 workers using 7695 MB)
@  1358s  (total 11 workers using 7757 MB)
@  1369s  (total 11 workers using 7745 MB)
@  1381s  (total 11 workers using 7851 MB)
@  1392s  (total 11 workers using 7858 MB)
@  1403s  (total 11 workers using 7917 MB)
@  1414s  (total 11 workers using 7923 MB)
@  1425s  (total 11 workers using 7927 MB)
@  1436s  (total 11 workers using 7992 MB)
@  1447s  (total 11 workers using 8019 MB)
@  1458s  (total 11 workers using 8171 MB)
@  1469s  (total 11 workers using 8248 MB)
@  1480s  (total 11 workers using 8199 MB)
@  1492s  (total 11 workers using 8241 MB)
@  1503s  (total 11 workers using 8295 MB)
@  1514s  (total 11 workers using 8367 MB)
@  1525s  (total 11 workers using 8402 MB)
@  1536s  (total 11 workers using 8457 MB)
@  1547s  (total 11 workers using 8467 MB)
@  1558s  (total 11 workers using 8504 MB)
@  1569s  (total 11 workers using 8497 MB)
@  1580s  (total 11 workers using 8549 MB)
@  1591s  (total 11 workers using 8596 MB)
@  1603s  (total 11 workers using 8624 MB)
@  1614s  (total 11 workers using 8618 MB)
@  1625s  (total 11 workers using 8667 MB)
@  1636s  (total 11 workers using 8689 MB)
@  1647s  (total 11 workers using 8694 MB)
@  1658s  (total 11 workers using 8759 MB)
@  1669s  (total 11 workers using 8771 MB)
@  1680s  (total 11 workers using 8804 MB)
@  1691s  (total 11 workers using 8837 MB)
@  1702s  (total 11 workers using 8874 MB)
@  1714s  (total 11 workers using 8899 MB)
@  1725s  (total 11 workers using 8927 MB)
@  1736s  (total 11 workers using 8951 MB)
@  1747s  (total 11 workers using 8984 MB)
@  1758s  (total 11 workers using 9016 MB)
@  1769s  (total 11 workers using 9048 MB)
@  1780s  (total 11 workers using 9098 MB)
@  1791s  (total 11 workers using 9162 MB)
@  1802s  (total 11 workers using 9190 MB)
@  1813s  (total 11 workers using 9210 MB)
@  1825s  (total 11 workers using 9243 MB)
@  1835s  (total 11 workers using 9279 MB)
@  1847s  (total 11 workers using 9350 MB)
@  1858s  (total 11 workers using 9402 MB)
@  1869s  (total 11 workers using 9448 MB)
@  1880s  (total 11 workers using 9492 MB)
@  1891s  (total 11 workers using 9532 MB)
@  1902s  (total 11 workers using 9573 MB)
@  1913s  (total 11 workers using 9635 MB)
@  1924s  (total 11 workers using 9652 MB)
@  1935s  (total 11 workers using 9717 MB)
@  1946s  (total 11 workers using 9754 MB)
@  1958s  (total 11 workers using 9818 MB)
@  1969s  (total 11 workers using 9851 MB)
@  1980s  (total 11 workers using 9892 MB)
@  1991s  (total 11 workers using 9931 MB)
@  2002s  (total 11 workers using 10051 MB)
@  2013s  (total 11 workers using 10102 MB)
@  2024s  (total 11 workers using 10164 MB)
@  2035s  (total 11 workers using 10237 MB)
@  2047s  (total 11 workers using 10277 MB)
@  2057s  (total 11 workers using 10305 MB)
@  2069s  (total 11 workers using 10345 MB)
@  2080s  (total 11 workers using 10408 MB)
@  2091s  (total 11 workers using 10429 MB)
@  2102s  (total 11 workers using 10456 MB)
@  2113s  (total 11 workers using 10504 MB)
@  2124s  (total 11 workers using 10457 MB)
@  2136s  (total 11 workers using 10509 MB)
@  2147s  (total 11 workers using 10539 MB)
@  2158s  (total 11 workers using 10663 MB)
@  2169s  (total 11 workers using 10711 MB)
@  2180s  (total 11 workers using 10726 MB)
@  2191s  (total 11 workers using 10812 MB)
@  2203s  (total 11 workers using 10824 MB)
@  2214s  (total 11 workers using 10859 MB)
@  2225s  (total 11 workers using 10920 MB)
@  2236s  (total 11 workers using 10949 MB)
@  2247s  (total 11 workers using 10957 MB)
@  2258s  (total 11 workers using 10971 MB)
@  2269s  (total 11 workers using 11013 MB)
@  2280s  (total 11 workers using 11037 MB)
@  2292s  (total 11 workers using 11054 MB)
@  2303s  (total 11 workers using 11076 MB)
@  2314s  (total 11 workers using 11096 MB)
@  2325s  (total 11 workers using 11142 MB)
@  2336s  (total 11 workers using 11188 MB)
@  2347s  (total 11 workers using 11200 MB)
@  2359s  (total 11 workers using 11239 MB)
@  2370s  (total 11 workers using 11177 MB)
@  2381s  (total 11 workers using 11180 MB)
@  2392s  (total 11 workers using 11181 MB)
@  2403s  (total 11 workers using 11184 MB)
@  2414s  (total 11 workers using 11188 MB)
@  2425s  (total 11 workers using 11193 MB)
@  2436s  (total 11 workers using 11203 MB)
@  2448s  (total 11 workers using 11212 MB)
@  2459s  (total 11 workers using 11256 MB)
@  2470s  (total 11 workers using 11277 MB)
@  2481s  (total 11 workers using 11330 MB)
@  2492s  (total 11 workers using 11369 MB)
@  2503s  (total 11 workers using 11382 MB)
@  2514s  (total 11 workers using 11427 MB)
@  2525s  (total 11 workers using 11442 MB)
@  2537s  (total 11 workers using 11504 MB)
@  2548s  (total 11 workers using 11540 MB)
@  2559s  (total 11 workers using 11567 MB)
@  2570s  (total 11 workers using 11580 MB)
@  2581s  (total 11 workers using 11591 MB)
@  2592s  (total 11 workers using 11611 MB)
@  2603s  (total 11 workers using 11611 MB)
@  2614s  (total 11 workers using 11634 MB)
@  2626s  (total 11 workers using 11666 MB)
@  2637s  (total 11 workers using 11700 MB)
@  2648s  (total 11 workers using 11726 MB)
@  2659s  (total 11 workers using 11759 MB)
@  2670s  (total 11 workers using 11787 MB)
@  2681s  (total 11 workers using 11820 MB)
@  2693s  (total 11 workers using 11852 MB)
@  2704s  (total 11 workers using 11879 MB)
@  2715s  (total 11 workers using 11907 MB)
@  2726s  (total 11 workers using 11936 MB)
@  2737s  (total 11 workers using 11969 MB)
@  2748s  (total 11 workers using 12012 MB)
@  2759s  (total 11 workers using 12040 MB)
@  2770s  (total 11 workers using 12143 MB)
@  2781s  (total 11 workers using 12202 MB)
@  2792s  (total 11 workers using 12243 MB)
@  2804s  (total 11 workers using 12277 MB)
@  2815s  (total 11 workers using 12338 MB)
@  2826s  (total 11 workers using 12379 MB)
@  2837s  (total 11 workers using 12407 MB)
@  2848s  (total 11 workers using 12434 MB)
@  2859s  (total 11 workers using 12459 MB)
@  2870s  (total 11 workers using 12495 MB)
@  2881s  (total 11 workers using 12572 MB)
@  2893s  (total 11 workers using 12606 MB)
@  2904s  (total 11 workers using 12644 MB)
@  2915s  (total 11 workers using 12673 MB)
@  2926s  (total 11 workers using 12737 MB)
@  2937s  (total 11 workers using 12763 MB)
@  2948s  (total 11 workers using 12791 MB)
@  2960s  (total 11 workers using 12831 MB)
@  2971s  (total 11 workers using 12872 MB)
@  2982s  (total 11 workers using 12887 MB)
@  2993s  (total 11 workers using 12906 MB)
@  3004s  (total 11 workers using 12925 MB)
@  3015s  (total 11 workers using 12999 MB)
@  3026s  (total 11 workers using 13021 MB)
@  3037s  (total 11 workers using 13052 MB)
@  3049s  (total 11 workers using 13042 MB)
@  3060s  (total 11 workers using 13080 MB)
@  3071s  (total 11 workers using 13120 MB)
@  3082s  (total 11 workers using 13158 MB)
@  3093s  (total 11 workers using 13191 MB)
@  3104s  (total 11 workers using 13219 MB)
@  3115s  (total 11 workers using 13252 MB)
@  3126s  (total 11 workers using 13332 MB)
@  3138s  (total 11 workers using 13445 MB)
@  3149s  (total 11 workers using 13431 MB)
@  3160s  (total 11 workers using 13401 MB)
@  3171s  (total 11 workers using 13434 MB)
@  3182s  (total 11 workers using 13505 MB)
@  3193s  (total 11 workers using 13596 MB)
@  3204s  (total 11 workers using 13715 MB)
@  3215s  (total 11 workers using 13665 MB)
@  3227s  (total 11 workers using 13711 MB)
@  3238s  (total 11 workers using 13754 MB)
@  3249s  (total 11 workers using 13796 MB)
@  3260s  (total 11 workers using 13820 MB)
@  3271s  (total 11 workers using 13859 MB)
@  3282s  (total 11 workers using 13900 MB)
@  3294s  (total 11 workers using 13939 MB)
@  3305s  (total 11 workers using 13908 MB)
@  3316s  (total 11 workers using 13893 MB)
@  3327s  (total 11 workers using 13930 MB)
@  3338s  (total 11 workers using 13970 MB)
@  3349s  (total 11 workers using 13999 MB)
@  3360s  (total 11 workers using 14058 MB)
@  3371s  (total 11 workers using 14082 MB)
@  3383s  (total 11 workers using 14105 MB)
@  3394s  (total 11 workers using 14136 MB)
@  3405s  (total 11 workers using 14156 MB)
@  3416s  (total 11 workers using 14176 MB)
@  3427s  (total 11 workers using 14189 MB)
@  3438s  (total 11 workers using 14198 MB)
@  3449s  (total 11 workers using 14209 MB)
@  3460s  (total 11 workers using 14226 MB)
@  3472s  (total 11 workers using 14236 MB)
@  3483s  (total 11 workers using 14297 MB)
@  3494s  (total 11 workers using 14276 MB)
@  3505s  (total 11 workers using 14300 MB)
@  3516s  (total 11 workers using 14318 MB)
@  3527s  (total 11 workers using 14364 MB)
@  3539s  (total 11 workers using 14505 MB)
@  3550s  (total 11 workers using 14532 MB)
@  3554s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3554s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3554s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3554s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3554s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3555s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3555s  (worker 2 finished with result unknown) python3 avr.py
@  3555s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3555s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3555s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3555s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3555s  (copied results from worker 0 in /tmp//pr_test)
@  3555s  [0;30;47m(proof race finished with answer unknown in 3555.16 seconds)[m
unknown
c done
