c host: c3n30
c start: Fri Oct 18 18:58:12 CEST 2019
c arrayjobid: 17567256
c jobid: 17567376
c benchmark: /home/mathias/hwmcc19/benchmarks-single/btor2/mann/data-integrity/unsafe/circular_pointer_top_w32_d128_e0.btor2
c solver: ./run-avr.sh
c solver options: 
c tmpdir: /tmp/slurm.17567376.0
AVR -- Proof Race 
copyright (c) 2019  Aman Goel and Karem Sakallah, University of Michigan
@   304s  (total 11 workers using 4181 MB)
@   315s  (total 11 workers using 4160 MB)
@   326s  (total 11 workers using 4202 MB)
@   337s  (total 11 workers using 4275 MB)
@   348s  (total 11 workers using 4281 MB)
@   359s  (total 11 workers using 4366 MB)
@   370s  (total 11 workers using 4404 MB)
@   382s  (total 11 workers using 4496 MB)
@   392s  (total 11 workers using 4507 MB)
@   404s  (total 11 workers using 4523 MB)
@   414s  (total 11 workers using 4549 MB)
@   426s  (total 11 workers using 4626 MB)
@   436s  (total 11 workers using 4636 MB)
@   448s  (total 11 workers using 4635 MB)
@   458s  (total 11 workers using 4725 MB)
@   470s  (total 11 workers using 4685 MB)
@   481s  (total 11 workers using 4721 MB)
@   492s  (total 11 workers using 4824 MB)
@   503s  (total 11 workers using 4897 MB)
@   514s  (total 11 workers using 4938 MB)
@   525s  (total 11 workers using 4975 MB)
@   536s  (total 11 workers using 5140 MB)
@   547s  (total 11 workers using 5181 MB)
@   558s  (total 11 workers using 5211 MB)
@   569s  (total 11 workers using 5223 MB)
@   580s  (total 11 workers using 5213 MB)
@   591s  (total 11 workers using 5263 MB)
@   602s  (total 11 workers using 5312 MB)
@   613s  (total 11 workers using 5343 MB)
@   624s  (total 11 workers using 5355 MB)
@   635s  (total 11 workers using 5389 MB)
@   646s  (total 11 workers using 5407 MB)
@   657s  (total 11 workers using 5450 MB)
@   668s  (total 11 workers using 5459 MB)
@   679s  (total 11 workers using 5464 MB)
@   690s  (total 11 workers using 5466 MB)
@   701s  (total 11 workers using 5511 MB)
@   712s  (total 11 workers using 5539 MB)
@   723s  (total 11 workers using 5583 MB)
@   734s  (total 11 workers using 5611 MB)
@   745s  (total 11 workers using 5622 MB)
@   756s  (total 11 workers using 5647 MB)
@   767s  (total 11 workers using 5704 MB)
@   778s  (total 11 workers using 5697 MB)
@   789s  (total 11 workers using 5692 MB)
@   800s  (total 11 workers using 5750 MB)
@   811s  (total 11 workers using 5789 MB)
@   822s  (total 11 workers using 5813 MB)
@   833s  (total 11 workers using 5822 MB)
@   844s  (total 11 workers using 5823 MB)
@   855s  (total 11 workers using 5862 MB)
@   866s  (total 11 workers using 5876 MB)
@   877s  (total 11 workers using 5876 MB)
@   888s  (total 11 workers using 5878 MB)
@   899s  (total 11 workers using 5934 MB)
@   910s  (total 11 workers using 5992 MB)
@   921s  (total 11 workers using 5992 MB)
@   932s  (total 11 workers using 6008 MB)
@   943s  (total 11 workers using 6015 MB)
@   954s  (total 11 workers using 6016 MB)
@   965s  (total 11 workers using 6020 MB)
@   976s  (total 11 workers using 5989 MB)
@   987s  (total 11 workers using 6009 MB)
@   998s  (total 11 workers using 6005 MB)
@  1009s  (total 11 workers using 6077 MB)
@  1020s  (total 11 workers using 6082 MB)
@  1031s  (total 11 workers using 6086 MB)
@  1043s  (total 11 workers using 6115 MB)
@  1053s  (total 11 workers using 6140 MB)
@  1065s  (total 11 workers using 6144 MB)
@  1076s  (total 11 workers using 6177 MB)
@  1087s  (total 11 workers using 6186 MB)
@  1098s  (total 11 workers using 6280 MB)
@  1109s  (total 11 workers using 6303 MB)
@  1120s  (total 11 workers using 6338 MB)
@  1131s  (total 11 workers using 6348 MB)
@  1142s  (total 11 workers using 6369 MB)
@  1153s  (total 11 workers using 6385 MB)
@  1164s  (total 11 workers using 6404 MB)
@  1175s  (total 11 workers using 6540 MB)
@  1186s  (total 11 workers using 6541 MB)
@  1197s  (total 11 workers using 6481 MB)
@  1208s  (total 11 workers using 6482 MB)
@  1219s  (total 11 workers using 6493 MB)
@  1230s  (total 11 workers using 6499 MB)
@  1241s  (total 11 workers using 6519 MB)
@  1252s  (total 11 workers using 6500 MB)
@  1263s  (total 11 workers using 6540 MB)
@  1274s  (total 11 workers using 6630 MB)
@  1285s  (total 11 workers using 6672 MB)
@  1296s  (total 11 workers using 6719 MB)
@  1307s  (total 11 workers using 6745 MB)
@  1318s  (total 11 workers using 6793 MB)
@  1329s  (total 11 workers using 6822 MB)
@  1340s  (total 11 workers using 6822 MB)
@  1352s  (total 11 workers using 6874 MB)
@  1362s  (total 11 workers using 6880 MB)
@  1374s  (total 11 workers using 6904 MB)
@  1384s  (total 11 workers using 6905 MB)
@  1396s  (total 11 workers using 6957 MB)
@  1406s  (total 11 workers using 6979 MB)
@  1418s  (total 11 workers using 6980 MB)
@  1428s  (total 11 workers using 6980 MB)
@  1440s  (total 11 workers using 6980 MB)
@  1450s  (total 11 workers using 6995 MB)
@  1462s  (total 11 workers using 7010 MB)
@  1472s  (total 11 workers using 6980 MB)
@  1484s  (total 11 workers using 6980 MB)
@  1494s  (total 11 workers using 6980 MB)
@  1506s  (total 11 workers using 7003 MB)
@  1516s  (total 11 workers using 7003 MB)
@  1528s  (total 11 workers using 7023 MB)
@  1538s  (total 11 workers using 7092 MB)
@  1550s  (total 11 workers using 7105 MB)
@  1560s  (total 11 workers using 7220 MB)
@  1572s  (total 11 workers using 7275 MB)
@  1582s  (total 11 workers using 7291 MB)
@  1594s  (total 11 workers using 7248 MB)
@  1604s  (total 11 workers using 7295 MB)
@  1616s  (total 11 workers using 7299 MB)
@  1626s  (total 11 workers using 7299 MB)
@  1638s  (total 11 workers using 7331 MB)
@  1648s  (total 11 workers using 7381 MB)
@  1660s  (total 11 workers using 7336 MB)
@  1670s  (total 11 workers using 7353 MB)
@  1682s  (total 11 workers using 7368 MB)
@  1692s  (total 11 workers using 7393 MB)
@  1704s  (total 11 workers using 7394 MB)
@  1714s  (total 11 workers using 7424 MB)
@  1726s  (total 11 workers using 7424 MB)
@  1736s  (total 11 workers using 7300 MB)
@  1748s  (total 11 workers using 7303 MB)
@  1758s  (total 11 workers using 7332 MB)
@  1770s  (total 11 workers using 7369 MB)
@  1780s  (total 11 workers using 7416 MB)
@  1792s  (total 11 workers using 7421 MB)
@  1803s  (total 11 workers using 7424 MB)
@  1814s  (total 11 workers using 7425 MB)
@  1825s  (total 11 workers using 7471 MB)
@  1836s  (total 11 workers using 7473 MB)
@  1847s  (total 11 workers using 7467 MB)
@  1858s  (total 11 workers using 7513 MB)
@  1869s  (total 11 workers using 7515 MB)
@  1880s  (total 11 workers using 7520 MB)
@  1891s  (total 11 workers using 7536 MB)
@  1902s  (total 11 workers using 7571 MB)
@  1913s  (total 11 workers using 7620 MB)
@  1924s  (total 11 workers using 7620 MB)
@  1935s  (total 11 workers using 7666 MB)
@  1946s  (total 11 workers using 7667 MB)
@  1957s  (total 11 workers using 7697 MB)
@  1968s  (total 11 workers using 7697 MB)
@  1979s  (total 11 workers using 7697 MB)
@  1990s  (total 11 workers using 7697 MB)
@  2001s  (total 11 workers using 7697 MB)
@  2012s  (total 11 workers using 7697 MB)
@  2023s  (total 11 workers using 7697 MB)
@  2034s  (total 11 workers using 7697 MB)
@  2045s  (total 11 workers using 7697 MB)
@  2056s  (total 11 workers using 7698 MB)
@  2066s  (total 11 workers using 7698 MB)
@  2078s  (total 11 workers using 7698 MB)
@  2088s  (total 11 workers using 7698 MB)
@  2100s  (total 11 workers using 7698 MB)
@  2110s  (total 11 workers using 7710 MB)
@  2122s  (total 11 workers using 7710 MB)
@  2132s  (total 11 workers using 7710 MB)
@  2144s  (total 11 workers using 7710 MB)
@  2154s  (total 11 workers using 7666 MB)
@  2166s  (total 11 workers using 7666 MB)
@  2176s  (total 11 workers using 7666 MB)
@  2188s  (total 11 workers using 7666 MB)
@  2198s  (total 11 workers using 7666 MB)
@  2210s  (total 11 workers using 7689 MB)
@  2220s  (total 11 workers using 7735 MB)
@  2232s  (total 11 workers using 7798 MB)
@  2242s  (total 11 workers using 7805 MB)
@  2254s  (total 11 workers using 7805 MB)
@  2264s  (total 11 workers using 7825 MB)
@  2276s  (total 11 workers using 7847 MB)
@  2286s  (total 11 workers using 7892 MB)
@  2298s  (total 11 workers using 7969 MB)
@  2308s  (total 11 workers using 8002 MB)
@  2320s  (total 11 workers using 8003 MB)
@  2330s  (total 11 workers using 8005 MB)
@  2342s  (total 11 workers using 7986 MB)
@  2352s  (total 11 workers using 8031 MB)
@  2364s  (total 11 workers using 8029 MB)
@  2374s  (total 11 workers using 8042 MB)
@  2386s  (total 11 workers using 8041 MB)
@  2397s  (total 11 workers using 8115 MB)
@  2408s  (total 11 workers using 8124 MB)
@  2419s  (total 11 workers using 8136 MB)
@  2430s  (total 11 workers using 8136 MB)
@  2441s  (total 11 workers using 8136 MB)
@  2452s  (total 11 workers using 8136 MB)
@  2463s  (total 11 workers using 8136 MB)
@  2474s  (total 11 workers using 8136 MB)
@  2485s  (total 11 workers using 8137 MB)
@  2496s  (total 11 workers using 8137 MB)
@  2507s  (total 11 workers using 8137 MB)
@  2518s  (total 11 workers using 8137 MB)
@  2529s  (total 11 workers using 8140 MB)
@  2540s  (total 11 workers using 8140 MB)
@  2551s  (total 11 workers using 8099 MB)
@  2562s  (total 11 workers using 8099 MB)
@  2573s  (total 11 workers using 8099 MB)
@  2584s  (total 11 workers using 8116 MB)
@  2595s  (total 11 workers using 8218 MB)
@  2606s  (total 11 workers using 8128 MB)
@  2617s  (total 11 workers using 8135 MB)
@  2628s  (total 11 workers using 8143 MB)
@  2639s  (total 11 workers using 8144 MB)
@  2650s  (total 11 workers using 8144 MB)
@  2661s  (total 11 workers using 8193 MB)
@  2672s  (total 11 workers using 8218 MB)
@  2683s  (total 11 workers using 8218 MB)
@  2694s  (total 11 workers using 8296 MB)
@  2705s  (total 11 workers using 8283 MB)
@  2716s  (total 11 workers using 8289 MB)
@  2727s  (total 11 workers using 8290 MB)
@  2738s  (total 11 workers using 8290 MB)
@  2749s  (total 11 workers using 8289 MB)
@  2760s  (total 11 workers using 8290 MB)
@  2771s  (total 11 workers using 8290 MB)
@  2782s  (total 11 workers using 8223 MB)
@  2793s  (total 11 workers using 8258 MB)
@  2804s  (total 11 workers using 8252 MB)
@  2815s  (total 11 workers using 8252 MB)
@  2826s  (total 11 workers using 8285 MB)
@  2837s  (total 11 workers using 8285 MB)
@  2848s  (total 11 workers using 8279 MB)
@  2859s  (total 11 workers using 8279 MB)
@  2870s  (total 11 workers using 8279 MB)
@  2881s  (total 11 workers using 8279 MB)
@  2892s  (total 11 workers using 8312 MB)
@  2903s  (total 11 workers using 8289 MB)
@  2914s  (total 11 workers using 8281 MB)
@  2925s  (total 11 workers using 8281 MB)
@  2936s  (total 11 workers using 8291 MB)
@  2947s  (total 11 workers using 8297 MB)
@  2958s  (total 11 workers using 8297 MB)
@  2969s  (total 11 workers using 8297 MB)
@  2980s  (total 11 workers using 8297 MB)
@  2991s  (total 11 workers using 8297 MB)
@  3002s  (total 11 workers using 8290 MB)
@  3013s  (total 11 workers using 8290 MB)
@  3024s  (total 11 workers using 8290 MB)
@  3035s  (total 11 workers using 8290 MB)
@  3046s  (total 11 workers using 8290 MB)
@  3057s  (total 11 workers using 8290 MB)
@  3068s  (total 11 workers using 8290 MB)
@  3079s  (total 11 workers using 8264 MB)
@  3090s  (total 11 workers using 8264 MB)
@  3101s  (total 11 workers using 8262 MB)
@  3112s  (total 11 workers using 8272 MB)
@  3123s  (total 11 workers using 8272 MB)
@  3134s  (total 11 workers using 8224 MB)
@  3145s  (total 11 workers using 8224 MB)
@  3156s  (total 11 workers using 8227 MB)
@  3167s  (total 11 workers using 8227 MB)
@  3178s  (total 11 workers using 8226 MB)
@  3189s  (total 11 workers using 8229 MB)
@  3200s  (total 11 workers using 8229 MB)
@  3211s  (total 11 workers using 8244 MB)
@  3222s  (total 11 workers using 8280 MB)
@  3228s  (worker 5 finished with result unknown) python3 avr.py -b bin_bt_cadical -g 3 -l 0 -a sa32
@  3233s  (total 10 workers using 7923 MB)
@  3244s  (total 10 workers using 7923 MB)
@  3255s  (total 10 workers using 7926 MB)
@  3266s  (total 10 workers using 7926 MB)
@  3277s  (total 10 workers using 8174 MB)
@  3288s  (total 10 workers using 8176 MB)
@  3298s  (total 10 workers using 8213 MB)
@  3309s  (total 10 workers using 8211 MB)
@  3320s  (total 10 workers using 8184 MB)
@  3331s  (total 10 workers using 8184 MB)
@  3342s  (total 10 workers using 8325 MB)
@  3353s  (total 10 workers using 8291 MB)
@  3364s  (total 10 workers using 8292 MB)
@  3375s  (total 10 workers using 8292 MB)
@  3386s  (total 10 workers using 8292 MB)
@  3397s  (total 10 workers using 8327 MB)
@  3407s  (total 10 workers using 8328 MB)
@  3418s  (total 10 workers using 8328 MB)
@  3429s  (total 10 workers using 8425 MB)
@  3440s  (total 10 workers using 8391 MB)
@  3451s  (total 10 workers using 8401 MB)
@  3462s  (total 10 workers using 8406 MB)
@  3473s  (total 10 workers using 8406 MB)
@  3484s  (total 10 workers using 8406 MB)
@  3495s  (total 10 workers using 8406 MB)
@  3506s  (total 10 workers using 8406 MB)
@  3516s  (total 10 workers using 8406 MB)
@  3527s  (total 10 workers using 8406 MB)
@  3538s  (total 10 workers using 8406 MB)
@  3549s  (total 10 workers using 8441 MB)
@  3554s  (worker 10 finished with result unknown) python3 avr.py --bmc
@  3554s  (worker 1 finished with result unknown) python3 avr.py -b bin_bt_cadical -s --bmc
@  3554s  (worker 4 finished with result unknown) python3 avr.py -b bin_y2 --bmc
@  3554s  (worker 6 finished with result unknown) python3 avr.py -a sa --interpol 1 -f 1
@  3554s  (worker 8 finished with result unknown) python3 avr.py -l 5 -g 3 -a sa8 --interpol 1 -f 1
@  3560s  (total 5 workers using 4581 MB)
@  3570s  (total 5 workers using 4581 MB)
@  3575s  (stopping all workers)
@  3575s  (worker 0 finished with result unknown) python3 avr.py -a sa
@  3575s  (worker 3 finished with result unknown) python3 avr.py -b bin_y2 -s
@  3575s  (worker 9 finished with result unknown) python3 avr.py -b bin_y2 -s -a sa4 --interpol 1 -f 1
@  3575s  (worker 2 finished with result unknown) python3 avr.py
@  3575s  (worker 7 finished with result unknown) python3 avr.py -s -l 0
@  3575s  (copied results from worker 0 in /tmp//pr_test)
@  3575s  [0;30;47m(proof race finished with answer unknown in 3574.91 seconds)[m
unknown
c done
